Project_ID|Sampling_Agency_Name|Matrix|Monitoring_Location_ID|Activity_ID|ADAPT_Analyte_ID|Org_Analyte_Name|Activity_Type|Sample_Collection_Type|Sample_Collection_Equipment|Activity_Depth|Activity_Depth_Unit|Total_Depth|Total_Depth_Unit|Analysis_Method|Sample_Fraction|Preparation_Date_Time|Preparation_Time_Zone|Analysis_Date_Time|Analysis_Time_Zone|Activity_Date_Time|Activity_Time_Zone|Org_Result_Value|Org_Result_Unit|Org_MDL|Org_PQL|Org_Detection_Unit|WIN_Value_Qualifier|Result_Comments|Result_Value_Type_Name|Dilution|Lab_ID|Lab_Accreditation_Authority|Lab_Sample_ID
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-East-2|Sem-East-2-2025-05-14F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-14 10:53:00|EST|4.5|ft| | | || |Actual| |21FLKWAT|None|Sem-East-2-2025-05-14F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-East-3|Sem-East-3-2025-05-14F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-14 11:02:00|EST|4.8|ft| | | || |Actual| |21FLKWAT|None|Sem-East-3-2025-05-14F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-East-1|Sem-East-1-2025-07-14F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-14 10:20:00|EST|2.5|ft| | | || |Actual| |21FLKWAT|None|Sem-East-1-2025-07-14F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-East-2|Sem-East-2-2025-07-14F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-14 10:28:00|EST|2.8|ft| | | || |Actual| |21FLKWAT|None|Sem-East-2-2025-07-14F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-East-3|Sem-East-3-2025-07-14F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-14 10:35:00|EST|2.8|ft| | | || |Actual| |21FLKWAT|None|Sem-East-3-2025-07-14F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-LittleBe-1|Sem-LittleBe-1-2025-04-26F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-04-26 15:30:00|EST|12.5|ft| | | || |Actual| |21FLKWAT|None|Sem-LittleBe-1-2025-04-26F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-LittleBe-2|Sem-LittleBe-2-2025-04-26F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-04-26 15:45:00|EST|13|ft| | | || |Actual| |21FLKWAT|None|Sem-LittleBe-2-2025-04-26F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-LittleBe-3|Sem-LittleBe-3-2025-04-26F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-04-26 15:59:59|EST|13|ft| | | || |Actual| |21FLKWAT|None|Sem-LittleBe-3-2025-04-26F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-LittleBe-1|Sem-LittleBe-1-2025-05-28F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-28 12:00:00|EST|12.5|ft| | | || |Actual| |21FLKWAT|None|Sem-LittleBe-1-2025-05-28F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-LittleBe-2|Sem-LittleBe-2-2025-05-28F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-28 12:14:59|EST|11.5|ft| | | || |Actual| |21FLKWAT|None|Sem-LittleBe-2-2025-05-28F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-LittleBe-3|Sem-LittleBe-3-2025-05-28F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-28 12:30:00|EST|12.5|ft| | | || |Actual| |21FLKWAT|None|Sem-LittleBe-3-2025-05-28F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-MonroeWe-1|Sem-MonroeWe-1-2025-04-20F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-04-20 11:33:00|EST|2.5|ft| | | || |Actual| |21FLKWAT|None|Sem-MonroeWe-1-2025-04-20F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-MonroeWe-2|Sem-MonroeWe-2-2025-04-20F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-04-20 11:26:00|EST|3|ft| | | || |Actual| |21FLKWAT|None|Sem-MonroeWe-2-2025-04-20F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-MonroeWe-3|Sem-MonroeWe-3-2025-04-20F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-04-20 11:17:00|EST|3|ft| | | || |Actual| |21FLKWAT|None|Sem-MonroeWe-3-2025-04-20F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-MonroeWe-1|Sem-MonroeWe-1-2025-05-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-23 17:05:00|EST|3|ft| | | || |Actual| |21FLKWAT|None|Sem-MonroeWe-1-2025-05-23F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-MonroeWe-2|Sem-MonroeWe-2-2025-05-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-23 17:27:00|EST|2|ft| | | || |Actual| |21FLKWAT|None|Sem-MonroeWe-2-2025-05-23F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-MonroeWe-3|Sem-MonroeWe-3-2025-05-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-23 17:36:59|EST|3|ft| | | || |Actual| |21FLKWAT|None|Sem-MonroeWe-3-2025-05-23F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-MonroeWe-1|Sem-MonroeWe-1-2025-06-14F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-14 15:14:00|EST|1.5|ft| | | || |Actual| |21FLKWAT|None|Sem-MonroeWe-1-2025-06-14F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-MonroeWe-2|Sem-MonroeWe-2-2025-06-14F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-14 15:05:00|EST|2|ft| | | || |Actual| |21FLKWAT|None|Sem-MonroeWe-2-2025-06-14F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-MonroeWe-3|Sem-MonroeWe-3-2025-06-14F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-14 15:00:00|EST|3|ft| | | || |Actual| |21FLKWAT|None|Sem-MonroeWe-3-2025-06-14F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-QueensMi-1|Sem-QueensMi-1-2025-05-15F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-15 10:00:00|EST|2.5|ft| | | || |Actual| |21FLKWAT|None|Sem-QueensMi-1-2025-05-15F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-QueensMi-2|Sem-QueensMi-2-2025-05-15F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-15 10:14:59|EST|2|ft| | | || |Actual| |21FLKWAT|None|Sem-QueensMi-2-2025-05-15F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-QueensMi-3|Sem-QueensMi-3-2025-05-15F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-15 10:20:00|EST|2.3|ft| | | || |Actual| |21FLKWAT|None|Sem-QueensMi-3-2025-05-15F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Rock-1|Sem-Rock-1-2025-04-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |5.8|ft|FDEP FT1700| | | | | |2025-04-30 09:27:59|EST|5.8|ft| | | |S| |Actual| |21FLKWAT|None|Sem-Rock-1-2025-04-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Rock-2|Sem-Rock-2-2025-04-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |3.3|ft|FDEP FT1700| | | | | |2025-04-30 09:39:00|EST|3.3|ft| | | |S| |Actual| |21FLKWAT|None|Sem-Rock-2-2025-04-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Rock-3|Sem-Rock-3-2025-04-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-04-30 09:44:00|EST|4.3|ft| | | || |Actual| |21FLKWAT|None|Sem-Rock-3-2025-04-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Rock-1|Sem-Rock-1-2025-05-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-29 10:34:00|EST|4.5|ft| | | || |Actual| |21FLKWAT|None|Sem-Rock-1-2025-05-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Rock-2|Sem-Rock-2-2025-05-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-29 10:44:00|EST|3.5|ft| | | || |Actual| |21FLKWAT|None|Sem-Rock-2-2025-05-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Rock-3|Sem-Rock-3-2025-05-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-29 10:50:59|EST|5|ft| | | || |Actual| |21FLKWAT|None|Sem-Rock-3-2025-05-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Secret-1|Sem-Secret-1-2025-07-02F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-02 12:01:00|EST|4.5|ft| | | || |Actual| |21FLKWAT|None|Sem-Secret-1-2025-07-02F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Secret-2|Sem-Secret-2-2025-07-02F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-02 12:05:00|EST|4.5|ft| | | || |Actual| |21FLKWAT|None|Sem-Secret-2-2025-07-02F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Secret-3|Sem-Secret-3-2025-07-02F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-02 NA|EST|Not Reported|ft| | | || |Actual| |21FLKWAT|None|Sem-Secret-3-2025-07-02F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Silver-1|Sem-Silver-1-2025-05-28F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-28 07:39:59|EST|13|ft| | | || |Actual| |21FLKWAT|None|Sem-Silver-1-2025-05-28F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Silver-2|Sem-Silver-2-2025-05-28F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-28 07:35:00|EST|13|ft| | | || |Actual| |21FLKWAT|None|Sem-Silver-2-2025-05-28F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Silver-3|Sem-Silver-3-2025-05-28F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |12.5|ft|FDEP FT1700| | | | | |2025-05-28 07:30:00|EST|12.5|ft| | | |S| |Actual| |21FLKWAT|None|Sem-Silver-3-2025-05-28F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-TripletM-1|Sem-TripletM-1-2025-04-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |3|ft|FDEP FT1700| | | | | |2025-04-29 16:49:59|EST|3|ft| | | |S| |Actual| |21FLKWAT|None|Sem-TripletM-1-2025-04-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-TripletM-2|Sem-TripletM-2-2025-04-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-04-29 16:30:00|EST|5|ft| | | || |Actual| |21FLKWAT|None|Sem-TripletM-2-2025-04-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-TripletM-3|Sem-TripletM-3-2025-04-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |2.5|ft|FDEP FT1700| | | | | |2025-04-29 16:40:00|EST|2.5|ft| | | |S| |Actual| |21FLKWAT|None|Sem-TripletM-3-2025-04-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-TripletS-1|Sem-TripletS-1-2025-04-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-04-30 10:14:59|EST|5|ft| | | || |Actual| |21FLKWAT|None|Sem-TripletS-1-2025-04-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-TripletS-2|Sem-TripletS-2-2025-04-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |3.5|ft|FDEP FT1700| | | | | |2025-04-30 10:00:00|EST|3.5|ft| | | |S| |Actual| |21FLKWAT|None|Sem-TripletS-2-2025-04-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-TripletS-3|Sem-TripletS-3-2025-04-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |9|ft|FDEP FT1700| | | | | |2025-04-30 10:05:00|EST|9|ft| | | |S| |Actual| |21FLKWAT|None|Sem-TripletS-3-2025-04-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Wekiva-1|Sem-Wekiva-1-2025-04-09F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |5|ft|FDEP FT1700| | | | | |2025-04-09 10:30:00|EST|5|ft| | | |S| |Actual| |21FLKWAT|None|Sem-Wekiva-1-2025-04-09F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Wekiva-2|Sem-Wekiva-2-2025-04-09F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |9|ft|FDEP FT1700| | | | | |2025-04-09 10:20:00|EST|9|ft| | | |S| |Actual| |21FLKWAT|None|Sem-Wekiva-2-2025-04-09F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Sem-Wekiva-3|Sem-Wekiva-3-2025-04-09F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-04-09 10:14:59|EST|12|ft| | | || |Actual| |21FLKWAT|None|Sem-Wekiva-3-2025-04-09F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|NA|NA-2024-12-15F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2024-12-15 09:50:00|EST|4|ft| | | || |Actual| |21FLKWAT|None|NA-2024-12-15F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Her-Mountain-1|Her-Mountain-1-2024-12-15F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2024-12-15 09:50:00|EST|4|ft| | | || |Actual| |21FLKWAT|None|Her-Mountain-1-2024-12-15F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|NA|NA-2024-12-15F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2024-12-15 10:00:00|EST|3.5|ft| | | || |Actual| |21FLKWAT|None|NA-2024-12-15F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Her-Mountain-2|Her-Mountain-2-2024-12-15F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2024-12-15 10:00:00|EST|3.5|ft| | | || |Actual| |21FLKWAT|None|Her-Mountain-2-2024-12-15F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|NA|NA-2024-12-15F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2024-12-15 10:05:00|EST|3.3|ft| | | || |Actual| |21FLKWAT|None|NA-2024-12-15F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Her-Mountain-3|Her-Mountain-3-2024-12-15F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2024-12-15 10:05:00|EST|3.3|ft| | | || |Actual| |21FLKWAT|None|Her-Mountain-3-2024-12-15F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Lev-CedarK-1-1|Lev-CedarK-1-1-2025-06-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-30 17:52:00|EST|3|ft| | | || |Actual| |21FLKWAT|None|Lev-CedarK-1-1-2025-06-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Lev-CedarK-2-1|Lev-CedarK-2-1-2025-06-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-30 16:59:00|EST|2.5|ft| | | || |Actual| |21FLKWAT|None|Lev-CedarK-2-1-2025-06-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Lev-CedarK-4-1|Lev-CedarK-4-1-2025-06-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-30 16:35:00|EST|3.5|ft| | | || |Actual| |21FLKWAT|None|Lev-CedarK-4-1-2025-06-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Bell-1|Pas-Bell-1-2025-07-27F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |3.3|ft|FDEP FT1700| | | | | |2025-07-27 14:35:59|EST|3.3|ft| | | |S| |Actual| |21FLKWAT|None|Pas-Bell-1-2025-07-27F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Bell-2|Pas-Bell-2-2025-07-27F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-27 13:44:59|EST|10.5|ft| | | || |Actual| |21FLKWAT|None|Pas-Bell-2-2025-07-27F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Bell-3|Pas-Bell-3-2025-07-27F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-27 13:33:00|EST|10|ft| | | || |Actual| |21FLKWAT|None|Pas-Bell-3-2025-07-27F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-BellC1-1|Pas-BellC1-1-2025-07-27F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-27 14:28:00|EST|3.3|ft| | | || |Actual| |21FLKWAT|None|Pas-BellC1-1-2025-07-27F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-BellC2-1|Pas-BellC2-1-2025-07-27F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-27 14:08:00|EST|3.5|ft| | | || |Actual| |21FLKWAT|None|Pas-BellC2-1-2025-07-27F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Bird-1|Pas-Bird-1-2025-07-31F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-31 17:29:59|EST|6|ft| | | || |Actual| |21FLKWAT|None|Pas-Bird-1-2025-07-31F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Bird-2|Pas-Bird-2-2025-07-31F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |5.5|ft|FDEP FT1700| | | | | |2025-07-31 17:35:59|EST|5.5|ft| | | |S| |Actual| |21FLKWAT|None|Pas-Bird-2-2025-07-31F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Bird-3|Pas-Bird-3-2025-07-31F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |5.5|ft|FDEP FT1700| | | | | |2025-07-31 17:39:59|EST|5.5|ft| | | |S| |Actual| |21FLKWAT|None|Pas-Bird-3-2025-07-31F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Buddy-1|Pas-Buddy-1-2025-07-21F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-21 13:30:00|EST|3.5|ft| | | || |Actual| |21FLKWAT|None|Pas-Buddy-1-2025-07-21F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Buddy-2|Pas-Buddy-2-2025-07-21F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-21 13:47:00|EST|3.5|ft| | | || |Actual| |21FLKWAT|None|Pas-Buddy-2-2025-07-21F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Buddy-3|Pas-Buddy-3-2025-07-21F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-21 13:54:00|EST|3.3|ft| | | || |Actual| |21FLKWAT|None|Pas-Buddy-3-2025-07-21F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Conley-1|Pas-Conley-1-2025-07-06F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-06 NA|EST|2|ft| | | || |Actual| |21FLKWAT|None|Pas-Conley-1-2025-07-06F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Conley-2|Pas-Conley-2-2025-07-06F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-06 11:35:00|EST|1.5|ft| | | || |Actual| |21FLKWAT|None|Pas-Conley-2-2025-07-06F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Conley-3|Pas-Conley-3-2025-07-06F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-06 11:30:00|EST|1.5|ft| | | || |Actual| |21FLKWAT|None|Pas-Conley-3-2025-07-06F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Jovita-1|Pas-Jovita-1-2025-06-20F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-20 10:21:00|EST|5.5|ft| | | || |Actual| |21FLKWAT|None|Pas-Jovita-1-2025-06-20F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Jovita-2|Pas-Jovita-2-2025-06-20F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-20 10:30:00|EST|6.5|ft| | | || |Actual| |21FLKWAT|None|Pas-Jovita-2-2025-06-20F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-Jovita-3|Pas-Jovita-3-2025-06-20F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-20 10:38:00|EST|7|ft| | | || |Actual| |21FLKWAT|None|Pas-Jovita-3-2025-06-20F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-SaxonNor-1|Pas-SaxonNor-1-2025-08-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-08-13 12:16:00|EST|7|ft| | | || |Actual| |21FLKWAT|None|Pas-SaxonNor-1-2025-08-13F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-SaxonNor-2|Pas-SaxonNor-2-2025-08-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-08-13 12:11:00|EST|7.5|ft| | | || |Actual| |21FLKWAT|None|Pas-SaxonNor-2-2025-08-13F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pas-SaxonNor-3|Pas-SaxonNor-3-2025-08-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-08-13 11:56:59|EST|7|ft| | | || |Actual| |21FLKWAT|None|Pas-SaxonNor-3-2025-08-13F
