Org Analyte Name|Activity Type|Sample Collection Type|Sample Collection Equipment|Activity Depth|Activity Depth Unit|Total Depth|Total Depth Unit|Analysis Method|Sample Fraction|Preparation Date|Preparation Time|Preparation Time Zone|Analysis Date|Analysis Time|Analysis Time Zone|County.x|Lake.x|Station.x|Activity Start Date|Activity Start Time|Activity Time Zone|Org Result Value|Org Result Unit|Org MDL|Org PQL|Org Detection Unit|Value Qualifier|Result Comments|Result Value Type Name|Dilution|Lake_County_Sta|Study|County.y|Lake.y|Station.y|Monitoring Location ID|Project_ID|Sampling_Agency_Name
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||55.3|ft|FDEP FT1700||||||||Clay|Sheelar|3|2023-12-13|9:26:00 AM|EST|13|ft||||||Actual||Sheelar Clay 3|LW|Clay|Sheelar|3|Cla-Sheelar-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||54|ft|FDEP FT1700||||||||Clay|Sheelar|1|2024-01-10|11:05:00 AM|EST|19|ft||||||Actual||Sheelar Clay 1|LW|Clay|Sheelar|1|Cla-Sheelar-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||54|ft|FDEP FT1700||||||||Clay|Sheelar|2|2024-01-10|11:11:00 AM|EST|17.5|ft||||||Actual||Sheelar Clay 2|LW|Clay|Sheelar|2|Cla-Sheelar-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||41|ft|FDEP FT1700||||||||Clay|Sheelar|3|2024-01-10|11:15:00 AM|EDT|19|ft||||||Actual||Sheelar Clay 3|LW|Clay|Sheelar|3|Cla-Sheelar-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Eagle|1|2023-10-19|9:18:00 AM|EDT|8|ft||||||Actual||Eagle Collier 1|LW|Collier|Eagle|1|Col-Eagle-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Eagle|2|2023-10-19|9:26:00 AM|EDT|10|ft||||||Actual||Eagle Collier 2|LW|Collier|Eagle|2|Col-Eagle-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Eagle|3|2023-10-19|9:35:00 AM|EDT|9|ft||||||Actual||Eagle Collier 3|LW|Collier|Eagle|3|Col-Eagle-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Eagle|4|2023-10-19|9:45:00 AM|EDT|10|ft||||||Actual||Eagle Collier 4|LW|Collier|Eagle|4|Col-Eagle-4|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Harveys|1|2023-10-02|4:40:00 PM|EDT|2.5|ft||||||Actual||Harveys Collier 1|LW|Collier|Harveys|1|Col-Harveys-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Harveys|2|2023-10-02|5:40:00 PM|EDT|2.5|ft||||||Actual||Harveys Collier 2|LW|Collier|Harveys|2|Col-Harveys-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Harveys|3|2023-10-02|6:40:00 PM|EDT|2.5|ft||||||Actual||Harveys Collier 3|LW|Collier|Harveys|3|Col-Harveys-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Harveys|1|2023-11-03|9:54:00 AM|EDT|2.5|ft||||||Actual||Harveys Collier 1|LW|Collier|Harveys|1|Col-Harveys-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Harveys|2|2023-11-03|10:01:00 AM|EDT|3|ft||||||Actual||Harveys Collier 2|LW|Collier|Harveys|2|Col-Harveys-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Harveys|3|2023-11-03|10:06:00 AM|EDT|3|ft||||||Actual||Harveys Collier 3|LW|Collier|Harveys|3|Col-Harveys-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|IFAS Collier Pond|1|2023-10-24|11:39:00 AM|EDT|15|ft|||||Weeds|Actual||IFAS Collier Pond Collier 1|LW|Collier|IFAS Collier Pond|1|Col-IFAS Collier Pd-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device||10.3|ft||FDEP FT1700||||||||Collier|IFAS Collier Pond|2|2023-10-24|11:44:00 AM|EDT|10.3|ft||||S||Actual||IFAS Collier Pond Collier 2|LW|Collier|IFAS Collier Pond|2|Col-IFAS Collier Pd-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|IFAS Collier Pond|3|2023-10-24|11:50:00 AM|EDT|6|ft|||||Weeds|Actual||IFAS Collier Pond Collier 3|LW|Collier|IFAS Collier Pond|3|Col-IFAS Collier Pd-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Islandwalk|1|2023-10-06|9:23:00 AM|EDT|3.8|ft||||||Actual||Islandwalk Collier 1|LW|Collier|Islandwalk|1|Col-Islandwalk-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Islandwalk|2|2023-10-06|9:35:00 AM|EDT|3.3|ft||||||Actual||Islandwalk Collier 2|LW|Collier|Islandwalk|2|Col-Islandwalk-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Islandwalk|3|2023-10-06|9:15:00 AM|EDT|5.3|ft||||||Actual||Islandwalk Collier 3|LW|Collier|Islandwalk|3|Col-Islandwalk-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Islandwalk|8|2023-10-06|9:00:00 AM|EDT|3.8|ft||||||Actual||Islandwalk Collier 8|LW|Collier|Islandwalk|8|Col-Islandwalk-8|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Islandwalk|1|2023-11-08|9:39:00 AM|EST|4.3|ft||||||Actual||Islandwalk Collier 1|LW|Collier|Islandwalk|1|Col-Islandwalk-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Islandwalk|2|2023-11-08|9:27:00 AM|EST|4|ft||||||Actual||Islandwalk Collier 2|LW|Collier|Islandwalk|2|Col-Islandwalk-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Islandwalk|3|2023-11-08|9:17:00 AM|EST|4.5|ft||||||Actual||Islandwalk Collier 3|LW|Collier|Islandwalk|3|Col-Islandwalk-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Islandwalk|8|2023-11-08|9:55:00 AM|EST|6|ft||||||Actual||Islandwalk Collier 8|LW|Collier|Islandwalk|8|Col-Islandwalk-8|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Islandwalk|1|2023-12-08|9:47:00 AM|EST|4.5|ft||||||Actual||Islandwalk Collier 1|LW|Collier|Islandwalk|1|Col-Islandwalk-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Islandwalk|2|2023-12-08|9:34:00 AM|EST|4|ft||||||Actual||Islandwalk Collier 2|LW|Collier|Islandwalk|2|Col-Islandwalk-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Islandwalk|3|2023-12-08|9:24:00 AM|EST|6|ft||||||Actual||Islandwalk Collier 3|LW|Collier|Islandwalk|3|Col-Islandwalk-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Islandwalk|8|2023-12-08|10:01:00 AM|EST|6.8|ft||||||Actual||Islandwalk Collier 8|LW|Collier|Islandwalk|8|Col-Islandwalk-8|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|PCL-2|1|2023-11-22|11:15:00 AM|EST|9.3|ft||||||Actual||PCL-2 Collier 1|LW|Collier|PCL-2|1|Col-PCL-2-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|PCL-5|1|2023-11-22|11:35:00 AM|EST|8.5|ft||||||Actual||PCL-5 Collier 1|LW|Collier|PCL-5|1|Col-PCL-5-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device||8.5|ft||FDEP FT1700||||||||Collier|PCL-5|2|2023-11-22|11:45:00 AM|EST|8.5|ft||||S||Actual||PCL-5 Collier 2|LW|Collier|PCL-5|2|Col-PCL-5-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|PCL-16|1|2023-11-22|10:40:00 AM|EST|6.5|ft||||||Actual||PCL-16 Collier 1|LW|Collier|PCL-16|1|Col-PCL-16-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|PCL-16|2|2023-11-22|10:29:00 AM|EST|7|ft||||||Actual||PCL-16 Collier 2|LW|Collier|PCL-16|2|Col-PCL-16-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|PCL-16|3|2023-11-22|10:46:00 AM|EST|7.5|ft||||||Actual||PCL-16 Collier 3|LW|Collier|PCL-16|3|Col-PCL-16-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device||10.8|ft||FDEP FT1700||||||||Collier|PCL-16|4|2023-11-22|11:00:00 AM|EST|10.8|ft||||S||Actual||PCL-16 Collier 4|LW|Collier|PCL-16|4|Col-PCL-16-4|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Saddlebrook|1|2023-10-12|11:10:00 AM|EDT|5|ft||||||Actual||Saddlebrook Collier 1|LW|Collier|Saddlebrook|1|Col-Saddlebrook-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Saddlebrook|2|2023-10-12|11:19:00 AM|EDT|4|ft||||||Actual||Saddlebrook Collier 2|LW|Collier|Saddlebrook|2|Col-Saddlebrook-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Saddlebrook|3|2023-10-12|11:29:00 AM|EDT|4|ft||||||Actual||Saddlebrook Collier 3|LW|Collier|Saddlebrook|3|Col-Saddlebrook-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Saddlebrook|1|2023-11-09|11:08:00 AM|EST|5.3|ft||||||Actual||Saddlebrook Collier 1|LW|Collier|Saddlebrook|1|Col-Saddlebrook-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Saddlebrook|2|2023-11-09|11:18:00 AM|EST|4|ft||||||Actual||Saddlebrook Collier 2|LW|Collier|Saddlebrook|2|Col-Saddlebrook-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Saddlebrook|3|2023-11-09|11:23:00 AM|EST|4.5|ft||||||Actual||Saddlebrook Collier 3|LW|Collier|Saddlebrook|3|Col-Saddlebrook-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|SB-61|1|2023-11-22|7:51:00 AM|EST|4|ft||||||Actual||SB-61 Collier 1|LW|Collier|SB-61|1|Col-SB-61-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|SB-61|2|2023-11-22|7:53:00 AM|EST|5|ft||||||Actual||SB-61 Collier 2|LW|Collier|SB-61|2|Col-SB-61-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Seacrest 1|1|2023-05-02|10:40:00 AM|EDT|5|ft||||||Actual||Seacrest 1 Collier 1|LW|Collier|Seacrest 1|1|Col-Seacrest-1-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Seacrest 1|2|2023-05-02|10:44:00 AM|EDT|6|ft||||||Actual||Seacrest 1 Collier 2|LW|Collier|Seacrest 1|2|Col-Seacrest-1-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Seacrest 1|3|2023-05-02|10:48:00 AM|EDT|5|ft||||||Actual||Seacrest 1 Collier 3|LW|Collier|Seacrest 1|3|Col-Seacrest-1-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Seacrest 1|1|2023-08-21|9:18:00 AM|EDT|10.3|ft||||||Actual||Seacrest 1 Collier 1|LW|Collier|Seacrest 1|1|Col-Seacrest-1-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Seacrest 1|2|2023-08-21|9:20:00 AM|EDT|9.3|ft||||||Actual||Seacrest 1 Collier 2|LW|Collier|Seacrest 1|2|Col-Seacrest-1-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Seacrest 1|3|2023-08-21|9:24:00 AM|EDT|9.8|ft||||||Actual||Seacrest 1 Collier 3|LW|Collier|Seacrest 1|3|Col-Seacrest-1-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Seacrest 2|1|2023-05-02|10:54:00 AM|EDT||ft||||||Actual||Seacrest 2 Collier 1|LW|Collier|Seacrest 2|1|Col-Seacrest-2-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Seacrest 2|2|2023-05-02|11:00:00 AM|EDT||ft||||||Actual||Seacrest 2 Collier 2|LW|Collier|Seacrest 2|2|Col-Seacrest-2-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Seacrest 2|1|2023-08-21|9:40:00 AM|EDT|9|ft||||||Actual||Seacrest 2 Collier 1|LW|Collier|Seacrest 2|1|Col-Seacrest-2-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Collier|Seacrest 2|2|2023-08-21|9:45:00 AM|EDT|9|ft||||||Actual||Seacrest 2 Collier 2|LW|Collier|Seacrest 2|2|Col-Seacrest-2-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Columbia|Lower Ichetucknee River-1|1|2023-10-03|9:00:00 AM|EDT|Not Reported|||||||Actual||Lower Ichetucknee River-1 Columbia 1|LW|Columbia|Lower Ichetucknee River-1|1|Col-LowerIch-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Columbia|Lower Ichetucknee River-2|1|2023-10-03|9:15:00 AM|EDT|Not Reported|||||||Actual||Lower Ichetucknee River-2 Columbia 1|LW|Columbia|Lower Ichetucknee River-2|1|Col-LowerIch-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Columbia|Lower Ichetucknee River-3|1|2023-10-03|9:30:00 AM|EDT|Not Reported|||||||Actual||Lower Ichetucknee River-3 Columbia 1|LW|Columbia|Lower Ichetucknee River-3|1|Col-LowerIch-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Columbia|Rum Island Spring-1|1|2023-07-27|8:58:00 AM|EDT|3.8|ft||||||Actual||Rum Island Spring-1 Columbia 1|LW|Columbia|Rum Island Spring-1|1|Col-Rum-Island-Spring-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||3.8|ft|FDEP FT1700||||||||Columbia|Rum Island Spring-1|1|2023-08-24|9:11:00 AM|EDT|3.8|ft||||S||Actual||Rum Island Spring-1 Columbia 1|LW|Columbia|Rum Island Spring-1|1|Col-Rum-Island-Spring-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||3|ft|FDEP FT1700||||||||Columbia|Rum Island Spring-1|1|2023-09-12|9:20:00 AM|EDT|3|ft||||S||Actual||Rum Island Spring-1 Columbia 1|LW|Columbia|Rum Island Spring-1|1|Col-Rum-Island-Spring-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||3.5|ft|FDEP FT1700||||||||Columbia|Rum Island Spring-1|1|2023-10-26|9:47:00 AM|EDT|3.5|ft||||S||Actual||Rum Island Spring-1 Columbia 1|LW|Columbia|Rum Island Spring-1|1|Col-Rum-Island-Spring-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||3.5|ft|FDEP FT1700||||||||Duval|Hidden|1|2023-05-27|12:16:00 PM|EDT|3.5|ft||||S||Actual||Hidden Duval 1|LW|Duval|Hidden|1|Duv-Hidden-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||7|ft|FDEP FT1700||||||||Duval|Hidden|2|2023-05-27|12:12:00 PM|EDT|7|ft||||S||Actual||Hidden Duval 2|LW|Duval|Hidden|2|Duv-Hidden-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||16.5|ft|FDEP FT1700||||||||Duval|Hidden|3|2023-05-27|12:05:00 PM|EDT|12|ft||||||Actual||Hidden Duval 3|LW|Duval|Hidden|3|Duv-Hidden-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||3.5|ft|FDEP FT1700||||||||Duval|Hidden|1|2023-08-14|11:38:00 AM|EDT|3.5|ft||||S||Actual||Hidden Duval 1|LW|Duval|Hidden|1|Duv-Hidden-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||7.5|ft|FDEP FT1700||||||||Duval|Hidden|2|2023-08-14|11:32:00 AM|EDT|7.5|ft||||S||Actual||Hidden Duval 2|LW|Duval|Hidden|2|Duv-Hidden-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||16|ft|FDEP FT1700||||||||Duval|Hidden|3|2023-08-14|11:20:00 AM|EST|9.5|ft||||||Actual||Hidden Duval 3|LW|Duval|Hidden|3|Duv-Hidden-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||3.3|ft|FDEP FT1700||||||||Duval|Hidden|1|2023-11-07|12:25:00 PM|EST|3.3|ft||||S||Actual||Hidden Duval 1|LW|Duval|Hidden|1|Duv-Hidden-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||8|ft|FDEP FT1700||||||||Duval|Hidden|2|2023-11-07|12:15:00 PM|EST|7|ft||||||Actual||Hidden Duval 2|LW|Duval|Hidden|2|Duv-Hidden-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||15|ft|FDEP FT1700||||||||Duval|Hidden|3|2023-11-07|11:55:00 AM|EST|7|ft||||||Actual||Hidden Duval 3|LW|Duval|Hidden|3|Duv-Hidden-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Bayou Grande-1|1|2023-08-14|6:30:00 PM|CDT|5|ft||||||Actual||Bayou Grande-1 Escambia 1|LW|Escambia|Bayou Grande-1|1|Esc-Ba-Grande-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Bayou Grande-1|1|2023-09-24|4:08:00 PM|CDT|4.5|ft||||||Actual||Bayou Grande-1 Escambia 1|LW|Escambia|Bayou Grande-1|1|Esc-Ba-Grande-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Bayou Grande-2|1|2023-08-14|6:44:00 PM|CDT|5.5|ft||||||Actual||Bayou Grande-2 Escambia 1|LW|Escambia|Bayou Grande-2|1|Esc-Ba-Grande-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Bayou Grande-2|1|2023-09-24|4:30:00 PM|CDT|5.5|ft||||||Actual||Bayou Grande-2 Escambia 1|LW|Escambia|Bayou Grande-2|1|Esc-Ba-Grande-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Bayou Grande-3|1|2023-08-14|6:51:00 PM|CDT|6|ft||||||Actual||Bayou Grande-3 Escambia 1|LW|Escambia|Bayou Grande-3|1|Esc-Ba-Grande-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Bayou Grande-3|1|2023-09-24|4:45:00 PM|CDT|6|ft||||||Actual||Bayou Grande-3 Escambia 1|LW|Escambia|Bayou Grande-3|1|Esc-Ba-Grande-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Bayou Texar-1|1|2023-08-30|10:07:00 AM|CDT|3|ft||||||Actual||Bayou Texar-1 Escambia 1|LW|Escambia|Bayou Texar-1|1|Esc-Ba-Tex-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Bayou Texar-2|1|2023-08-30|10:12:00 AM|CDT|4|ft||||||Actual||Bayou Texar-2 Escambia 1|LW|Escambia|Bayou Texar-2|1|Esc-Ba-Tex-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Bayou Texar-3|1|2023-08-30|10:18:00 AM|CDT|4|ft||||||Actual||Bayou Texar-3 Escambia 1|LW|Escambia|Bayou Texar-3|1|Esc-Ba-Tex-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Pensacola Bay-1|1|2023-09-13|10:11:00 AM|CDT|11.5|ft||||||Actual||Pensacola Bay-1 Escambia 1|LW|Escambia|Pensacola Bay-1|1|Esc-PensacolaBay-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Pensacola Bay-2|1|2023-09-13|9:54:00 AM|CDT|11.8|ft||||||Actual||Pensacola Bay-2 Escambia 1|LW|Escambia|Pensacola Bay-2|1|Esc-PensacolaBay-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Pensacola Bay-3|1|2023-09-13|10:04:00 AM|CDT|11.5|ft||||||Actual||Pensacola Bay-3 Escambia 1|LW|Escambia|Pensacola Bay-3|1|Esc-PensacolaBay-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Perdido Bay-1|1|2023-08-01|9:40:00 AM|CDT|5|ft||||||Actual||Perdido Bay-1 Escambia 1|LW|Escambia|Perdido Bay-1|1|Esc-PerdidoB-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Perdido Bay-1|1|2023-09-30|11:04:00 AM|CDT|5|ft||||||Actual||Perdido Bay-1 Escambia 1|LW|Escambia|Perdido Bay-1|1|Esc-PerdidoB-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Perdido Bay-2|1|2023-08-01|9:57:00 AM|CDT|4.5|ft||||||Actual||Perdido Bay-2 Escambia 1|LW|Escambia|Perdido Bay-2|1|Esc-PerdidoB-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Escambia|Perdido Bay-2|1|2023-09-30|11:23:00 AM|CDT|4.5|ft||||||Actual||Perdido Bay-2 Escambia 1|LW|Escambia|Perdido Bay-2|1|Esc-PerdidoB-2|21FLKWAT|Florida Lakewatch
