"County","Lake","StartDate","Activity_Start_Time","Station","Activity_Time_Zone","Monitoring_Location_ID"
"Sarasota","Knight",2025-06-17,10:14:59,"1","EST","Sar-Knight-1"
"Sarasota","Lake 3",2025-06-17,10:24:59,"1","EST","Sar-3-1"
"Sarasota","Awesome",2025-06-17,10:48:00,"1","EST","Sar-Awesome-1"
"Sarasota","Lake 3",2025-07-19,11:50:00,"1","EST","Sar-3-1"
"Sarasota","Knight",2025-08-18,10:50:59,"1","EST","Sar-Knight-1"
"Sarasota","Lake 3",2025-08-18,11:02:59,"1","EST","Sar-3-1"
"Sarasota","Awesome",2025-08-18,11:46:00,"1","EST","Sar-Awesome-1"
"Sarasota","Lake G-20",2025-05-02,10:59:59,"1","EST","Sar-Lake-G-20-1"
"Sarasota","Lake G-20",2025-05-02,11:05:00,"2","EST","Sar-Lake-G-20-2"
"Sarasota","Lake G-20",2025-05-02,11:09:59,"3","EST","Sar-Lake-G-20-3"
"Sarasota","Lake G-20",2025-06-06,10:59:59,"1","EST","Sar-Lake-G-20-1"
"Sarasota","Lake G-20",2025-06-06,11:15:00,"2","EST","Sar-Lake-G-20-2"
"Sarasota","Lake G-20",2025-06-06,11:20:00,"3","EST","Sar-Lake-G-20-3"
"Sarasota","Lake G-20",2025-07-17,13:10:00,"2","EST","Sar-Lake-G-20-2"
"Sarasota","Lake G-20",2025-07-17,13:15:00,"3","EST","Sar-Lake-G-20-3"
"Sarasota","Lake M-9",2025-05-02,12:00:00,"1","EST","Sar-Lake-M-9-1"
"Sarasota","Lake M-9",2025-05-02,12:10:00,"2","EST","Sar-Lake-M-9-2"
"Sarasota","Lake M-9",2025-05-02,12:14:59,"3","EST","Sar-Lake-M-9-3"
"Sarasota","Lake M-9",2025-06-06,12:00:00,"1","EST","Sar-Lake-M-9-1"
"Sarasota","Lake M-9",2025-06-06,12:10:00,"2","EST","Sar-Lake-M-9-2"
"Sarasota","Lake M-9",2025-06-06,12:14:59,"3","EST","Sar-Lake-M-9-3"
"Sarasota","Pelican Cove-1",2025-06-25,09:45:00,"1","EST","Sar-Pelican-Cove-1-1"
"Sarasota","Pelican Cove-2",2025-06-25,09:58:00,"1","EST","Sar-Pelican-Cove-2-1"
"Sarasota","Pelican Cove-3",2025-06-25,10:12:00,"1","EST","Sar-Pelican-Cove-3-1"
"Sarasota","Pinebrook South",2025-07-16,09:29:59,"2","EST","Sar-PinebrookS-2"
"Sarasota","Pinebrook South",2025-07-16,09:50:00,"3","EST","Sar-PinebrookS-3"
"Sarasota","Upper Myakka",2025-09-05,09:35:00,"1","EST",
"Sarasota","Upper Myakka",2025-09-05,09:35:00,"1","EST","Sar-UpperMya-1"
"Sarasota","Upper Myakka",2025-09-05,09:56:00,"2","EST",
"Sarasota","Upper Myakka",2025-09-05,09:56:00,"2","EST","Sar-UpperMya-2"
"Sarasota","Upper Myakka",2025-09-05,10:14:00,"3","EST",
"Sarasota","Upper Myakka",2025-09-05,10:14:00,"3","EST","Sar-UpperMya-3"
"Gulf","St. Joseph Bay-1",2025-05-07,11:40:00,"1","EST","Gul-St-phBay-1"
"Gulf","St. Joseph Bay-2",2025-05-07,11:53:00,"1","EST","Gul-St-phBay-2"
"Gulf","St. Joseph Bay-3",2025-05-07,11:15:00,"1","EST","Gul-St-phBay-3"
"Gulf","St. Joseph Bay-4",2025-05-07,11:42:59,"1","EST","Gul-St-phBay-4"
"Gulf","St. Joseph Bay-5",2025-05-07,10:53:00,"1","EST","Gul-St-phBay-5"
"Gulf","St. Joseph Bay-6",2025-05-07,12:40:00,"1","EST","Gul-St-phBay-6"
"Gulf","St. Joseph Bay-7",2025-05-07,12:26:00,"1","EST","Gul-St-phBay-7"
"Gulf","St. Joseph Bay-8",2025-05-07,10:28:00,"1","EST","Gul-St-phBay-8"
"Gulf","St. Joseph Bay-9",2025-05-07,10:59:59,"1","EST","Gul-St-phBay-9"
"Gulf","St. Joseph Bay-1",2025-06-20,11:54:59,"1","EST","Gul-St-phBay-1"
"Gulf","St. Joseph Bay-2",2025-06-20,11:44:00,"1","EST","Gul-St-phBay-2"
"Gulf","St. Joseph Bay-3",2025-06-20,12:05:00,"1","EST","Gul-St-phBay-3"
"Gulf","St. Joseph Bay-4",2025-06-20,12:31:00,"1","EST","Gul-St-phBay-4"
"Gulf","St. Joseph Bay-5",2025-06-20,12:23:00,"1","EST","Gul-St-phBay-5"
"Gulf","St. Joseph Bay-6",2025-06-20,11:25:00,"1","EST","Gul-St-phBay-6"
"Gulf","St. Joseph Bay-7",2025-06-20,11:35:00,"1","EST","Gul-St-phBay-7"
"Gulf","St. Joseph Bay-8",2025-06-20,11:15:00,"1","EST","Gul-St-phBay-8"
"Gulf","St. Joseph Bay-9",2025-06-20,12:16:00,"1","EST","Gul-St-phBay-9"
"Hillsborough","Calm",2025-08-27,10:23:00,"1","EST","Hil-Calm-1"
"Hillsborough","Calm",2025-08-27,10:32:59,"2","EST","Hil-Calm-2"
"Hillsborough","Calm",2025-08-27,10:40:00,"3","EST","Hil-Calm-3"
"Hillsborough","Dosson",2025-08-04,13:08:00,"1","EST","Hil-Dosson-1"
"Hillsborough","Dosson",2025-08-04,13:12:00,"2","EST","Hil-Dosson-2"
"Hillsborough","Dosson",2025-08-04,13:16:00,"3","EST","Hil-Dosson-3"
"Hillsborough","Elizabeth",2025-07-03,10:55:00,"2","EST","Hil-Elizabeth-2"
"Hillsborough","Elizabeth",2025-07-03,11:05:00,"3","EST","Hil-Elizabeth-3"
"Hillsborough","James",2025-08-27,13:15:00,"1","EST","Hil-James-1"
"Hillsborough","James",2025-08-27,13:25:00,"2","EST","Hil-James-2"
"Hillsborough","James",2025-08-27,13:30:00,"3","EST","Hil-James-3"
"Hillsborough","Osceola",2025-07-30,09:15:00,"2","EST","Hil-Osceola-2"
"Hillsborough","Osceola",2025-07-30,09:15:00,"2","EST",
"Hillsborough","Osceola",2025-07-30,09:29:59,"3","EST","Hil-Osceola-3"
"Hillsborough","Osceola",2025-07-30,09:29:59,"3","EST",
"Seminole","Concord",2025-08-04,13:25:00,"1","EST","Sem-Concord-1"
"Seminole","Concord",2025-08-04,13:15:00,"2","EST","Sem-Concord-2"
"Seminole","Concord",2025-08-04,13:20:00,"3","EST","Sem-Concord-3"
"Seminole","Quail Pond",2025-08-04,11:44:59,"1","EST","Sem-QuailP-1"
"Seminole","Quail Pond",2025-08-04,11:50:00,"2","EST","Sem-QuailP-2"
"Seminole","Quail Pond",2025-08-04,11:54:59,"3","EST","Sem-QuailP-3"
"Seminole","Secret",2025-08-04,16:25:00,"1","EST","Sem-Secret-1"
"Seminole","Secret",2025-08-04,16:20:00,"2","EST","Sem-Secret-2"
"Seminole","Secret",2025-08-04,16:15:00,"3","EST","Sem-Secret-3"
"Seminole","Triplet North",2025-02-04,10:20:00,"1","EST","Sem-TripletN-1"
"Seminole","Triplet North",2025-02-04,10:30:00,"2","EST","Sem-TripletN-2"
"Seminole","Triplet North",2025-02-04,10:14:59,"3","EST","Sem-TripletN-3"
"Seminole","Triplet Middle",2025-08-04,12:19:59,"1","EST","Sem-TripletM-1"
"Seminole","Triplet Middle",2025-08-04,12:14:59,"2","EST","Sem-TripletM-2"
"Seminole","Triplet Middle",2025-08-04,12:10:00,"3","EST","Sem-TripletM-3"
"Seminole","Triplet North",2025-08-04,12:35:00,"1","EST","Sem-TripletN-1"
"Seminole","Triplet North",2025-08-04,12:40:00,"2","EST","Sem-TripletN-2"
"Seminole","Triplet North",2025-08-04,12:25:00,"3","EST","Sem-TripletN-3"
"Seminole","Triplet South",2025-08-04,11:40:00,"1","EST","Sem-TripletS-1"
"Seminole","Triplet South",2025-08-04,11:50:00,"2","EST","Sem-TripletS-2"
"Seminole","Triplet South",2025-08-04,12:00:00,"3","EST","Sem-TripletS-3"
"Alachua","Little Santa Fe",2025-09-23,14:05:00,"1","EST",
"Alachua","Little Santa Fe",2025-09-23,14:05:00,"1","EST",
"Alachua","Little Santa Fe",2025-09-23,14:05:00,"1","EST","Ala-LittleSa-1"
"Alachua","Little Santa Fe",2025-09-23,14:05:00,"1","EST",
"Alachua","Little Santa Fe",2025-09-23,14:17:00,"3","EST",
"Alachua","Little Santa Fe",2025-09-23,14:17:00,"3","EST",
"Alachua","Little Santa Fe",2025-09-23,14:17:00,"3","EST","Ala-LittleSa-3"
"Alachua","Little Santa Fe",2025-09-23,14:17:00,"3","EST",
"Alachua","Melrose Bay",2025-09-23,12:57:00,"1","EST",
"Alachua","Melrose Bay",2025-09-23,12:57:00,"1","EST",
"Alachua","Melrose Bay",2025-09-23,12:57:00,"1","EST","Ala-MelroseB-1"
"Alachua","Melrose Bay",2025-09-23,12:49:00,"3","EST",
"Alachua","Melrose Bay",2025-09-23,12:49:00,"3","EST",
"Alachua","Melrose Bay",2025-09-23,12:49:00,"3","EST","Ala-MelroseB-3"
"Alachua","Santa Fe",2025-09-23,13:56:00,"1","EST",
"Alachua","Santa Fe",2025-09-23,13:56:00,"1","EST",
"Alachua","Santa Fe",2025-09-23,13:56:00,"1","EST",
"Alachua","Santa Fe",2025-09-23,13:56:00,"1","EST",
"Alachua","Santa Fe",2025-09-23,13:56:00,"1","EST","Ala-SantaFe-1"
"Alachua","Santa Fe",2025-09-23,13:37:00,"3","EST",
"Alachua","Santa Fe",2025-09-23,13:37:00,"3","EST",
"Alachua","Santa Fe",2025-09-23,13:37:00,"3","EST",
"Alachua","Santa Fe",2025-09-23,13:37:00,"3","EST",
"Alachua","Santa Fe",2025-09-23,13:37:00,"3","EST","Ala-SantaFe-3"
"Alachua","Alto",2025-07-20,11:04:00,"2","EST",
"Alachua","Alto",2025-07-20,11:04:00,"2","EST","Ala-Alto-2"
"Alachua","Alto",2025-07-20,11:04:00,"2","EST",
"Alachua","Alto",2025-07-20,11:14:00,"3","EST",
"Alachua","Alto",2025-07-20,11:14:00,"3","EST","Ala-Alto-3"
"Alachua","Alto",2025-07-20,11:14:00,"3","EST",
"Alachua","Blues Creek-1",2025-06-10,09:29:59,"1","EST","Ala-BluesC-1-1"
"Alachua","Blues Creek-2",2025-06-10,09:24:00,"1","EST","Ala-BluesC-2-1"
"Alachua","Blues Creek-3",2025-06-10,09:49:00,"1","EST","Ala-BluesC-3-1"
"Alachua","Cellon Creek-3",2025-06-10,13:15:00,"1","EST","Ala-CellonC-3-1"
"Alachua","Cellon Creek-4",2025-06-10,14:23:00,"1","EST","Ala-CellonC-4-1"
"Alachua","Cellon Creek-1",2025-08-11,11:17:00,"1","EST","Ala-CellonC-1-1"
"Alachua","Cellon Creek-2",2025-08-11,10:45:00,"1","EST","Ala-CellonC-2-1"
"Alachua","Cellon Creek-3",2025-08-11,10:57:00,"1","EST","Ala-CellonC-3-1"
"Alachua","Cellon Creek-4",2025-08-11,12:52:00,"1","EST","Ala-CellonC-4-1"
"Alachua","Lochloosa",2025-06-25,10:36:00,"1","EST",
"Alachua","Lochloosa",2025-06-25,10:36:00,"1","EST","Ala-Lochloosa-1"
"Alachua","Lochloosa",2025-06-25,10:36:00,"1","EST",
"Alachua","Lochloosa",2025-06-25,10:31:00,"2","EST",
"Alachua","Lochloosa",2025-06-25,10:31:00,"2","EST","Ala-Lochloosa-2"
"Alachua","Lochloosa",2025-06-25,10:31:00,"2","EST",
"Alachua","Lochloosa",2025-06-25,10:23:00,"3","EST",
"Alachua","Lochloosa",2025-06-25,10:23:00,"3","EST","Ala-Lochloosa-3"
"Alachua","Lochloosa",2025-06-25,10:23:00,"3","EST",
"Alachua","Lochloosa",2025-06-25,10:16:00,"4","EST","Ala-Lochloosa-4"
"Alachua","Lochloosa",2025-06-25,10:16:00,"4","EST",
"Alachua","Newnan",2025-06-25,12:14:59,"1","EST","Ala-Newnan-1"
"Alachua","Newnan",2025-06-25,12:14:59,"1","EST",
"Alachua","Newnan",2025-06-25,12:14:59,"1","EST",
"Alachua","Newnan",2025-06-25,12:19:59,"2","EST","Ala-Newnan-2"
"Alachua","Newnan",2025-06-25,12:19:59,"2","EST",
"Alachua","Newnan",2025-06-25,12:19:59,"2","EST",
"Alachua","Newnan",2025-06-25,12:24:00,"3","EST","Ala-Newnan-3"
"Alachua","Newnan",2025-06-25,12:24:00,"3","EST",
"Alachua","Newnan",2025-06-25,12:24:00,"3","EST",
"Alachua","Orange",2025-06-25,08:49:00,"1","EST","Ala-Orange-1"
"Alachua","Orange",2025-06-25,08:49:00,"1","EST",
"Alachua","Orange",2025-06-25,08:49:00,"1","EST",
"Alachua","Orange",2025-06-25,09:11:00,"2","EST","Ala-Orange-2"
"Alachua","Orange",2025-06-25,09:11:00,"2","EST",
"Alachua","Orange",2025-06-25,09:11:00,"2","EST",
"Alachua","Orange",2025-06-25,09:32:00,"3","EST","Ala-Orange-3"
"Alachua","Orange",2025-06-25,09:32:00,"3","EST",
"Alachua","Orange",2025-06-25,09:32:00,"3","EST",
"Alachua","Orange",2025-06-25,09:24:00,"4","EST","Ala-Orange-4"
"Alachua","Orange",2025-06-25,09:24:00,"4","EST",
"Alachua","Turkey Creek-1",2025-08-11,09:59:00,"1","EST","Ala-TurkeyC-1-1"
"Alachua","Turkey Creek-2",2025-08-11,09:39:59,"1","EST","Ala-TurkeyC-2-1"
"Volusia","Lindley",2025-04-30,10:14:59,"2","EST","Vol-Lindley-2"
"Volusia","Lindley",2025-04-30,10:20:00,"3","EST","Vol-Lindley-3"
"Volusia","Lindley",2025-05-31,10:10:00,"1","EST","Vol-Lindley-1"
"Volusia","Lindley",2025-05-31,10:20:00,"2","EST","Vol-Lindley-2"
"Volusia","Lindley",2025-05-31,10:30:00,"3","EST","Vol-Lindley-3"
"Volusia","Mud",2025-02-12,15:05:00,"1","EST","Vol-Mud-1"
"Volusia","Mud",2025-02-12,15:10:00,"2","EST","Vol-Mud-2"
"Volusia","Mud",2025-02-12,15:14:59,"3","EST","Vol-Mud-3"
"Volusia","Mud",2025-06-26,10:50:59,"1","EST","Vol-Mud-1"
"Volusia","Mud",2025-06-26,10:55:00,"2","EST","Vol-Mud-2"
"Volusia","Mud",2025-06-26,10:59:59,"3","EST","Vol-Mud-3"
"Volusia","St. John's Jesup-1",2025-06-26,10:34:00,"1","EST","Vol-StJohns-Jesup-1-1"
"Volusia","St. John's Lemon Bluff-2",2025-06-26,10:16:00,"1","EST","Vol-StJohns-LemB-2-1"
"Volusia","St. John's Harney-3",2025-06-26,09:50:00,"1","EST","Vol-StJohns-Harney-3-1"
"Volusia","Waterford",2025-04-14,14:29:00,"2","EST","Vol-Waterford-2"
"Volusia","Waterford",2025-04-14,14:20:00,"3","EST","Vol-Waterford-3"
"Volusia","Waterford",2025-06-12,10:09:00,"1","EST","Vol-Waterford-1"
"Volusia","Waterford",2025-06-12,10:34:00,"2","EST","Vol-Waterford-2"
"Volusia","Waterford",2025-06-12,10:23:00,"3","EST","Vol-Waterford-3"
"Seminole","Bear",2025-04-27,13:37:00,"2","EST",
"Seminole","Bear",2025-04-27,13:37:00,"2","EST",
"Seminole","Bear",2025-04-27,13:37:00,"2","EST","Sem-Bear-2"
"Seminole","Bear",2025-04-27,13:47:59,"3","EST",
"Seminole","Bear",2025-04-27,13:47:59,"3","EST",
"Seminole","Bear",2025-04-27,13:47:59,"3","EST","Sem-Bear-3"
"Seminole","Bear",2025-04-27,13:14:00,"4","EST","Sem-Bear-4"
"Seminole","Bear",2025-06-27,12:14:59,"1","EST",
"Seminole","Bear",2025-06-27,12:14:59,"1","EST",
"Seminole","Bear",2025-06-27,12:14:59,"1","EST","Sem-Bear-1"
"Seminole","Bear",2025-06-27,12:23:00,"2","EST",
"Seminole","Bear",2025-06-27,12:23:00,"2","EST",
"Seminole","Bear",2025-06-27,12:23:00,"2","EST","Sem-Bear-2"
"Seminole","Bear",2025-06-27,12:31:00,"3","EST",
"Seminole","Bear",2025-06-27,12:31:00,"3","EST",
"Seminole","Bear",2025-06-27,12:31:00,"3","EST","Sem-Bear-3"
"Seminole","Bear",2025-06-27,12:01:00,"4","EST","Sem-Bear-4"
"Seminole","Clear",2025-05-26,08:31:00,"1","EST","Sem-Clear-1"
"Seminole","Clear",2025-05-26,08:40:00,"2","EST","Sem-Clear-2"
"Seminole","Clear",2025-05-26,08:49:00,"3","EST","Sem-Clear-3"
"Seminole","Crescent",2025-02-23,12:50:00,"1","EST","Sem-Crescent-1"
"Seminole","Crescent",2025-02-23,13:03:59,"3","EST","Sem-Crescent-3"
"Seminole","Crescent",2025-03-16,14:56:00,"1","EST","Sem-Crescent-1"
"Seminole","Crescent",2025-03-16,15:01:00,"2","EST","Sem-Crescent-2"
"Seminole","Crescent",2025-03-16,15:06:00,"3","EST","Sem-Crescent-3"
"Seminole","Crescent",2025-05-04,14:57:00,"1","EST","Sem-Crescent-1"
"Seminole","Crescent",2025-05-04,15:02:00,"2","EST","Sem-Crescent-2"
"Seminole","Crescent",2025-05-04,15:07:00,"3","EST","Sem-Crescent-3"
"Seminole","East",2025-05-14,10:43:00,"1","EST","Sem-East-1"
"Seminole","East",2025-05-14,10:53:00,"2","EST","Sem-East-2"
"Seminole","East",2025-05-14,11:02:00,"3","EST","Sem-East-3"
"Seminole","East",2025-07-14,10:28:00,"2","EST","Sem-East-2"
"Seminole","East",2025-07-14,10:35:00,"3","EST","Sem-East-3"
"Seminole","Little Bear",2025-04-26,15:45:00,"2","EST","Sem-LittleBe-2"
"Seminole","Little Bear",2025-04-26,15:59:59,"3","EST","Sem-LittleBe-3"
"Seminole","Little Bear",2025-05-28,12:00:00,"1","EST","Sem-LittleBe-1"
"Seminole","Little Bear",2025-05-28,12:14:59,"2","EST","Sem-LittleBe-2"
"Seminole","Little Bear",2025-05-28,12:30:00,"3","EST","Sem-LittleBe-3"
"Seminole","Monroe West",2025-04-20,11:26:00,"2","EST","Sem-MonroeWe-2"
"Seminole","Monroe West",2025-04-20,11:17:00,"3","EST","Sem-MonroeWe-3"
"Seminole","Monroe West",2025-05-23,17:05:00,"1","EST","Sem-MonroeWe-1"
"Seminole","Monroe West",2025-05-23,17:27:00,"2","EST","Sem-MonroeWe-2"
"Seminole","Monroe West",2025-05-23,17:36:59,"3","EST","Sem-MonroeWe-3"
"Seminole","Monroe West",2025-06-14,15:14:00,"1","EST","Sem-MonroeWe-1"
"Seminole","Monroe West",2025-06-14,15:05:00,"2","EST","Sem-MonroeWe-2"
"Seminole","Monroe West",2025-06-14,15:00:00,"3","EST","Sem-MonroeWe-3"
"Seminole","Queens Mirror",2025-05-15,10:00:00,"1","EST","Sem-QueensMi-1"
"Seminole","Queens Mirror",2025-05-15,10:14:59,"2","EST","Sem-QueensMi-2"
"Seminole","Queens Mirror",2025-05-15,10:20:00,"3","EST","Sem-QueensMi-3"
"Seminole","Rock",2025-04-30,09:39:00,"2","EST","Sem-Rock-2"
"Seminole","Rock",2025-04-30,09:44:00,"3","EST","Sem-Rock-3"
"Seminole","Rock",2025-05-29,10:34:00,"1","EST","Sem-Rock-1"
"Seminole","Rock",2025-05-29,10:44:00,"2","EST","Sem-Rock-2"
"Seminole","Rock",2025-05-29,10:50:59,"3","EST","Sem-Rock-3"
"Seminole","Secret",2025-07-02,12:05:00,"2","EST","Sem-Secret-2"
"Seminole","Secret",2025-07-02,,"3","EST","Sem-Secret-3"
"Seminole","Silver",2025-05-28,07:39:59,"1","EST","Sem-Silver-1"
"Seminole","Silver",2025-05-28,07:35:00,"2","EST","Sem-Silver-2"
"Seminole","Silver",2025-05-28,07:30:00,"3","EST","Sem-Silver-3"
"Seminole","Triplet Middle",2025-04-29,16:30:00,"2","EST","Sem-TripletM-2"
"Seminole","Triplet Middle",2025-04-29,16:40:00,"3","EST","Sem-TripletM-3"
"Seminole","Triplet South",2025-04-30,10:00:00,"2","EST","Sem-TripletS-2"
"Seminole","Triplet South",2025-04-30,10:05:00,"3","EST","Sem-TripletS-3"
"Seminole","Wekiva",2025-04-09,10:20:00,"2","EST","Sem-Wekiva-2"
"Seminole","Wekiva",2025-04-09,10:14:59,"3","EST","Sem-Wekiva-3"
"Hernando","Mountain",2024-12-15,09:50:00,"1","EST",
"Hernando","Mountain",2024-12-15,09:50:00,"1","EST","Her-Mountain-1"
"Hernando","Mountain",2024-12-15,10:00:00,"2","EST",
"Hernando","Mountain",2024-12-15,10:00:00,"2","EST","Her-Mountain-2"
"Hernando","Mountain",2024-12-15,10:05:00,"3","EST",
"Hernando","Mountain",2024-12-15,10:05:00,"3","EST","Her-Mountain-3"
"Levy","Cedar Key-1",2025-06-30,17:52:00,"1","EST","Lev-CedarK-1-1"
"Levy","Cedar Key-2",2025-06-30,16:59:00,"1","EST","Lev-CedarK-2-1"
"Levy","Cedar Key-4",2025-06-30,16:35:00,"1","EST","Lev-CedarK-4-1"
"Pasco","Bell",2025-07-27,13:44:59,"2","EST","Pas-Bell-2"
"Pasco","Bell",2025-07-27,13:33:00,"3","EST","Pas-Bell-3"
"Pasco","Bird",2025-07-31,17:35:59,"2","EST","Pas-Bird-2"
"Pasco","Bird",2025-07-31,17:39:59,"3","EST","Pas-Bird-3"
"Pasco","Buddy",2025-07-21,13:47:00,"2","EST","Pas-Buddy-2"
"Pasco","Buddy",2025-07-21,13:54:00,"3","EST","Pas-Buddy-3"
"Pasco","Conley",2025-07-06,,"1","EST","Pas-Conley-1"
"Pasco","Conley",2025-07-06,11:35:00,"2","EST","Pas-Conley-2"
"Pasco","Conley",2025-07-06,11:30:00,"3","EST","Pas-Conley-3"
"Pasco","Jovita",2025-06-20,10:21:00,"1","EST","Pas-Jovita-1"
"Pasco","Jovita",2025-06-20,10:30:00,"2","EST","Pas-Jovita-2"
"Pasco","Jovita",2025-06-20,10:38:00,"3","EST","Pas-Jovita-3"
"Pasco","Saxon North",2025-08-13,12:16:00,"1","EST","Pas-SaxonNor-1"
"Pasco","Saxon North",2025-08-13,12:11:00,"2","EST","Pas-SaxonNor-2"
"Pasco","Saxon North",2025-08-13,11:56:59,"3","EST","Pas-SaxonNor-3"
"Pasco","Saxon South",2025-08-13,11:35:00,"1","EST","Pas-SaxonSou-1"
"Pasco","Saxon South",2025-08-13,11:46:00,"2","EST","Pas-SaxonSou-2"
"Pasco","Saxon South",2025-08-13,11:40:00,"3","EST","Pas-SaxonSou-3"
"Pinellas","Hewitt",2025-05-31,17:29:59,"1","EST","Pin-Hewitt-1"
"Pinellas","Hewitt",2025-05-31,17:20:00,"2","EST","Pin-Hewitt-2"
"Pinellas","Hewitt",2025-05-31,17:18:00,"3","EST","Pin-Hewitt-3"
"Bay","Beatty Bayou-1",2025-06-13,07:51:00,"1","CST","Bay-Beatty-Bayou-1"
"Bay","Burnt Mill Lower",2025-06-12,09:13:00,"1","CST","Bay-Burnt M-1L"
"Bay","Burnt Mill Upper",2025-06-12,09:27:59,"1","CST","Bay-Burnt M-1U"
"Bay","Callaway Bayou-2",2025-06-23,,"1","CST","Bay-CallawayB-2"
"Bay","Crooked Lower",2025-06-12,09:02:59,"1","CST","Bay-Crooked L-1"
"Bay","Crooked Upper",2025-06-12,08:27:00,"1","CST","Bay-Crooked U-1"
"Bay","Crooked Upper-2",2025-06-12,08:38:00,"1","CST","Bay-Crooked-Upper-2"
"Bay","Deer Point",2025-05-27,11:26:00,"1","CST","Bay-DeerPoin-1"
"Bay","Deer Point",2025-05-27,11:26:00,"1","CST",
"Bay","Deer Point",2025-05-27,11:40:00,"2","CST","Bay-DeerPoin-2"
"Bay","Deer Point",2025-05-27,11:40:00,"2","CST",
"Bay","Deer Point",2025-05-27,11:54:00,"3","CST","Bay-DeerPoin-3"
"Bay","Deer Point",2025-05-27,11:54:00,"3","CST",
"Bay","Deer Point",2025-07-30,17:56:00,"2","CST","Bay-DeerPoin-2"
"Bay","Deer Point",2025-07-30,17:56:00,"2","CST",
"Bay","Deer Point",2025-07-30,17:48:59,"3","CST","Bay-DeerPoin-3"
"Bay","Deer Point",2025-07-30,17:48:59,"3","CST",
"Bay","East Bay-1",2025-06-23,08:18:00,"1","CST","Bay-Ea-stBay-1"
"Bay","East Bay-2",2025-06-23,08:42:59,"1","CST","Bay-Ea-stBay-2"
"Bay","East Bay-3",2025-06-23,10:05:59,"1","CST","Bay-Ea-stBay-3"
"Bay","East Bay-4",2025-06-23,10:22:00,"1","CST","Bay-Ea-stBay-4"
"Bay","East Bay-5",2025-06-23,10:42:00,"1","CST","Bay-Ea-stBay-5"
"Bay","Fannin Bayou-1",2025-06-13,08:37:00,"1","CST","Bay-Fannin-Bayou-1"
"Bay","Goose Bayou-1",2025-06-13,10:05:00,"1","CST","Bay-Goose-Bayou-1"
"Bay","Johnson Bayou-1",2025-06-30,16:04:59,"1","CST","Bay-Johnson-Bayou-1"
"Bay","Laird Bayou-1",2025-06-23,09:08:00,"1","CST","Bay-La-Bayou-1"
"Bay","Laird Bayou-2",2025-06-23,09:22:00,"1","CST","Bay-La-Bayou-2"
"Bay","Laird Bayou-3",2025-06-23,09:39:59,"1","CST","Bay-La-Bayou-3"
"Bay","Lullwater",2025-05-29,10:36:00,"1","CST","Bay-Lullwater-1"
"Bay","Lullwater",2025-05-29,10:28:00,"2","CST","Bay-Lullwater-2"
"Bay","Lullwater",2025-05-29,10:14:59,"3","CST","Bay-Lullwater-3"
"Bay","Marin",2025-05-21,09:10:00,"1","CST","Bay-Marin-1"
"Bay","Marin",2025-05-21,09:29:59,"2","CST","Bay-Marin-2"
"Bay","Marin",2025-05-21,09:39:59,"3","CST","Bay-Marin-3"
"Bay","Marin",2025-06-11,09:02:59,"1","CST","Bay-Marin-1"
"Bay","Marin",2025-06-11,09:15:00,"2","CST","Bay-Marin-2"
"Bay","Marin",2025-06-11,09:25:00,"3","CST","Bay-Marin-3"
"Bay","Marin",2025-07-16,08:54:59,"2","CST","Bay-Marin-2"
"Bay","Marin",2025-07-16,09:10:00,"3","CST","Bay-Marin-3"
"Bay","Martin-1",2025-05-29,10:30:00,"1","CST","Bay-Martin-1"
"Bay","Martin-1",2025-06-30,16:35:00,"1","CST","Bay-Martin-1"
"Bay","Mill Bayou-1",2025-06-13,08:01:00,"1","CST","Bay-Mill-Bayou-1"
"Bay","North Bay-1",2025-06-13,08:09:59,"1","CST","Bay-No-thBay-1"
"Bay","North Bay-2",2025-06-13,08:28:00,"1","CST","Bay-No-thBay-2"
"Bay","North Bay-3",2025-06-13,08:54:00,"1","CST","Bay-No-thBay-3"
"Bay","North Bay-4",2025-06-13,09:06:00,"1","CST","Bay-No-thBay-4"
"Bay","Posten Bayou-1",2025-06-13,09:24:00,"1","CST","Bay-Posten-Bayou-1"
"Bay","Powell",2025-06-18,10:01:00,"1","CST","Bay-Powell-1"
"Bay","Powell",2025-06-18,10:19:00,"2","CST","Bay-Powell-2"
"Bay","Powell",2025-06-18,10:37:00,"3","CST","Bay-Powell-3"
"Bay","Powell",2025-06-18,10:26:59,"4","CST","Bay-Powell-4"
"Bay","Powell",2025-06-18,09:02:59,"5","CST","Bay-Powell-5"
"Bay","Powell",2025-06-18,10:10:00,"6","CST","Bay-Powell-6"
"Bay","Powell Creek East-1",2025-06-18,09:23:00,"1","CST","Bay-Po-kEast-1"
"Bay","Powell Creek East-2",2025-06-18,09:39:59,"1","CST","Bay-Po-kEast-2"
"Bay","Pretty Bayou-1",2025-06-13,09:34:00,"1","CST","Bay-Pretty-Bayou-1"
"Bay","Robinson Bayou-1",2025-06-13,09:47:00,"1","CST","Bay-Robinson-Bayou-1"
"Bay","Upper Goose Bayou-1",2025-06-13,10:14:59,"1","CST","Bay-Upper-Goose-Bayou-1"
"Bay","West Bay-5",2025-02-27,12:09:00,"1","CST","Bay-We-stBay-5"
"Walton","CBA Destin-7",2025-02-05,,"1","CST","Wal-CB-Destin-7"
"Walton","Eastern North",2025-03-04,10:38:00,"1","CST","Wal-ern North-1"
