"Preparation_Date","Preparation_Time","Preparation_Time_Zone","Analysis_Date","Analysis_Time","Analysis_Time_Zone","County","Lake","Station","Activity_Start_Date","Tube_Number","Dilution","Abs","Org_Result_Value","Result_Comments","QAQC_Qualifier","WIN_Value_Qualifier","Holding_Qualifier","MDL_PQL_Qualifier","Data_Category","Run_ID","LWID","Comments","Sampling_Agency_Name","Project_ID"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Monroe","Tom's Harbor-5","1","07/26/2024",,1,0.004,4,1,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Monroe","Tom's Harbor-6","1","07/26/2024",,1,0.005,5,1,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"01/01/2004","12:00:00 AM","EDT","09/25/2024","1:56:00 PM","EDT","Okaloosa","Bass","1","07/31/2024",,1,0.137,105,,,,,,"Sample","COL0924202409252024",,,"Florida Lakewatch","21FLKWAT"
"09/13/2024","3:06:00 PM","EDT","09/16/2024","1:59:00 PM","EDT","Okaloosa","CBA Niceville-1","1","07/01/2024",,1,0.025,18,,,,,,"Sample","COL91320249162024",,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"09/13/2024","3:06:00 PM","EDT","09/16/2024","1:59:00 PM","EDT","Okaloosa","CBA Niceville-2","1","07/01/2024",,1,0.016,11,,,,,,"Sample","COL91320249162024",,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"09/13/2024","3:06:00 PM","EDT","09/16/2024","1:59:00 PM","EDT","Okaloosa","CBA Niceville-3","1","07/01/2024",,1,0.016,11,,,,,,"Sample","COL91320249162024",,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"09/13/2024","3:06:00 PM","EDT","09/16/2024","1:59:00 PM","EDT","Okaloosa","CBA Niceville-4","1","07/01/2024",,1,0.01,7,,,,,,"Sample","COL91320249162024",,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"01/01/2004","12:00:00 AM","EDT","09/25/2024","1:56:00 PM","EDT","Okaloosa","Roberts","1","07/12/2024",,1,0.013,10,,,,,,"Sample","COL0924202409252024",,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"01/01/2004","12:00:00 AM","EDT","09/25/2024","1:56:00 PM","EDT","Okaloosa","Swift Creek-4","1","07/11/2024",,1,0.04,31,,,,,,"Sample","COL0924202409252024",,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Orange","Adair","1","07/24/2024",,1,0.025,21,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Orange","Baldwin","1","07/03/2024",,1,0.017,15,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"09/03/2024","10:35:00 AM","EDT","09/05/2024","12:12:00 PM","EDT","Orange","Butler","1","04/21/2024",,1,0.012,9,,,,,,"Sample","COL",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Orange","Butler","1","07/10/2024",,1,0.007,7,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"09/03/2024","10:35:00 AM","EDT","09/05/2024","12:12:00 PM","EDT","Orange","Butler Wetland","1","04/21/2024",,1,0.012,9,,,,,,"Sample","COL",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Orange","Butler Wetland","1","07/10/2024",,1,0.011,10,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Cane","1","07/31/2024",,1,0.015,13,1,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Orange","Cherokee","1","07/17/2024",,1,0.025,21,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Claire","1","07/18/2024",,1,0.056,45,1,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Clear","1","07/25/2024",,1,0.018,15,1,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Orange","Conway South","1","07/26/2024",,1,0.01,10,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Orange","Davis","1","07/17/2024",,1,0.01,10,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Orange","East","1","07/30/2024",,1,0.145,114,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Orange","Eola","1","07/30/2024",,1,0.018,16,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Orange","Fairview","1","07/22/2024",,1,0.007,7,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Orange","Fairview South","1","07/30/2024",,1,0.038,31,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Formosa","1","04/06/2024",,1,0.018,15,1,,"Q","Q",,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Orange","Gatlin","1","07/19/2024",,1,0.013,12,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Gatlin","1","07/27/2024",,1,0.013,11,1,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Holden","1","04/24/2024",,1,0.009,8,1,,"Q","Q",,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Holden","1","07/27/2024",,1,0.016,14,1,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Holden Canal-1","1","04/24/2024",,1,0.015,13,1,,"Q","Q",,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Holden Canal-1","1","07/27/2024",,1,0.019,16,1,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"09/03/2024","10:35:00 AM","EDT","09/05/2024","12:12:00 PM","EDT","Orange","Lee","1","04/08/2024",,1,0.03,22,,,,,,"Sample","COL",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Lee","1","07/25/2024",,1,0.034,28,1,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","O'Dell","1","07/31/2024",,1,0.06,48,1,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Orange","Olympia","1","07/19/2024",,1,0.009,9,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Rose","1","07/23/2024",,1,0.034,28,1,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Sue","1","04/13/2024",,1,0.015,13,1,,"Q","Q",,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Virginia","1","07/19/2024",,1,0.013,11,,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"09/03/2024","10:35:00 AM","EDT","09/05/2024","12:12:00 PM","EDT","Orange","Waumpi","1","04/16/2024",,1,0.044,32,,,,,,"Sample","COL",,,"Florida Lakewatch","21FLKWAT"
"10/29/2024","10:00:00 AM","EDT","10/30/2024","12:00:00 AM","EDT","Orange","Waumpi","1","07/15/2024",,1,0.029,21,,,,,,"Sample","COL1029202410302024",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Waunatta","1","07/26/2024",,1,0.031,25,1,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"09/03/2024","10:35:00 AM","EDT","09/05/2024","12:12:00 PM","EDT","Orange","Weldona","1","04/23/2024",,1,0.024,18,,,,,,"Sample","COL",,,"Florida Lakewatch","21FLKWAT"
"10/17/2024","2:10:00 PM","EDT","10/22/2024","11:31:00 AM","EDT","Orange","Weldona","1","07/29/2024",,1,0.025,21,1,,,,,"Sample","COL10172024COL10222024",,,"Florida Lakewatch","21FLKWAT"
"10/24/2024","12:02:00 PM","EDT","10/28/2024","2:44:00 PM","EDT","Orange","Weldona","1","07/29/2024",,1,0.028,21,,,,,,"Sample","COL1024202410282024",,,"Florida Lakewatch","21FLKWAT"
"10/24/2024","12:02:00 PM","EDT","10/28/2024","2:44:00 PM","EDT","Osceola","Alligator canal-1","1","07/06/2024",,1,0.064,48,,,,,,"Sample","COL1024202410282024",,,"Florida Lakewatch","21FLKWAT"
"10/24/2024","12:02:00 PM","EDT","10/28/2024","2:44:00 PM","EDT","Osceola","Alligator canal-2","1","07/06/2024",,1,0.09,68,,,,,,"Sample","COL1024202410282024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Osceola","Buck","1","07/19/2024",,1,0.073,58,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Osceola","Center","1","07/19/2024",,2,0.147,231,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Osceola","Coon","1","07/19/2024",,2,0.115,181,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/24/2024","12:02:00 PM","EDT","10/28/2024","2:44:00 PM","EDT","Osceola","Tohopekaliga East","1","07/25/2024",,1,0.043,32,,,,,,"Sample","COL1024202410282024",,,"Florida Lakewatch","21FLKWAT"
"10/29/2024","10:00:00 AM","EDT","10/30/2024","12:00:00 AM","EDT","Osceola","Tohopekaliga-Middle","1","07/24/2024",,1,0.077,58,,,,,,"Sample","COL1029202410302024",,,"Florida Lakewatch","21FLKWAT"
"11/12/2024","2:36:00 PM","EST","11/14/2024","12:33:00 PM","EST","Pasco","Conley","1","04/19/2024",,1,0.04,30,,,"Q","Q",,"Sample","COL1112202411142024",,,"Florida Lakewatch","21FLKWAT"
"11/12/2024","2:36:00 PM","EST","11/14/2024","12:33:00 PM","EST","Pasco","Conley","1","07/01/2024",,1,0.054,41,,,,,,"Sample","COL1112202411142024",,,"Florida Lakewatch","21FLKWAT"
"08/29/2024","3:19:00 PM","EDT","08/30/2024","12:10:00 PM","EDT","Pinellas","Autumn","1","04/13/2024",,1,0.072,51,,,,,,"Sample","COL082924083024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Pinellas","Hewitt","1","07/30/2024",,1,0.014,13,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"11/12/2024","2:36:00 PM","EST","11/14/2024","12:33:00 PM","EST","Pinellas","Jungle","5","07/03/2024",,1,0.084,63,,,,,,"Sample","COL1112202411142024",,,"Florida Lakewatch","21FLKWAT"
"11/12/2024","2:36:00 PM","EST","11/14/2024","12:33:00 PM","EST","Pinellas","Jungle North Inlet","1","07/03/2024",,1,0.106,80,,,,,,"Sample","COL1112202411142024",,,"Florida Lakewatch","21FLKWAT"
"11/12/2024","2:36:00 PM","EST","11/14/2024","12:33:00 PM","EST","Pinellas","Jungle Outlet","1","07/03/2024",,1,0.074,56,,,,,,"Sample","COL1112202411142024",,,"Florida Lakewatch","21FLKWAT"
"11/12/2024","2:36:00 PM","EST","11/14/2024","12:33:00 PM","EST","Pinellas","Jungle South Inlet","1","07/03/2024",,1,0.114,86,,,,,,"Sample","COL1112202411142024",,,"Florida Lakewatch","21FLKWAT"
"08/29/2024","3:19:00 PM","EDT","08/30/2024","12:10:00 PM","EDT","Pinellas","Salt Creek-1","1","04/06/2024",,1,0.051,37,,,,,,"Sample","COL082924083024",,,"Florida Lakewatch","21FLKWAT"
"08/29/2024","3:19:00 PM","EDT","08/30/2024","12:10:00 PM","EDT","Pinellas","Salt Creek-2","1","04/06/2024",,1,0.036,26,,,,,,"Sample","COL082924083024",,,"Florida Lakewatch","21FLKWAT"
"08/29/2024","3:19:00 PM","EDT","08/30/2024","12:10:00 PM","EDT","Pinellas","Salt Creek-3","1","04/06/2024",,1,0.035,26,,,,,,"Sample","COL082924083024",,,"Florida Lakewatch","21FLKWAT"
"08/29/2024","3:19:00 PM","EDT","08/30/2024","12:10:00 PM","EDT","Pinellas","Salt Creek-4","1","04/06/2024",,1,0.021,16,,,,,,"Sample","COL082924083024",,,"Florida Lakewatch","21FLKWAT"
"10/29/2024","10:00:00 AM","EDT","10/30/2024","12:00:00 AM","EDT","Pinellas","Salt Creek-4","1","07/06/2024",,1,0.022,16,,,,,,"Sample","COL1029202410302024",,,"Florida Lakewatch","21FLKWAT"
"08/29/2024","3:19:00 PM","EDT","08/30/2024","12:10:00 PM","EDT","Pinellas","Saundra","1","04/04/2024",,1,0.062,44,,,,,,"Sample","COL082924083024",,,"Florida Lakewatch","21FLKWAT"
"10/31/2024","3:08:00 PM","EDT","11/01/2024","12:00:00 AM","EDT","polk","Boca Cove","1","07/16/2024",,1,0.039,29,,,,,,"Sample","COL1031202411012024",,,"Florida Lakewatch","21FLKWAT"
"10/31/2024","3:08:00 PM","EDT","11/01/2024","12:00:00 AM","EDT","polk","Daisy","1","07/25/2024",,1,0.015,11,,,,,,"Sample","COL1031202411012024",,,"Florida Lakewatch","21FLKWAT"
"10/31/2024","3:08:00 PM","EDT","11/01/2024","12:00:00 AM","EDT","polk","Flora","1","07/16/2024",,1,0.045,34,,,,,,"Sample","COL1031202411012024",,,"Florida Lakewatch","21FLKWAT"
"10/31/2024","3:08:00 PM","EDT","11/01/2024","12:00:00 AM","EDT","polk","Gaskin's Cut","1","07/16/2024",,1,0.031,23,,,,,,"Sample","COL1031202411012024",,,"Florida Lakewatch","21FLKWAT"
"10/31/2024","3:08:00 PM","EDT","11/01/2024","12:00:00 AM","EDT","polk","Little Bass","1","07/16/2024",,1,0.03,23,,,,,,"Sample","COL1031202411012024",,,"Florida Lakewatch","21FLKWAT"
"10/31/2024","3:08:00 PM","EDT","11/01/2024","12:00:00 AM","EDT","polk","Saddlebag","1","07/17/2024",,1,0.015,11,,,,,,"Sample","COL1031202411012024",,,"Florida Lakewatch","21FLKWAT"
"09/12/2024","3:45:00 PM","EDT","09/13/2024","11:50:00 AM","EDT","Putnam","Anderson Cue","1","08/20/2024",,1,0.016,11,,,,,,"Sample","COL",,,"Florida Lakewatch","21FLKWAT"
"09/12/2024","3:45:00 PM","EDT","09/13/2024","11:50:00 AM","EDT","Putnam","Anderson Cue","2","08/20/2024",,1,0.021,15,,,,,,"Sample","COL",,,"Florida Lakewatch","21FLKWAT"
"09/12/2024","3:45:00 PM","EDT","09/13/2024","11:50:00 AM","EDT","Putnam","Anderson Cue","3","08/20/2024",,1,0.017,12,,,,,,"Sample","COL",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Putnam","Fanny","1","07/21/2024",,1,0.005,6,,,,,,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"11/12/2024","2:36:00 PM","EST","11/14/2024","12:33:00 PM","EST","Putnam","Ocklawaha River_Belchior_Student Project","Reservoir 1","10/22/2024",,2,0.119,180,,,,,,"Sample","COL1112202411142024",,,"Florida Lakewatch","21FLKWAT"
"11/12/2024","2:36:00 PM","EST","11/14/2024","12:33:00 PM","EST","Putnam","Ocklawaha River_Belchior_Student Project","Upstream 1","10/22/2024",,2,0.109,165,,,,,,"Sample","COL1112202411142024",,,"Florida Lakewatch","21FLKWAT"
"11/12/2024","2:36:00 PM","EST","11/14/2024","12:33:00 PM","EST","Putnam","Ocklawaha River_Belchior_Student Project","Upstream 2","10/22/2024",,1,0.118,89,,,,,,"Sample","COL1112202411142024",,,"Florida Lakewatch","21FLKWAT"
"11/12/2024","2:36:00 PM","EST","11/14/2024","12:33:00 PM","EST","Putnam","Ocklawaha River_Belchior_Student Project","Upstream 3","10/22/2024",,1,0.115,87,,,,,,"Sample","COL1112202411142024",,,"Florida Lakewatch","21FLKWAT"
"11/12/2024","2:36:00 PM","EST","11/14/2024","12:33:00 PM","EST","Putnam","Ocklawaha River_Belchior_Student Project","Upstream 4","10/22/2024",,1,0.11,83,,,,,,"Sample","COL1112202411142024",,,"Florida Lakewatch","21FLKWAT"
"09/12/2024","3:45:00 PM","EDT","09/13/2024","11:50:00 AM","EDT","Putnam","Ross","1","08/20/2024",,4,0.111,318,,,,,,"Sample","COL",,,"Florida Lakewatch","21FLKWAT"
"09/12/2024","3:45:00 PM","EDT","09/13/2024","11:50:00 AM","EDT","Putnam","Ross","2","08/20/2024",,4,0.11,315,,,,,,"Sample","COL",,,"Florida Lakewatch","21FLKWAT"
"09/12/2024","3:45:00 PM","EDT","09/13/2024","11:50:00 AM","EDT","Putnam","Ross","3","08/20/2024",,4,0.128,367,,,,,,"Sample","COL",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Santa Rosa","Ski Watch","1","04/08/2024",,1,0.015,13,,,"Q","Q",,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"09/13/2024","3:06:00 PM","EDT","09/16/2024","1:59:00 PM","EDT","Sarasota","Awesome","1","04/23/2024",,1,0.023,16,,,,,,"Sample","COL91320249162024",,,"Florida Lakewatch","21FLKWAT"
"09/13/2024","3:06:00 PM","EDT","09/16/2024","1:59:00 PM","EDT","Sarasota","Cormorant","1","04/13/2024",,1,0.032,23,,,"Q","Q",,"Sample","COL91320249162024",,,"Florida Lakewatch","21FLKWAT"
"09/13/2024","3:06:00 PM","EDT","09/16/2024","1:59:00 PM","EDT","Sarasota","Egret","1","04/13/2024",,1,0.026,18,,,"Q","Q",,"Sample","COL91320249162024",,,"Florida Lakewatch","21FLKWAT"
"09/13/2024","3:06:00 PM","EDT","09/16/2024","1:59:00 PM","EDT","Sarasota","Heron","1","04/13/2024",,1,0.037,26,,,"Q","Q",,"Sample","COL91320249162024",,,"Florida Lakewatch","21FLKWAT"
"09/13/2024","3:06:00 PM","EDT","09/16/2024","1:59:00 PM","EDT","Sarasota","Pelican Cove","1","04/01/2024",,1,0.012,8,,,"Q","Q",,"Sample","COL91320249162024",,,"Florida Lakewatch","21FLKWAT"
"10/29/2024","10:00:00 AM","EDT","10/30/2024","12:00:00 AM","EDT","Seminole","Mary","1","07/13/2024",,1,0.03,22,,,,,,"Sample","COL1029202410302024",,,"Florida Lakewatch","21FLKWAT"
"10/31/2024","3:08:00 PM","EDT","11/01/2024","12:00:00 AM","EDT","Seminole","Quail Pond","1","07/31/2024",,1,0.027,20,,,,,,"Sample","COL1031202411012024",,,"Florida Lakewatch","21FLKWAT"
"10/31/2024","3:08:00 PM","EDT","11/01/2024","12:00:00 AM","EDT","Seminole","Secret","1","07/31/2024",,1,0.03,23,,,,,,"Sample","COL1031202411012024",,,"Florida Lakewatch","21FLKWAT"
"10/31/2024","3:08:00 PM","EDT","11/01/2024","12:00:00 AM","EDT","Seminole","Triplet Middle","1","07/02/2024",,1,0.058,44,,,,,,"Sample","COL1031202411012024",,,"Florida Lakewatch","21FLKWAT"
"10/31/2024","3:08:00 PM","EDT","11/01/2024","12:00:00 AM","EDT","Seminole","Triplet Middle","1","07/31/2024",,1,0.056,42,,,,,,"Sample","COL1031202411012024",,,"Florida Lakewatch","21FLKWAT"
"10/31/2024","3:08:00 PM","EDT","11/01/2024","12:00:00 AM","EDT","Seminole","Triplet South","1","07/31/2024",,1,0.071,53,,,,,,"Sample","COL1031202411012024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Wakulla","Wakulla River Middle-1",,"04/17/2024",,1,0.041,33,,,"Q","Q",,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Wakulla","Wakulla River-1","1","04/10/2024",,1,0.03,25,,,"Q","Q",,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Wakulla","Wakulla River-2","1","04/10/2024",,1,0.035,29,,,"Q","Q",,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"10/15/2024","10:19:00 AM","EDT","10/17/2024","10:41:00 AM","EDT","Wakulla","Wakulla River-3","1","04/10/2024",,1,0.031,26,,,"Q","Q",,"Sample","COL1015202410172024",,,"Florida Lakewatch","21FLKWAT"
"09/13/2024","3:06:00 PM","EDT","09/16/2024","1:59:00 PM","EDT","Walton","Allen","1","07/14/2024",,1,0.166,117,,,,,,"Sample","COL91320249162024",,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"01/01/2004","12:00:00 AM","EDT","09/25/2024","1:56:00 PM","EDT","Walton","CBA Destin-8","1","07/31/2024",,1,0.022,17,,,,,,"Sample","COL0924202409252024",,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"09/25/2024","1:00:00 PM","EDT","10/01/2024","1:30:00 PM","EDT","Walton","Western Northeast","1","04/26/2024",,1,0.132,101,,,"Q","Q",,"Sample","COL1001202409252024",,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"07/07/2023","9:16:00 AM","EDT","07/07/2023","10:21:00 AM","EDT","Alachua","Kingswood","1","04/06/2023",,,,190,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/24/2023","10:03:00 AM","EDT","04/24/2023","11:50:00 AM","EDT","Hillsborough","Cypress Creek-122","1","01/23/2023",,,,119,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/24/2023","10:03:00 AM","EDT","04/24/2023","11:50:00 AM","EDT","Hillsborough","Cypress Creek-122","2","01/23/2023",,,,119,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/05/2023","10:01:00 AM","EDT","07/05/2023","12:11:00 PM","EDT","Hillsborough","Cypress Creek-122","1","04/25/2023",,,,36,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/07/2023","10:22:00 AM","EDT","06/07/2023","11:30:00 AM","EDT","Orange","Little Sawyer","1","01/02/2023",,,,21,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/07/2023","10:22:00 AM","EDT","06/07/2023","11:30:00 AM","EDT","Orange","Sawyer","1","01/02/2023",,,,28,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/29/2023","10:59:00 AM","EDT","03/29/2023","12:56:00 PM","EDT","Pinellas","Autumn","1","01/12/2023",,,,38,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/13/2023","8:55:00 AM","EDT","04/13/2023","10:06:00 AM","EDT","Polk","Big Bass","1","01/04/2023",,,,36,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/25/2023","10:07:00 AM","EDT","04/25/2023","1:35:00 PM","EDT","Sarasota","South","1","10/13/2022",,,,43,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"01/30/2023","9:19:00 AM","EST","01/30/2023","11:01:00 AM","EST","Bay","Massalina Bayou-1","1","10/19/2022",,,,10,,,"Q",,,,,,,"ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"12/22/2022","11:00:00 AM","EST","12/22/2022","12:00:00 PM","EST","Hillsborough","Cypress Creek-122","1","10/26/2022",,,,153,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"12/22/2022","11:00:00 AM","EST","12/22/2022","12:00:00 PM","EST","Hillsborough","Cypress Creek-122","2","10/26/2022",,,,160,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"12/19/2022","3:00:00 PM","EST","12/19/2022","4:15:00 PM","EST","Hillsborough","Pine","1","10/20/2022",,,,23,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"02/15/2023","9:20:00 AM","EST","02/15/2023","10:17:00 AM","EST","Orange","Holden","1","10/16/2022",,,,15,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"02/15/2023","9:20:00 AM","EST","02/15/2023","10:17:00 AM","EST","Orange","Holden Canal-1","1","10/16/2022",,,,16,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"01/30/2023","9:19:00 AM","EST","01/30/2023","11:01:00 AM","EST","Sarasota","Lake 37","1","10/17/2022",,,,49,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"01/30/2023","9:19:00 AM","EST","01/30/2023","11:01:00 AM","EST","Sarasota","Lake G-20","2","10/17/2022",,,,31,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"01/30/2023","9:19:00 AM","EST","01/30/2023","11:01:00 AM","EST","Sarasota","Lake M-9","1","10/17/2022",,,,54,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/17/2022","11:18:00 AM","EDT","10/17/2022","12:41:00 PM","EDT","Citrus","Tsala Apopka South","1","07/29/2022",,,,45,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/05/2022","9:55:00 AM","EDT","10/05/2022","10:44:00 AM","EDT","Columbia","Rum Island Spring-1","1","07/20/2022",,,,2,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
