"Preparation_Date","Preparation_Time","Preparation_Time_Zone","Analysis_Date","Analysis_Time","Analysis_Time_Zone","County","Lake","Station","Activity_Start_Date","Tube_Number","Dilution","Abs","Result_Value(PCU)","Result_Comments","QAQC_Qualifier","WIN_Value_Qualifier","Holding_Qualifier","MDL_PQL_Qualifier","Data_Category","Run_ID","Study","Comments","StartDate","PrepDate","AnDate","Org_Result_Value","Sampling_Agency_Name","Project_ID"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"ALTQC1",,,1,0.025,18,,,"Q","Q",,"QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"18","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"CCV1",,,1,0.034,25,,,"Q","Q",,"QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"25","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"MLBK2",,,1,0,0,,,"QU","Q","TI","QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"1","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Columbia","Rum Island Spring-1","1","7/17/25",,1,0.008,6,,,"",,,"Sample","COL1104202511052025",,,2025-07-17,2025-11-04,2025-11-05,"6","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Gilchrist","Ginnie Spring Run-1","1","7/17/25",,1,0.004,3,,,"",,,"Sample","COL1104202511052025",,,2025-07-17,2025-11-04,2025-11-05,"3","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Hillsborough","Cedar West","1","7/26/25",,1,0.043,32,,,"",,,"Sample","COL1104202511052025",,,2025-07-26,2025-11-04,2025-11-05,"32","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Lake","Bay","1","7/18/25",,1,0.147,110,,,"",,,"Sample","COL1104202511052025",,,2025-07-18,2025-11-04,2025-11-05,"110","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Lake","Florence","1","7/8/25",,1,0.015,11,,,"",,,"Sample","COL1104202511052025",,,2025-07-08,2025-11-04,2025-11-05,"11","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Leon","Miccusukee","1","8/15/25",,1,0.094,70,,,"",,,"Sample","COL1104202511052025",,,2025-08-15,2025-11-04,2025-11-05,"70","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Leon","Miccusukee","2","8/15/25",,1,0.065,48,,,"",,,"Sample","COL1104202511052025",,,2025-08-15,2025-11-04,2025-11-05,"48","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Leon","Miccusukee","3","8/15/25",,1,0.076,56,,,"",,,"Sample","COL1104202511052025",,,2025-08-15,2025-11-04,2025-11-05,"56","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Leon","Miccusukee","4","8/15/25",,1,0.056,42,,,"",,,"Sample","COL1104202511052025",,,2025-08-15,2025-11-04,2025-11-05,"42","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Leon","Miccusukee","5","8/15/25",,1,0.076,56,,,"",,,"Sample","COL1104202511052025",,,2025-08-15,2025-11-04,2025-11-05,"56","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Orange","Avalon","1","7/26/25",,1,0.06,45,,,"",,,"Sample","COL1104202511052025",,,2025-07-26,2025-11-04,2025-11-05,"45","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Orange","Claire","1","7/18/25",,1,0.048,36,,,"",,,"Sample","COL1104202511052025",,,2025-07-18,2025-11-04,2025-11-05,"36","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Orange","Claire","DUP2","7/18/25",,1,0.048,36,,,"",,,"QAQC","COL1104202511052025",,,2025-07-18,2025-11-04,2025-11-05,"36","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"ALTQC2",,,1,0.025,18,,,"Q","Q",,"QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"18","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"CCV2",,,1,0.033,24,,,"Q","Q",,"QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"24","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"MLBK3",,,1,0,0,,,"QU","Q","TI","QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"1","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Orange","Eola","1","7/24/25",,1,0.023,17,,,"",,,"Sample","COL1104202511052025",,,2025-07-24,2025-11-04,2025-11-05,"17","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Orange","Holden","1","7/25/25",,1,0.014,10,,,"",,,"Sample","COL1104202511052025",,,2025-07-25,2025-11-04,2025-11-05,"10","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Orange","Lee","1","7/24/25",,1,0.032,24,,,"",,,"Sample","COL1104202511052025",,,2025-07-24,2025-11-04,2025-11-05,"24","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Orange","Little Hickorynut","1","7/27/25",,1,0.052,39,,,"",,,"Sample","COL1104202511052025",,,2025-07-27,2025-11-04,2025-11-05,"39","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Orange","Weldona","1","7/30/25",,1,0.014,10,,,"",,,"Sample","COL1104202511052025",,,2025-07-30,2025-11-04,2025-11-05,"10","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Sarasota","Egret","1","7/14/25",,1,0.046,34,,,"",,,"Sample","COL1104202511052025",,,2025-07-14,2025-11-04,2025-11-05,"34","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Sarasota","Heron","1","7/14/25",,1,0.049,36,,,"",,,"Sample","COL1104202511052025",,,2025-07-14,2025-11-04,2025-11-05,"36","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST","Washington","CBA Holmes Creek-3","DUP3","7/16/25",,1,0.009,6,,,"",,,"QAQC","COL1104202511052025",,,2025-07-16,2025-11-04,2025-11-05,"6","CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"ALTQC3",,,1,0.024,18,,,"Q","Q",,"QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"18","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"CCV3",,,1,0.034,25,,,"Q","Q",,"QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"25","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"MLBK4",,,,,0,,,"QU","Q","TI","QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"1","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"DUP4",,,,,0,,,"QU","Q","TI","QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"1","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"ALTQC4",,,,,0,,"J","QU","Q","TI","QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"1","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"CCV4",,,,,0,,"J","QU","Q","TI","QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"1","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"MLBK5",,,,,0,,,"QU","Q","TI","QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"1","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"DUP5",,,,,0,,,"QU","Q","TI","QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"1","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"ALTQC5",,,,,0,,"J","QU","Q","TI","QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"1","Florida Lakewatch","21FLKWAT"
"11/4/25",13:29:00,"EST","11/5/25",10:53:00,"EST",,,"CCV5",,,,,0,,"J","QU","Q","TI","QAQC","COL1104202511052025",,,,2025-11-04,2025-11-05,"1","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"MBLK1",,,1,0,0,,,"U",,"TI","QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"1","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Citrus","Crystal River-1","1","7/14/25",,1,0.02,15,,,"",,,"Sample","COL1117202511182025",,,2025-07-14,2025-11-17,2025-11-18,"15","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Citrus","Crystal River-6","1","7/19/25",,1,0.014,10,,,"",,,"Sample","COL1117202511182025",,,2025-07-19,2025-11-17,2025-11-18,"10","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Citrus","Crystal River-7","1","7/14/25",,1,0.019,14,,,"",,,"Sample","COL1117202511182025",,,2025-07-14,2025-11-17,2025-11-18,"14","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Clay","Asbury North","1","7/28/25",,1,0.008,6,,,"",,,"Sample","COL1117202511182025",,,2025-07-28,2025-11-17,2025-11-18,"6","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Hernando","Hernando Beach-1","1","10/8/25",,1,0.014,10,,,"",,,"Sample","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"10","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Hernando","Hernando Beach-3","1","10/8/25",,1,0.018,13,,,"",,,"Sample","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"13","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Hernando","Hernando Beach-5","1","10/8/25",,1,0.021,16,,,"",,,"Sample","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"16","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Hernando","Hernando Beach-6","1","10/8/25",,1,0.017,13,,,"",,,"Sample","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"13","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Highlands","Clay","1","7/24/25",,1,0.017,13,,,"",,,"Sample","COL1117202511182025",,,2025-07-24,2025-11-17,2025-11-18,"13","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Highlands","Jackson","1","7/14/25",,1,0.013,10,,,"",,,"Sample","COL1117202511182025",,,2025-07-14,2025-11-17,2025-11-18,"10","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Hillsborough","Armistead","DUP1","7/29/25",,1,0.104,77,,,"",,,"QAQC","COL1117202511182025",,,2025-07-29,2025-11-17,2025-11-18,"77","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"ALTQC1",,,1,0.024,18,,,"",,,"QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"18","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"CCV1",,,1,0.034,25,,,"",,,"QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"25","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"MBLK2",,,1,-0.001,-1,,,"U",,"TI","QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"1","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Lake","Bear","1","10/1/25",,2,0.127,188,,,"",,,"Sample","COL1117202511182025",,,2025-10-01,2025-11-17,2025-11-18,"188","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Lake","Louisa","1","10/1/25",,4,0.118,350,,,"",,,"Sample","COL1117202511182025",,,2025-10-01,2025-11-17,2025-11-18,"350","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Orange","Hickorynut","1","7/27/25",,1,0.048,36,,,"",,,"Sample","COL1117202511182025",,,2025-07-27,2025-11-17,2025-11-18,"36","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Orange","Hickorynut South","1","7/27/25",,1,0.083,62,,,"",,,"Sample","COL1117202511182025",,,2025-07-27,2025-11-17,2025-11-18,"62","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Orange","Ola","1","7/17/25",,1,0.019,14,,,"",,,"Sample","COL1117202511182025",,,2025-07-17,2025-11-17,2025-11-18,"14","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Pinellas","Saundra","1","10/2/25",,1,0.067,50,,,"",,,"Sample","COL1117202511182025",,,2025-10-02,2025-11-17,2025-11-18,"50","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Anderson Cue","1","10/7/25",,1,0.008,6,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"6","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Anderson Cue","2","10/7/25",,1,0.009,7,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"7","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Anderson Cue","3","10/7/25",,1,0.009,7,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"7","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Barco","1","10/7/25",,1,0.007,5,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"5","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Barco","2","10/7/25",,1,0.008,6,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"6","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Barco","3","10/7/25",,1,0.008,6,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"6","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Blue","DUP2","10/5/25",,1,0.013,10,,,"",,,"QAQC","COL1117202511182025",,,2025-10-05,2025-11-17,2025-11-18,"10","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"ALTQC2",,,1,0.025,19,,,"",,,"QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"19","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"CCV2",,,1,0.033,25,,,"",,,"QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"25","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"MBLK3",,,1,-0.001,-1,,,"U",,"TI","QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"1","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Enslow","1","10/7/25",,1,0.037,27,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"27","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Enslow","2","10/7/25",,1,0.042,31,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"31","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Enslow","3","10/7/25",,1,0.049,36,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"36","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Goose","1","10/8/25",,4,0.065,193,,,"",,,"Sample","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"193","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Goose","2","10/8/25",,4,0.067,199,,,"",,,"Sample","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"199","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Goose","3","10/8/25",,4,0.064,190,,,"",,,"Sample","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"190","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","McCloud","1","10/7/25",,1,0.015,11,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"11","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","McCloud","2","10/7/25",,1,0.011,8,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"8","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","McCloud","3","10/7/25",,1,0.025,19,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"19","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Ross","1","10/8/25",,4,0.111,329,,,"",,,"Sample","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"329","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Ross","2","10/8/25",,4,0.104,308,,,"",,,"Sample","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"308","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Ross","3","10/8/25",,4,0.101,299,,,"",,,"Sample","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"299","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Rowan","1","10/7/25",,1,0.089,66,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"66","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Rowan","2","10/7/25",,1,0.092,68,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"68","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Rowan","3","10/7/25",,1,0.087,65,,,"",,,"Sample","COL1117202511182025",,,2025-10-07,2025-11-17,2025-11-18,"65","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Suggs","1","10/8/25",,4,0.069,205,,,"",,,"Sample","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"205","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Suggs","2","10/8/25",,4,0.07,208,,,"",,,"Sample","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"208","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Suggs","3","10/8/25",,4,0.071,211,,,"",,,"Sample","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"211","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST","Putnam","Suggs","DUP3","10/8/25",,4,0.07,208,,,"",,,"QAQC","COL1117202511182025",,,2025-10-08,2025-11-17,2025-11-18,"208","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"ALTQC3",,,1,0.024,18,,,"",,,"QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"18","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"CCV3",,,1,0.032,24,,,"",,,"QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"24","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"MBLK4",,,,,0,,,"U",,"TI","QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"1","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"DUP4",,,,,0,,,"QU","Q","TI","QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"1","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"ALTQC4",,,,,0,,"J","QU","Q","TI","QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"1","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"CCV4",,,,,0,,"J","QU","Q","TI","QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"1","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"MBLK5",,,,,0,,,"QU","Q","TI","QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"1","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"DUP5",,,,,0,,,"QU","Q","TI","QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"1","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"ALTQC5",,,,,0,,"J","QU","Q","TI","QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"1","Florida Lakewatch","21FLKWAT"
"11/17/25",11:02:00,"EST","11/18/25",11:08:00,"EST",,,"CCV5",,,,,0,,"J","QU","Q","TI","QAQC","COL1117202511182025",,,,2025-11-17,2025-11-18,"1","Florida Lakewatch","21FLKWAT"
"7/10/25",14:23:00,"EDT","7/14/25",10:56:00,"EDT","Bay","Powell Creek East-1","1","4/2/25",,1,0.051,40,,,"",,,"Sample","COL0710202507142025",,,2025-04-02,2025-07-10,2025-07-14,"40","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"7/10/25",14:23:00,"EDT","7/14/25",10:56:00,"EDT","Bay","Powell Creek East-2","1","4/2/25",,2,0.137,212,,,"",,,"Sample","COL0710202507142025",,,2025-04-02,2025-07-10,2025-07-14,"212","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"7/10/25",14:23:00,"EDT","7/14/25",10:56:00,"EDT","Bay","Pretty Bayou-1","1","4/9/25",,1,0.025,20,,,"",,,"Sample","COL0710202507142025",,,2025-04-09,2025-07-10,2025-07-14,"20","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"7/10/25",14:23:00,"EDT","7/14/25",10:56:00,"EDT","Bay","Robinson Bayou-1","1","4/9/25",,1,0.035,27,,,"",,,"Sample","COL0710202507142025",,,2025-04-09,2025-07-10,2025-07-14,"27","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"7/10/25",14:23:00,"EDT","7/14/25",10:56:00,"EDT","Bay","St. Andrew Bay-6","1","4/28/25",,1,0.008,7,,,"",,,"Sample","COL0710202507142025",,,2025-04-28,2025-07-10,2025-07-14,"7","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"7/10/25",14:23:00,"EDT","7/14/25",10:56:00,"EDT","Bay","St. Andrew Bay-7","1","4/28/25",,1,0.001,1,,,"",,,"Sample","COL0710202507142025",,,2025-04-28,2025-07-10,2025-07-14,"1","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"7/10/25",14:23:00,"EDT","7/14/25",10:56:00,"EDT","Bay","St. Andrew Bay-12","1","4/28/25",,1,0.005,4,,,"",,,"Sample","COL0710202507142025",,,2025-04-28,2025-07-10,2025-07-14,"4","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"7/10/25",14:23:00,"EDT","7/14/25",10:56:00,"EDT","Bay","Upper Goose Bayou-1","1","4/9/25",,1,0.022,18,,,"",,,"Sample","COL0710202507142025",,,2025-04-09,2025-07-10,2025-07-14,"18","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"7/10/25",14:23:00,"EDT","7/14/25",10:56:00,"EDT","Bay","Warren Bayou-1","1","4/14/25",,1,0.021,17,,,"",,,"Sample","COL0710202507142025",,,2025-04-14,2025-07-10,2025-07-14,"17","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"7/10/25",14:23:00,"EDT","7/14/25",10:56:00,"EDT","Bay","West Bay-1","1","4/14/25",,1,0.02,16,,,"",,,"Sample","COL0710202507142025",,,2025-04-14,2025-07-10,2025-07-14,"16","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"7/10/25",14:23:00,"EDT","7/14/25",10:56:00,"EDT","Bay","West Bay-2","1","4/14/25",,1,0.019,15,,,"",,,"Sample","COL0710202507142025",,,2025-04-14,2025-07-10,2025-07-14,"15","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"7/10/25",14:23:00,"EDT","7/14/25",10:56:00,"EDT","Bay","West Bay-3","1","4/14/25",,1,0.023,18,,,"",,,"Sample","COL0710202507142025",,,2025-04-14,2025-07-10,2025-07-14,"18","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
