"Org_Analyte_Name","Preparation_Date","Preparation_Time","Preparation_Time_Zone","Analysis_Date","Analysis_Time","Analysis_Time_Zone","County","Lake","Station","Activity_Start_Date","Tube_Number","Dilution","Abs","Result_Value(ug/L)","Result_Comments","QAQC_Qualifier","WIN_Value_Qualifier","Holding_Qualifier","MDL_PQL_Qualifier","Data_Category","Run_ID","Comments","Sampling_Agency_Name","Project_ID"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Collier","Saddlebrook","2","08/22/2024",536,1,0.024,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Collier","Saddlebrook","3","08/22/2024",537,1,0.019,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Collier","SB-61","1","07/19/2024",413,1,0.059,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Collier","SB-61","2","07/19/2024",414,1,0.086,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Collier","SB-61","1","08/16/2024",415,1,0.064,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Collier","SB-61","2","08/16/2024",416,1,0.056,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/23/2024","9:00:00 AM","EDT","07/25/2024","11:54:00 AM","EDT","Collier","Seacrest 1","1","05/29/2024",1242,1,0.06,"Result_Value(ug/L)",,,,,,"Sample","TP07252024B07252024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/23/2024","9:00:00 AM","EDT","07/25/2024","11:54:00 AM","EDT","Collier","Seacrest 1","2","05/29/2024",1243,1,0.082,"Result_Value(ug/L)",,,,,,"Sample","TP07252024B07252024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/23/2024","9:00:00 AM","EDT","07/25/2024","11:54:00 AM","EDT","Collier","Seacrest 1","3","05/29/2024",1244,1,0.053,"Result_Value(ug/L)",,,,,,"Sample","TP07252024B07252024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/26/2024","12:00:00 PM","EDT","07/31/2024","11:58:00 AM","EDT","Collier","Seacrest 2","1","03/15/2024",258,1,0.492,"Result_Value(ug/L)",,,,,,"Sample","TP0716202407302024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/26/2024","12:00:00 PM","EDT","07/31/2024","11:58:00 AM","EDT","Collier","Seacrest 2","2","03/15/2024",259,1,0.053,"Result_Value(ug/L)",,,"I",,"I","Sample","TP0716202407302024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/26/2024","12:00:00 PM","EDT","07/31/2024","11:58:00 AM","EDT","Collier","Seacrest 2","1","04/30/2024",263,1,0.033,"Result_Value(ug/L)",,,"I",,"I","Sample","TP0716202407302024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/26/2024","12:00:00 PM","EDT","07/31/2024","11:58:00 AM","EDT","Collier","Seacrest 2","2","04/30/2024",264,1,0.082,"Result_Value(ug/L)",,,,,,"Sample","TP0716202407302024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/23/2024","9:00:00 AM","EDT","07/25/2024","11:54:00 AM","EDT","Collier","Seacrest 2","1","05/29/2024",1245,1,0.014,"Result_Value(ug/L)",,,"I",,"I","Sample","TP07252024B07252024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/23/2024","9:00:00 AM","EDT","07/25/2024","11:54:00 AM","EDT","Collier","Seacrest 2","2","05/29/2024",1246,1,0.018,"Result_Value(ug/L)",,,"I",,"I","Sample","TP07252024B07252024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/15/2024","9:40:00 AM","EDT","10/21/2024","1:33:00 PM","EDT","Columbia","Rum Island Spring-1","1","06/21/2024",602,1,0.057,"Result_Value(ug/L)",,,,,,"Sample","TP10152024A10212024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/26/2024","12:00:00 PM","EDT","07/31/2024","11:58:00 AM","EDT","Columbia","Rum Island Spring-1","1","11/30/2024",246,1,0.124,"Result_Value(ug/L)",,"J",,,,"Sample","TP0716202407302024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/08/2024","9:00:00 AM","EST","11/13/2024","10:34:00 AM","EST","Flagler","Disston","1","08/24/2024",1142,1,0.081,"Result_Value(ug/L)",,,,,,"Sample","TP11082024TP11132024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/15/2024","9:40:00 AM","EDT","10/21/2024","1:33:00 PM","EDT","Gilchrist","Gilchrist Blue Spring Run-1","1","06/21/2024",604,1,0.06,"Result_Value(ug/L)",,,,,,"Sample","TP10152024A10212024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/15/2024","9:40:00 AM","EDT","10/21/2024","1:33:00 PM","EDT","Gilchrist","Ginnie Spring Run-1","1","06/21/2024",606,1,0.066,"Result_Value(ug/L)",,,,,,"Sample","TP10152024A10212024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Gulf","Cattle Dip-1","1","04/09/2024",233,1,0.058,"Result_Value(ug/L)",,,"Q","Q",,"Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Gulf","Depot Creek-1","1","04/09/2024",234,1,0.039,"Result_Value(ug/L)",,,"QI","Q","I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Gulf","Dove Field-1","1","04/09/2024",235,1,0.046,"Result_Value(ug/L)",,,"QI","Q","I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Gulf","Money Bayou-1","1","04/09/2024",236,1,0.117,"Result_Value(ug/L)",,,"Q","Q",,"Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Gulf","Pond Road-1","1","04/09/2024",237,1,0.029,"Result_Value(ug/L)",,,"QI","Q","I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Gulf","Simmons Bayou-1","1","04/09/2024",238,1,0.074,"Result_Value(ug/L)",,,"Q","Q",,"Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Gulf","South Gate-1","1","04/09/2024",239,1,0.102,"Result_Value(ug/L)",,,"Q","Q",,"Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Hernando","Arepika Channel-1","1","06/24/2024",240,1,0.019,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Hernando","Chassahowitzka Channel-1","1","06/24/2024",241,1,0.018,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Hernando","Cutter Rock-1","1","06/24/2024",242,1,0.034,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Hernando","Hernando Beach-1","1","06/27/2024",243,1,0.039,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/09/2024","9:00:00 AM","EDT","07/16/2024","2:10:00 PM","EDT","Hernando","Hernando Beach-2","1","04/29/2024",83,1,0.015,"Result_Value(ug/L)",,,"QI","Q","I","Sample","TP07092024B07162024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Hernando","Hernando Beach-2","1","06/27/2024",244,1,0.019,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Hernando","Hernando Beach-3","1","06/27/2024",245,1,0.016,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Hernando","Hernando Beach-4","1","06/27/2024",246,1,0.041,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Hernando","Hernando Beach-6","1","06/24/2024",253,1,0.022,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Hernando","Hernando Beach-6","1","06/27/2024",252,1,0.025,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Hernando","North Rack-1","1","06/24/2024",263,1,0.025,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/18/2024","11:50:00 AM","EDT","Hernando","Pine Island-1","1","06/24/2024",264,1,0.03,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09122024A",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Annie","1","08/16/2024",550,1,0.018,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Annie","2","08/16/2024",551,1,0.017,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Annie","3","08/16/2024",552,1,0.022,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","08/09/2024","9:00:00 AM","EDT","08/13/2024","12:24:00 PM","EDT","Highlands","Apthorpe","1","06/24/2024",20,1,0.031,"Result_Value(ug/L)",,,"I",,"I","Sample","TP08092024A08132024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","08/09/2024","9:00:00 AM","EDT","08/13/2024","12:24:00 PM","EDT","Highlands","Apthorpe","2","06/24/2024",21,1,0.039,"Result_Value(ug/L)",,,"I",,"I","Sample","TP08092024A08132024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","08/09/2024","9:00:00 AM","EDT","08/13/2024","12:24:00 PM","EDT","Highlands","Apthorpe","3","06/24/2024",27,1,0.042,"Result_Value(ug/L)",,,"I",,"I","Sample","TP08092024A08132024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Carrie","1","07/27/2024",417,1,0.079,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Carrie","2","07/27/2024",418,1,0.079,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Carrie","3","07/27/2024",419,1,0.08,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Carrie","1","08/24/2024",553,1,0.078,"Result_Value(ug/L)",,,,,,"Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Carrie","2","08/24/2024",554,1,0.076,"Result_Value(ug/L)",,,,,,"Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Carrie","3","08/24/2024",555,1,0.056,"Result_Value(ug/L)",,,,,,"Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Catfish Creek-1","1","08/20/2024",556,1,0.182,"Result_Value(ug/L)",,,,,,"Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Catfish Creek-2","1","08/20/2024",557,1,0.166,"Result_Value(ug/L)",,,,,,"Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Dinner","1","08/28/2024",558,1,0.038,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Dinner","2","08/28/2024",559,1,0.018,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Dinner","3","08/28/2024",560,1,0.018,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Grassy","1","07/21/2024",420,1,0.028,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Grassy","2","07/21/2024",421,1,0.026,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Grassy","3","07/21/2024",422,1,0.039,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Grassy","1","08/03/2024",561,1,0.023,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Grassy","2","08/03/2024",562,1,0.029,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Grassy","3","08/03/2024",563,1,0.052,"Result_Value(ug/L)",,,,,,"Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Istokpoga North","1","07/20/2024",423,1,0.191,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Istokpoga North","2","07/20/2024",424,1,0.162,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Istokpoga North","3","07/20/2024",425,1,0.18,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Josephine Center","1","07/30/2024",426,1,0.116,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Josephine Center","2","07/30/2024",427,1,0.116,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Josephine Center","3","07/30/2024",428,1,0.098,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Josephine East","1","07/30/2024",429,1,0.074,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Josephine East","2","07/30/2024",430,1,0.053,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/04/2024","11:36:00 AM","EST","Highlands","Josephine East","3","07/30/2024",431,1,0.07,"Result_Value(ug/L)",,,,,,"Sample","TP10312024ATP11042024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/05/2024","10:34:00 AM","EST","Highlands","Josephine West","1","07/30/2024",442,1,0.181,"Result_Value(ug/L)",,,,,,"Sample","TP10312024B11052024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/05/2024","10:34:00 AM","EST","Highlands","Josephine West","2","07/30/2024",443,1,0.18,"Result_Value(ug/L)",,,,,,"Sample","TP10312024B11052024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/05/2024","10:34:00 AM","EST","Highlands","Josephine West","3","07/30/2024",444,1,0.189,"Result_Value(ug/L)",,,,,,"Sample","TP10312024B11052024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","08/15/2024","9:00:00 AM","EDT","08/19/2024","11:58:00 AM","EDT","Highlands","June","1","07/28/2024",1068,1,0.042,"Result_Value(ug/L)",,,"I",,"I","Sample","TP08152024A08192024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","08/15/2024","9:00:00 AM","EDT","08/19/2024","11:58:00 AM","EDT","Highlands","June","2","07/28/2024",1069,1,0.041,"Result_Value(ug/L)",,,"I",,"I","Sample","TP08152024A08192024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","08/15/2024","9:00:00 AM","EDT","08/19/2024","11:58:00 AM","EDT","Highlands","June","3","07/28/2024",1070,1,0.042,"Result_Value(ug/L)",,,"I",,"I","Sample","TP08152024A08192024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","June","1","08/20/2024",564,1,0.034,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","June","2","08/20/2024",565,1,0.032,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","June","3","08/20/2024",566,1,0.032,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","June North","1","08/20/2024",572,1,0.047,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","June North","2","08/20/2024",573,1,0.031,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","June North","3","08/20/2024",574,1,0.034,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Little Jackson","1","08/06/2024",575,1,0.075,"Result_Value(ug/L)",,,,,,"Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Little Jackson","2","08/06/2024",576,1,0.061,"Result_Value(ug/L)",,,,,,"Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Little Jackson","3","08/06/2024",577,1,0.067,"Result_Value(ug/L)",,,,,,"Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Lotela","2","08/25/2024",579,1,0.025,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Lotela","3","08/25/2024",580,1,0.025,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/05/2024","10:34:00 AM","EST","Highlands","Lynn","1","07/27/2024",445,1,0.021,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10312024B11052024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/05/2024","10:34:00 AM","EST","Highlands","Lynn","2","07/27/2024",446,1,0.018,"Result_Value(ug/L)",,,"U",,"TI","Sample","TP10312024B11052024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/05/2024","10:34:00 AM","EST","Highlands","Lynn","3","07/27/2024",447,1,0.015,"Result_Value(ug/L)",,,"U",,"TI","Sample","TP10312024B11052024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/05/2024","10:34:00 AM","EST","Highlands","Placid","1","07/31/2024",448,1,0.036,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10312024B11052024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/05/2024","10:34:00 AM","EST","Highlands","Placid","2","07/31/2024",449,1,0.044,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10312024B11052024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/05/2024","10:34:00 AM","EST","Highlands","Placid","3","07/31/2024",450,1,0.034,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10312024B11052024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/31/2024","9:00:00 AM","EDT","11/05/2024","10:34:00 AM","EST","Highlands","Placid","4","07/31/2024",451,1,0.031,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10312024B11052024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Placid","1","08/14/2024",581,1,0.039,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Placid","2","08/14/2024",582,1,0.038,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Placid","3","08/14/2024",583,1,0.037,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Placid","4","08/14/2024",584,1,0.043,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Red Beach","1","08/21/2024",585,1,0.029,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Red Beach","2","08/21/2024",586,1,0.037,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/01/2024","9:00:00 AM","EDT","11/06/2024","11:01:00 AM","EST","Highlands","Red Beach","3","08/21/2024",587,1,0.038,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11012024ATP11062024",,"Florida Lakewatch","21FLKWAT"
