"Org_Analyte_Name","Preparation_Date","Preparation_Time","Preparation_Time_Zone","Analysis_Date","Analysis_Time","Analysis_Time_Zone","County","Lake","Station","Activity_Start_Date","Tube_Number","Dilution","Abs","Result_Value(ug/L)","Result_Comments","QAQC_Qualifier","WIN_Value_Qualifier","Holding_Qualifier","MDL_PQL_Qualifier","Data_Category","Run_ID","Comments","Sampling_Agency_Name","Project_ID"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Crown","3","08/21/2024",631,1,0.8706,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Dead River-1","1","05/21/2024",248,1,1.1875,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Dead River-2","1","05/21/2024",249,1,1.4807,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Dead River-3","1","05/21/2024",250,1,1.3592,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Dora West","2","08/23/2024",632,2,0.6359,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/08/2024","9:00:00 AM","EDT","10/16/2024",,"EDT","Lake","Dorr","1","07/23/2024",1063,1,0.4199,"Result_Value(ug/L)",,,,,,"Sample","TN10082024B10162024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/08/2024","9:00:00 AM","EDT","10/16/2024",,"EDT","Lake","Dorr","2","07/23/2024",1064,1,0.4138,"Result_Value(ug/L)",,,,,,"Sample","TN10082024B10162024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/08/2024","9:00:00 AM","EDT","10/16/2024",,"EDT","Lake","Dorr","3","07/23/2024",1065,1,0.4024,"Result_Value(ug/L)",,,,,,"Sample","TN10082024B10162024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Eustis","1","05/07/2024",251,2,0.6764,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Eustis","2","05/07/2024",252,2,0.7071,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Eustis","3","05/07/2024",253,2,0.7108,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/13/2024","9:00:00 AM","EST","11/14/2024",,"EST","Lake","Eustis","1","06/10/2024",711,2,0.5787,"Result_Value(ug/L)",,,"Q","Q",,"Sample","TN11132024B11142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/13/2024","9:00:00 AM","EST","11/14/2024",,"EST","Lake","Eustis","2","06/10/2024",712,2,0.5986,"Result_Value(ug/L)",,,"Q","Q",,"Sample","TN11132024B11142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/13/2024","9:00:00 AM","EST","11/14/2024",,"EST","Lake","Eustis","3","06/10/2024",713,2,0.6033,"Result_Value(ug/L)",,,"Q","Q",,"Sample","TN11132024B11142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/13/2024","9:00:00 AM","EST","11/14/2024",,"EST","Lake","Eustis","1","07/14/2024",714,2,0.7189,"Result_Value(ug/L)",,,,,,"Sample","TN11132024B11142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/13/2024","9:00:00 AM","EST","11/14/2024",,"EST","Lake","Eustis","2","07/14/2024",715,2,0.6582,"Result_Value(ug/L)",,,,,,"Sample","TN11132024B11142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/13/2024","9:00:00 AM","EST","11/14/2024",,"EST","Lake","Eustis","3","07/14/2024",716,2,0.6569,"Result_Value(ug/L)",,,,,,"Sample","TN11132024B11142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/13/2024","9:00:00 AM","EST","11/14/2024",,"EST","Lake","Eustis","1","08/13/2024",717,2,0.7949,"Result_Value(ug/L)",,,,,,"Sample","TN11132024B11142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/13/2024","9:00:00 AM","EST","11/14/2024",,"EST","Lake","Eustis","2","08/13/2024",718,2,0.6324,"Result_Value(ug/L)",,,,,,"Sample","TN11132024B11142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/13/2024","9:00:00 AM","EST","11/14/2024",,"EST","Lake","Eustis","3","08/13/2024",719,2,0.703,"Result_Value(ug/L)",,,,,,"Sample","TN11132024B11142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","09/19/2024","9:00:00 AM","EDT","10/07/2024",,"EDT","Lake","Florence","1","07/09/2024",659,1,0.9822,"Result_Value(ug/L)",,,,,,"Sample","TN09192024A10072024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","09/19/2024","9:00:00 AM","EDT","10/07/2024",,"EDT","Lake","Florence","2","07/09/2024",660,1,0.9732,"Result_Value(ug/L)",,,,,,"Sample","TN09192024A10072024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","09/19/2024","9:00:00 AM","EDT","10/07/2024",,"EDT","Lake","Florence","3","07/09/2024",661,1,0.9717,"Result_Value(ug/L)",,,,,,"Sample","TN09192024A10072024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Florence","1","08/08/2024",633,1,0.9621,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Florence","2","08/08/2024",634,1,0.9592,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Florence","3","08/08/2024",635,1,0.9407,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Harris East","1","05/08/2024",254,2,0.8024,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Harris East","2","05/08/2024",255,2,0.9999,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Harris East","3","05/08/2024",256,2,1.0012,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Harris East","1","08/28/2024",636,2,0.6367,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Harris East","2","08/28/2024",637,2,0.6134,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Harris East","3","08/28/2024",638,2,0.6597,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Harris West","1","05/18/2024",257,2,0.8681,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Harris West","2","05/18/2024",258,2,0.8574,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Harris West","3","05/18/2024",259,2,0.8837,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","08/07/2024","9:00:00 AM","EDT","08/15/2024",,"EDT","Lake","Jewel","1","04/10/2024",1012,1,0.8901,"Result_Value(ug/L)",,,,,,"Sample","TN08072024B08152024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","08/07/2024","9:00:00 AM","EDT","08/15/2024",,"EDT","Lake","Jewel","2","04/10/2024",1013,1,0.888,"Result_Value(ug/L)",,,,,,"Sample","TN08072024B08152024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","08/07/2024","9:00:00 AM","EDT","08/15/2024",,"EDT","Lake","Jewel","3","04/10/2024",1014,1,0.8813,"Result_Value(ug/L)",,,,,,"Sample","TN08072024B08152024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Jewel","1","08/28/2024",642,1,0.8355,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Jewel","2","08/28/2024",643,1,0.838,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Jewel","3","08/28/2024",644,1,0.8061,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Joanna","1","05/12/2024",271,1,0.5995,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Joanna","2","05/12/2024",272,1,0.5818,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Lake","Joanna","3","05/12/2024",273,1,0.6047,"Result_Value(ug/L)",,,,,,"Sample","TN07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","09/19/2024","9:00:00 AM","EDT","10/07/2024",,"EDT","Lake","Joanna","1","07/12/2024",662,1,0.6135,"Result_Value(ug/L)",,,,,,"Sample","TN09192024A10072024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","09/19/2024","9:00:00 AM","EDT","10/07/2024",,"EDT","Lake","Joanna","2","07/12/2024",663,1,0.5885,"Result_Value(ug/L)",,,,,,"Sample","TN09192024A10072024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","09/19/2024","9:00:00 AM","EDT","10/07/2024",,"EDT","Lake","Joanna","3","07/12/2024",664,1,0.6042,"Result_Value(ug/L)",,,,,,"Sample","TN09192024A10072024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Joanna","1","08/14/2024",645,1,0.5834,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Joanna","2","08/14/2024",646,1,0.5728,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Joanna","3","08/14/2024",652,1,0.5897,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","09/19/2024","9:00:00 AM","EDT","10/07/2024",,"EDT","Lake","Lorraine","1","07/29/2024",665,2,0.7333,"Result_Value(ug/L)",,,,,,"Sample","TN09192024A10072024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","09/19/2024","9:00:00 AM","EDT","10/07/2024",,"EDT","Lake","Lorraine","2","07/29/2024",666,2,0.6958,"Result_Value(ug/L)",,,,,,"Sample","TN09192024A10072024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","09/19/2024","9:00:00 AM","EDT","10/07/2024",,"EDT","Lake","Lorraine","3","07/29/2024",667,2,0.7207,"Result_Value(ug/L)",,,,,,"Sample","TN09192024A10072024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Lorraine","1","08/30/2024",653,2,0.7354,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Lorraine","2","08/30/2024",654,2,0.7041,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Lorraine","3","08/30/2024",655,2,0.7031,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Louisa","1","08/02/2024",656,2,0.5333,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Louisa","2","08/02/2024",657,2,0.5427,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Louisa","3","08/02/2024",658,2,0.5293,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/17/2024","9:00:00 AM","EDT","10/22/2024",,"EDT","Lake","Palatlakaha","1","07/08/2024",380,1,0.8327,"Result_Value(ug/L)",,,,,,"Sample","TN10172024B10222024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/17/2024","9:00:00 AM","EDT","10/22/2024",,"EDT","Lake","Palatlakaha","2","07/08/2024",381,1,0.955,"Result_Value(ug/L)",,,,,,"Sample","TN10172024B10222024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/17/2024","9:00:00 AM","EDT","10/22/2024",,"EDT","Lake","Palatlakaha","3","07/08/2024",387,1,0.7654,"Result_Value(ug/L)",,,,,,"Sample","TN10172024B10222024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","08/07/2024","9:00:00 AM","EDT","08/15/2024",,"EDT","Lake","Royal","1","04/10/2024",1015,1,1.1306,"Result_Value(ug/L)",,,,,,"Sample","TN08072024B08152024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","08/07/2024","9:00:00 AM","EDT","08/15/2024",,"EDT","Lake","Royal","2","04/10/2024",1016,1,1.0918,"Result_Value(ug/L)",,,,,,"Sample","TN08072024B08152024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","08/07/2024","9:00:00 AM","EDT","08/15/2024",,"EDT","Lake","Royal","3","04/10/2024",1017,1,1.1005,"Result_Value(ug/L)",,,,,,"Sample","TN08072024B08152024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Royal","1","08/28/2024",661,1,0.9115,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Royal","2","08/28/2024",662,1,0.864,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/22/2024","9:00:00 AM","EDT","10/23/2024",,"EDT","Lake","Royal","3","08/28/2024",663,1,0.8714,"Result_Value(ug/L)",,,,,,"Sample","TN10222024B10232024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","09/19/2024","9:00:00 AM","EDT","10/07/2024",,"EDT","Lake","Saunders","1","07/01/2024",682,1,0.4712,"Result_Value(ug/L)",,,,,,"Sample","TN09192024B10072024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/15/2024","9:40:00 AM","EDT","10/17/2024",,"EDT","Lake","Sellers","1","07/23/2024",1380,1,0.1756,"Result_Value(ug/L)",,,,,,"Sample","TN10152024A10172024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/15/2024","9:40:00 AM","EDT","10/17/2024",,"EDT","Lake","Sellers","2","07/23/2024",1381,1,0.1692,"Result_Value(ug/L)",,,,,,"Sample","TN10152024A10172024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/15/2024","9:40:00 AM","EDT","10/17/2024",,"EDT","Lake","Sellers","3","07/23/2024",1387,1,0.1747,"Result_Value(ug/L)",,,,,,"Sample","TN10152024A10172024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/15/2024","9:40:00 AM","EDT","10/17/2024",,"EDT","Lake","Wildcat","1","07/23/2024",1388,1,0.1707,"Result_Value(ug/L)",,,,,,"Sample","TN10152024A10172024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/15/2024","9:40:00 AM","EDT","10/17/2024",,"EDT","Lake","Wildcat","2","07/23/2024",1389,1,0.2351,"Result_Value(ug/L)",,,,,,"Sample","TN10152024A10172024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/15/2024","9:40:00 AM","EDT","10/17/2024",,"EDT","Lake","Wildcat","3","07/23/2024",1390,1,0.2302,"Result_Value(ug/L)",,,,,,"Sample","TN10152024A10172024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/15/2024","9:40:00 AM","EDT","10/17/2024",,"EDT","Leon","Munson","1","07/06/2024",1401,1,0.7192,"Result_Value(ug/L)",,,,,,"Sample","TN10152024A10172024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Leon","Munson","1","08/10/2024",1271,1,0.6842,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/15/2024","9:40:00 AM","EDT","10/17/2024",,"EDT","Marion","Charles","1","07/23/2024",1425,2,0.5963,"Result_Value(ug/L)",,,,,,"Sample","TN10152024A10172024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/15/2024","9:40:00 AM","EDT","10/17/2024",,"EDT","Marion","Charles","2","07/23/2024",1426,2,0.5806,"Result_Value(ug/L)",,,,,,"Sample","TN10152024A10172024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/15/2024","9:40:00 AM","EDT","10/17/2024",,"EDT","Marion","Charles","3","07/23/2024",1427,2,0.5809,"Result_Value(ug/L)",,,,,,"Sample","TN10152024A10172024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/15/2024","9:40:00 AM","EDT","10/22/2024",,"EDT","Marion","Halfmoon","1","07/23/2024",1445,1,0.6898,"Result_Value(ug/L)",,,,,,"Sample","TN10152024B10222024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/15/2024","9:40:00 AM","EDT","10/22/2024",,"EDT","Marion","Halfmoon","2","07/23/2024",1446,1,0.6833,"Result_Value(ug/L)",,,,,,"Sample","TN10152024B10222024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/15/2024","9:40:00 AM","EDT","10/22/2024",,"EDT","Marion","Halfmoon","3","07/23/2024",1447,1,0.6841,"Result_Value(ug/L)",,,,,,"Sample","TN10152024B10222024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","09/04/2024","9:30:00 AM","EDT","09/10/2024",,"EDT","Marion","Lou","1","07/23/2024",590,1,0.8971,"Result_Value(ug/L)",,,,,,"Sample","TN09042024B09102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","09/04/2024","9:30:00 AM","EDT","09/10/2024",,"EDT","Marion","Lou","2","07/23/2024",591,1,0.9098,"Result_Value(ug/L)",,,,,,"Sample","TN09042024B09102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","09/04/2024","9:30:00 AM","EDT","09/10/2024",,"EDT","Marion","Lou","3","07/23/2024",592,1,0.8798,"Result_Value(ug/L)",,,,,,"Sample","TN09042024B09102024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Ponar 1","10/22/2024",289,1,0.8863,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Ponar 2","10/22/2024",290,1,0.8864,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Ponar 3","10/22/2024",291,1,0.8849,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Reservoir 2","10/22/2024",287,1,0.9224,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Canal 1","10/23/2024",307,1,0.9024,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Canal 2","10/23/2024",308,1,0.8545,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Canal 3","10/23/2024",309,1,0.8011,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Downstream 1","10/23/2024",292,1,1.2016,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Downstream 2","10/23/2024",293,1,1.5347,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Downstream 3","10/23/2024",294,1,0.9802,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Downstream 4","10/23/2024",295,1,0.8925,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Downstream 5","10/23/2024",296,1,1.0499,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Downstream 6","10/23/2024",297,1,1.0055,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/06/2024","9:00:00 AM","EST","11/08/2024",,"EST","Marion","Ocklawaha River_Belchior_Student Project","Reservoir 3","10/23/2024",288,1,0.8528,"Result_Value(ug/L)",,,,,,"Sample","TN11062024A11082024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Marion","Sunset Harbor","1","04/15/2024",229,1,0.6882,"Result_Value(ug/L)",,,,,,"Sample","TN07022024A07112024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Marion","Sunset Harbor","2","04/15/2024",230,1,0.6804,"Result_Value(ug/L)",,,,,,"Sample","TN07022024A07112024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/02/2024","9:00:00 AM","EDT","07/11/2024",,"EDT","Marion","Sunset Harbor","3","04/15/2024",231,1,0.6764,"Result_Value(ug/L)",,,,,,"Sample","TN07022024A07112024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","06/27/2024","9:00:00 AM","EDT","07/01/2024",,"EDT","Marion","Weir","1","04/06/2024",149,1,0.7329,"Result_Value(ug/L)",,,,,,"Sample","TN06272024B07022024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","06/27/2024","9:00:00 AM","EDT","07/01/2024",,"EDT","Marion","Weir","2","04/06/2024",150,1,0.7191,"Result_Value(ug/L)",,,,,,"Sample","TN06272024B07022024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","06/27/2024","9:00:00 AM","EDT","07/01/2024",,"EDT","Marion","Weir","3","04/06/2024",151,1,0.6866,"Result_Value(ug/L)",,,,,,"Sample","TN06272024B07022024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/09/2024","9:00:00 AM","EDT","07/16/2024",,"EDT","Miami-Dade","Oakland","1","06/04/2024",771,1,0.2882,"Result_Value(ug/L)",,,,,,"Sample","TN07092024A07162024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/09/2024","9:00:00 AM","EDT","07/16/2024",,"EDT","Miami-Dade","Oakland","2","06/04/2024",772,1,0.3006,"Result_Value(ug/L)",,,,,,"Sample","TN07092024A07162024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","07/09/2024","9:00:00 AM","EDT","07/16/2024",,"EDT","Miami-Dade","Oakland","3","06/04/2024",773,1,0.2966,"Result_Value(ug/L)",,,,,,"Sample","TN07092024A07162024",,"Florida Lakewatch","21FLKWAT"
