Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Abs,Org_Result_Value,Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,LWID,Comments
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Gulf,St. Joseph Bay-5,1,07/26/2024,,1,0.011,8,,,,,,Sample,COL1031202411012024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Gulf,St. Joseph Bay-6,1,07/26/2024,,1,0.013,10,,,,,,Sample,COL1031202411012024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Gulf,St. Joseph Bay-7,1,07/26/2024,,1,0.012,9,,,,,,Sample,COL1031202411012024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Gulf,St. Joseph Bay-8,1,07/26/2024,,1,0.019,14,,,,,,Sample,COL1031202411012024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Gulf,St. Joseph Bay-9,1,07/26/2024,,1,0.017,13,,,,,,Sample,COL1031202411012024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hernando,Arepika Channel,1,07/30/2024,,1,0.007,5,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hernando,Chassahowitzka Channel,1,07/30/2024,,1,0.009,6,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hernando,Cutter Rock,1,07/30/2024,,1,0.007,5,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hernando,Hernando Beach Waters,1,07/30/2024,,1,0.007,5,,,,,,Sample,COL1029202410302024,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Hernando,Hernando Beach-1,1,04/30/2024,,1,0.012,10,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Hernando,Hernando Beach-2,1,04/30/2024,,1,0.009,8,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Hernando,Hernando Beach-3,1,04/30/2024,,1,0.019,15,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Hernando,Hernando Beach-4,1,04/30/2024,,1,0.018,14,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Hernando,Hernando Beach-6,1,04/30/2024,,1,0.008,7,,,,,,Sample,COL8232482824,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Hernando,Hunter,1,04/19/2024,,1,0.032,24,,,Q,Q,,Sample,COL1015202410162024,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Hernando,Mountain,1,04/21/2024,,1,0.071,51,,,,,,Sample,COL8232482824,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Hernando,Mountain,1,04/28/2024,,1,0.057,43,,,Q,Q,,Sample,COL1015202410162024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hernando,North Rack,1,07/30/2024,,1,0.009,6,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hernando,Pine Island,1,07/30/2024,,1,0.011,8,,,,,,Sample,COL1029202410302024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Hernando,Weeki Wachee-1,1,04/06/2024,,1,0.002,2,,,Q,Q,,Sample,COL1001202409252024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hernando,Weeki Wachee-1,1,07/14/2024,,1,0.008,6,,,,,,Sample,COL1031202411012024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Hernando,Weeki Wachee-2,1,04/06/2024,,1,0.003,2,,,Q,Q,,Sample,COL1001202409252024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hernando,Weeki Wachee-2,1,07/14/2024,,1,0.006,4,,,,,,Sample,COL1031202411012024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Hernando,Weeki Wachee-3,1,04/06/2024,,1,0.007,6,,,Q,Q,,Sample,COL1001202409252024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hernando,Weeki Wachee-3,1,07/14/2024,,1,0.01,7,,,,,,Sample,COL1031202411012024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Highlands,Annie,1,07/18/2024,,1,0.063,48,,,,,,Sample,COL1001202409252024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Highlands,Apthorpe,1,07/25/2024,,1,0.026,20,,,,,,Sample,COL1001202409252024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Highlands,Catfish Creek-1,1,07/23/2024,,1,0.132,101,,,,,,Sample,COL1001202409252024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Highlands,Catfish Creek-2,1,07/23/2024,,1,0.123,94,,,,,,Sample,COL1001202409252024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Highlands,Clay,1,07/25/2024,,1,0.018,14,,,,,,Sample,COL1001202409252024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Highlands,Damon,1,07/10/2024,,1,0.018,14,,,,,,Sample,COL1001202409252024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Highlands,Dinner,1,07/26/2024,,1,0.01,7,,,,,,Sample,COL1024202410282024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Highlands,Grassy,1,04/20/2024,,1,0.019,14,,,,,,Sample,COL,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Highlands,Huntley,1,07/28/2024,,1,0.018,14,,,,,,Sample,COL1001202409252024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Highlands,Jackson,1,01/27/2024,,1,0.017,13,,,Q,Q,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Highlands,Jackson,1,04/17/2024,,1,0.016,12,,,,,,Sample,COL,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Highlands,June,1,07/23/2024,,1,0.014,11,,,,,,Sample,COL1001202409252024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Highlands,June North,1,07/23/2024,,1,0.012,8,,,,,,Sample,COL91320249162024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Highlands,Little Jackson,1,07/03/2024,,1,0.024,18,,,,,,Sample,COL1024202410282024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Highlands,Lotela,1,07/23/2024,,1,0.006,4,,,,,,Sample,COL91320249162024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Highlands,Olivia,1,07/18/2024,,1,0.017,13,,,,,,Sample,COL1024202410282024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Highlands,Persimmon,1,07/25/2024,,1,0.033,23,,,,,,Sample,COL91320249162024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Highlands,Pythias,1,07/08/2024,,1,0.012,9,,,,,,Sample,COL1024202410282024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Highlands,Red Beach,1,07/26/2024,,1,0.026,19,,,,,,Sample,COL1024202410282024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Highlands,Sebring,1,07/29/2024,,1,0.056,42,,,,,,Sample,COL1024202410282024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Armistead,1,04/16/2024,,1,0.088,63,,,,,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Brant,1,04/29/2024,,1,0.035,26,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Brant,1,07/24/2024,,1,0.023,16,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Brant,2,07/24/2024,,1,0.027,19,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Brant,3,07/24/2024,,1,0.026,18,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Brant - special,1,07/24/2024,,1,0.024,17,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Brant - special,2,07/24/2024,,1,0.024,17,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Brant - special,3,07/24/2024,,1,0.026,18,,,,,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Breakenridge,1,04/20/2024,,1,0.039,28,,,,,,Sample,COL,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Breakenridge,1,07/17/2024,,1,0.015,11,,,,,,Sample,COL1029202410302024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Carroll,1,04/14/2024,,1,0.008,7,,,,,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Church,1,04/26/2024,,1,0.017,13,,,,,,Sample,COL,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Church,1,07/23/2024,,1,0.013,9,,,,,,Sample,COL1029202410302024,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Church,1,08/20/2024,,1,0.017,12,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Church,2,08/20/2024,,1,0.019,13,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Church,3,08/20/2024,,1,0.019,13,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Church - special,1,08/20/2024,,1,0.015,10,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Church - special,2,08/20/2024,,1,0.017,12,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Church - special,3,08/20/2024,,1,0.019,13,,,,,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Cooper,1,04/14/2024,,1,0.026,19,,,,,,Sample,COL,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Cooper,1,07/27/2024,,1,0.031,23,,,,,,Sample,COL1029202410302024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Crystal,1,04/21/2024,,1,0.066,47,,,,,,Sample,COL,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hillsborough,Crystal,1,07/28/2024,,1,0.044,33,,,,,,Sample,COL1031202411012024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Cypress Creek-122-1,1,07/30/2024,,1,0.109,82,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Cypress Creek-122-2,1,07/30/2024,,1,0.12,90,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Dan,1,07/30/2024,,1,0.052,39,,,,,,Sample,COL1029202410302024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Dead Lady,1,04/17/2024,,1,0.106,76,,,,,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Dosson,1,04/01/2024,,1,0.087,62,,,Q,Q,,Sample,COL,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hillsborough,Dosson,1,07/01/2024,,1,0.069,52,,,,,,Sample,COL1031202411012024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Dosson,1,07/29/2024,,1,0.079,59,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,East,1,07/24/2024,,1,0.066,49,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Elizabeth,1,07/12/2024,,1,0.028,21,,,,,,Sample,COL1029202410302024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Estes,1,04/10/2024,,1,0.043,31,,,,,,Sample,COL,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Flynn,1,07/30/2024,,1,0.109,82,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Francis,1,07/30/2024,,1,0.09,68,,,,,,Sample,COL1029202410302024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Hiawatha,1,04/01/2024,,1,0.034,25,,,Q,Q,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Hobbs,1,04/28/2024,,1,0.026,19,,,,,,Sample,COL,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hillsborough,Hobbs,1,07/28/2024,,1,0.023,17,,,,,,Sample,COL1031202411012024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Hog Island,1,04/15/2024,,1,0.047,34,,,,,,Sample,COL,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Hog Island,1,07/13/2024,,1,0.052,39,,,,,,Sample,COL1029202410302024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Island Ford,1,04/01/2024,,1,0.027,20,,,Q,Q,,Sample,COL,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Hillsborough,Island Ford,1,07/01/2024,,1,0.02,17,1,,,,,Sample,COL10172024COL10222024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,James,1,07/23/2024,,1,0.041,31,,,,,,Sample,COL1029202410302024,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,James,1,08/20/2024,,1,0.049,35,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,James,2,08/20/2024,,1,0.058,41,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,James,3,08/20/2024,,1,0.053,38,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,James - special,1,08/20/2024,,1,0.05,36,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,James - special,2,08/20/2024,,1,0.05,36,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,James - special,3,08/20/2024,,1,0.053,38,,,,,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,June,1,04/02/2024,,1,0.053,38,,,Q,Q,,Sample,COL,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Keystone,1,07/05/2024,,1,0.045,34,,,,,,Sample,COL1029202410302024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hillsborough,Lutz,1,07/31/2024,,1,0.032,24,,,,,,Sample,COL1031202411012024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Lykes Lane Pond,1,04/03/2024,,1,0.075,54,,,Q,Q,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Magdalene,1,04/25/2024,,1,0.023,17,,,,,,Sample,COL,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hillsborough,Magdalene,1,07/27/2024,,1,0.026,20,,,,,,Sample,COL1031202411012024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Maurine,1,07/25/2024,,1,0.029,21,,,,,,Sample,COL1029202410302024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hillsborough,Mid,1,07/14/2024,,1,0.034,26,,,,,,Sample,COL1031202411012024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Newlands,1,04/25/2024,,1,0.06,43,,,,,,Sample,COL,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Hillsborough,Newlands,1,07/30/2024,,1,0.062,46,,,,,,Sample,COL1029202410302024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,North Pond,1,04/07/2024,,1,0.029,21,,,Q,Q,,Sample,COL,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hillsborough,North Pond,1,07/19/2024,,1,0.032,24,,,,,,Sample,COL1031202411012024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Osceola,1,04/06/2024,,1,0.019,14,,,Q,Q,,Sample,COL,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Hillsborough,Osceola,1,07/28/2024,,1,0.017,12,,,,,,Sample,COL91320249162024,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Osceola,1,08/15/2024,,1,0.034,24,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Osceola,2,08/15/2024,,1,0.033,23,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Osceola,3,08/15/2024,,1,0.037,26,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Osceola - special,1,08/15/2024,,1,0.034,24,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Osceola - special,2,08/15/2024,,1,0.03,21,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Osceola - special,3,08/15/2024,,1,0.031,22,,,,,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Pine,1,04/20/2024,,1,0.024,18,,,,,,Sample,COL,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hillsborough,Pine,1,07/14/2024,,1,0.028,21,,,,,,Sample,COL1031202411012024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Platt,1,04/20/2024,,1,0.024,18,,,,,,Sample,COL,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hillsborough,Round,1,07/14/2024,,1,0.02,15,,,,,,Sample,COL1031202411012024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Silver,1,04/21/2024,,1,0.025,19,,,,,,Sample,COL,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hillsborough,Silver,1,07/23/2024,,1,0.021,16,,,,,,Sample,COL1031202411012024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Strawberry,1,04/28/2024,,1,0.043,31,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Strawberry,1,07/24/2024,,1,0.031,22,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Strawberry,2,07/24/2024,,1,0.032,23,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Strawberry,3,07/24/2024,,1,0.033,23,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Strawberry - special,1,07/24/2024,,1,0.034,24,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Strawberry - special,2,07/24/2024,,1,0.027,19,,,,,,Sample,COL,,
09/12/2024,3:45:00 PM,EDT,09/13/2024,11:50:00 AM,EDT,Hillsborough,Strawberry - special,3,07/24/2024,,1,0.034,24,,,,,,Sample,COL,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Hillsborough,Taylor,1,07/30/2024,,1,0.018,13,,,,,,Sample,COL1031202411012024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,Twin,1,04/25/2024,,1,0.034,25,,,,,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Hillsborough,White Trout,1,04/16/2024,,1,0.015,11,,,,,,Sample,COL,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Holmes,CBA Pea River-1,1,07/12/2024,,1,0.024,18,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Holmes,CBA River-7,1,07/12/2024,,1,0.024,18,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Holmes,CBA River-8,1,07/12/2024,,1,0.024,18,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Holmes,CBA River-9,1,07/12/2024,,1,0.017,13,,,,,,Sample,COL0924202409252024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Indian River,Blue Cypress,1,07/30/2024,,1,0.199,155,1,,,,,Sample,COL10172024COL10222024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Lake,Bay,1,07/14/2024,,1,0.118,89,,,,,,Sample,COL1029202410302024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Lake,Bear,1,07/02/2024,,1,0.083,63,,,,,,Sample,COL1015202410162024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Lake,Bugg Springs,1,07/14/2024,,1,0.007,5,,,,,,Sample,COL1029202410302024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Lake,Crescent,1,04/30/2024,,1,0.076,57,,,Q,Q,,Sample,COL1024202410282024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Lake,Crescent,1,07/31/2024,,1,0.059,45,,,,,,Sample,COL1015202410162024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Lake,Crown,1,04/10/2024,,1,0.031,23,,,,,,Sample,COL082924083024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Lake,Crown,1,07/22/2024,,1,0.022,16,,,,,,Sample,COL1112202411142024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Lake,Dora West,3,07/24/2024,,1,0.02,15,,,,,,Sample,COL1029202410302024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Lake,Dorr,1,07/14/2024,,1,0.022,16,,,,,,Sample,COL082924083024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Lake,Dorr,1,07/23/2024,,1,0.064,48,,,,,,Sample,COL1029202410302024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Lake,Emma,1,07/28/2024,,1,0.044,33,,,,,,Sample,COL1112202411142024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Lake,Florence,1,07/09/2024,,1,0.015,11,,,,,,Sample,COL1015202410162024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Lake,Griffin West,1,07/21/2024,,2,0.125,188,,,,,,Sample,COL1024202410282024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Lake,Harris West,1,07/28/2024,,1,0.017,12,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Lake,Hiawatha,1,07/09/2024,,1,0.098,74,,,,,,Sample,COL1029202410302024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Lake,Jewel,1,04/10/2024,,1,0.047,34,,,,,,Sample,COL082924083024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Lake,Jewel,1,07/22/2024,,1,0.043,32,,,,,,Sample,COL1029202410302024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Lake,Joanna,1,07/12/2024,,1,0.015,11,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Lake,Lorraine,1,07/29/2024,,1,0.063,48,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Lake,Louisa,1,07/02/2024,,4,0.069,209,,,,,,Sample,COL1015202410162024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Lake,Palatlakaha,1,07/09/2024,,1,0.155,117,,,,,,Sample,COL1112202411142024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Lake,Royal,1,04/10/2024,,1,0.023,17,,,,,,Sample,COL082924083024,,
