Org Analyte Name,Activity Type,Sample Collection Type,Sample Collection Equipment,Activity Depth,Activity Depth Unit,Total Depth,Total Depth Unit,Analysis Method,Sample Fraction,Preparation Date,Preparation Time,Preparation Time Zone,Analysis Date,Analysis Time,Analysis Time Zone,County,Lake,Station,Activity Start Date,Activity Start Time,Activity Time Zone,Org Result Value,Org Result Unit,Org MDL,Org PQL,Org Detection Unit,Value Qualifier,Result Comments,Result Value Type Name,Dilution
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/18/23,2:50:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Alto,3,12/18/23,12:00:00 PM,EST,4,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/6/23,2:21:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Blues Creek-1,1,12/6/23,1:41:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/6/23,2:18:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Blues Creek-2,1,12/6/23,1:29:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/6/23,2:14:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Blues Creek-3,1,12/6/23,1:16:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/6/23,2:11:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Cellon Creek-2,1,12/6/23,11:17:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/6/23,2:06:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Cellon Creek-3,1,12/6/23,11:27:00 AM,EST,6,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/6/23,2:02:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Cellon Creek-4,1,12/6/23,12:53:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/19/23,1:10:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Kingswood,1,12/19/23,1:00:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/19/23,1:10:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Kingswood,2,12/19/23,1:00:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/19/23,1:10:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Kingswood,3,12/19/23,1:00:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/13/23,1:30:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Little Santa Fe,1,12/12/23,2:14:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/13/23,1:33:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Little Santa Fe,2,12/12/23,2:20:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/13/23,1:36:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Little Santa Fe,3,12/12/23,2:26:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/13/23,1:39:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Melrose Bay,1,12/12/23,1:12:00 PM,EST,4,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/13/23,1:42:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Melrose Bay,2,12/12/23,12:59:00 PM,EST,6,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/13/23,1:45:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Melrose Bay,3,12/12/23,1:04:00 PM,EST,6,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/13/23,1:48:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Santa Fe,1,12/12/23,2:03:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/13/23,1:51:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Santa Fe,2,12/12/23,1:51:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/13/23,1:54:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Santa Fe,3,12/12/23,1:44:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/13/23,1:57:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Santa Fe-barricade,1,12/12/23,1:20:00 PM,EST,10,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/13/23,2:00:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Santa Fe-canal mouth,1,12/12/23,1:27:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/13/23,2:03:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Santa Fe-Painter Canal,1,12/12/23,1:30:00 PM,EST,16,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/6/23,2:23:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Turkey Creek-1,1,12/6/23,10:31:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/6/23,2:28:00 PM,EST,1/10/24,9:45:00 AM,EST,Alachua,Turkey Creek-2,1,12/6/23,1:14:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,9/26/23,4:45:00 PM,EDT,1/10/24,9:45:00 AM,EST,Citrus,Fort Cooper,1,9/26/23,9:25:00 AM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,9/26/23,4:59:00 PM,EDT,1/10/24,9:45:00 AM,EST,Citrus,Fort Cooper,2,9/26/23,9:45:00 AM,EDT,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,9/26/23,5:15:00 PM,EDT,1/10/24,9:45:00 AM,EST,Citrus,Fort Cooper,3,9/26/23,9:51:00 AM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/21/23,3:35:00 PM,EST,1/10/24,9:45:00 AM,EST,Citrus,Fort Cooper,1,11/21/23,11:45:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/21/23,3:40:00 PM,EST,1/10/24,9:45:00 AM,EST,Citrus,Fort Cooper,2,11/21/23,12:45:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/21/23,3:45:00 PM,EST,1/10/24,9:45:00 AM,EST,Citrus,Fort Cooper,3,11/21/23,12:55:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/22/23,2:21:00 PM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Cudjoe-3,1,10/22/23,8:55:00 AM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/22/23,2:31:00 PM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Cudjoe-4,1,10/22/23,9:12:00 AM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/22/23,2:42:00 PM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Cudjoe-5,1,10/22/23,9:23:00 AM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/22/23,2:53:00 PM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Cudjoe-7,1,10/22/23,9:05:00 AM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/21/23,4:02:00 PM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Cudjoe-8,1,10/21/23,2:40:00 PM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/21/23,3:55:00 PM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Cudjoe-9,1,10/21/23,2:15:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/21/23,3:45:00 PM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Cudjoe-10,1,10/21/23,1:30:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/21/23,3:35:00 PM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Cudjoe-11,1,10/21/23,1:10:00 PM,EDT,2,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/21/23,3:25:00 PM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Cudjoe-12,1,10/21/23,12:50:00 PM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/21/23,3:15:00 PM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Cudjoe-13,1,10/21/23,2:30:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/6/23,8:11:00 AM,EST,1/10/24,9:45:00 AM,EST,Monroe,Northside,1,12/6/23,4:05:00 PM,EST,17,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,12/6/23,9:59:00 AM,EST,1/10/24,9:45:00 AM,EST,Monroe,Northside,2,12/6/23,4:00:00 PM,EST,14,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,9/28/23,11:30:00 AM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Tarpon Basin-1,1,9/28/23,10:30:00 AM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/28/23,8:50:00 AM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Tarpon Basin-1,1,10/27/23,9:30:00 AM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/14/23,4:10:00 PM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Tarpon Basin-1,1,11/14/23,3:30:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,9/28/23,11:34:00 AM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Tarpon Basin-2,1,9/28/23,10:27:00 AM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/28/23,9:00:00 AM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Tarpon Basin-2,1,10/27/23,9:40:00 AM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/14/23,4:16:00 PM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Tarpon Basin-2,1,11/14/23,3:27:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,9/28/23,11:41:00 AM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Tarpon Basin-3,1,9/28/23,10:34:00 AM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/28/23,9:07:00 AM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Tarpon Basin-3,1,10/27/23,9:45:00 AM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/14/23,4:23:00 PM,EDT,1/10/24,9:45:00 AM,EST,Monroe,Tarpon Basin-3,1,11/14/23,3:16:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/18/23,10:33:00 AM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Bellalago,1,10/18/23,9:20:00 AM,EDT,57,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/18/23,10:40:00 AM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Bellalago,2,10/18/23,9:32:00 AM,EDT,64,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/18/23,10:45:00 AM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Bellalago,3,10/18/23,9:45:00 AM,EDT,49,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/8/23,10:06:00 AM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Brick,1,10/8/23,7:58:00 AM,EDT,6,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/8/23,10:11:00 AM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Brick,2,10/8/23,8:09:00 AM,EDT,6,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/8/23,10:17:00 AM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Brick,3,10/8/23,8:21:00 AM,EDT,6,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/18/23,11:35:00 AM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Center,1,10/18/23,10：45,EDT,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/18/23,11:40:00 AM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Center,2,10/18/23,10:36:00 AM,EDT,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/18/23,11:45:00 AM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Center,3,10/18/23,10:30:00 AM,EDT,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/21/23,12:26:00 PM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Fish,1,10/21/23,12:05:00 PM,EDT,17,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/21/23,12:29:00 PM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Fish,2,10/21/23,12:11:00 PM,EDT,21,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/21/23,12:33:00 PM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Fish,3,10/21/23,12:17:00 PM,EDT,21,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/18/23,10:45:00 AM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Tohopekaliga-Middle,1,10/18/23,8:51:00 AM,EDT,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/18/23,10:50:00 AM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Tohopekaliga-Middle,2,10/18/23,9:00:00 AM,EDT,8,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,10/18/23,10:55:00 AM,EDT,1/10/24,9:45:00 AM,EST,Osceola,Tohopekaliga-Middle,3,10/18/23,9:10:00 AM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,Anderson Cue,1,11/28/23,2:26:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,Anderson Cue,2,11/28/23,2:35:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,Anderson Cue,3,11/28/23,2:43:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/4/24,,EST,1/12/24,10:00:00 AM,EST,Putnam,Anderson Cue,1,1/4/24,9:54:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/4/24,,EST,1/12/24,10:00:00 AM,EST,Putnam,Anderson Cue,2,1/4/24,10:01:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/4/24,,EST,1/12/24,10:00:00 AM,EST,Putnam,Anderson Cue,3,1/4/24,10:00:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,Barco,1,11/28/23,8:57:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,Barco,2,11/28/23,9:16:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,Barco,3,11/28/23,9:25:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/4/24,,EST,1/12/24,10:00:00 AM,EST,Putnam,Barco,1,1/4/24,10:53:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/4/24,,EST,1/12/24,10:00:00 AM,EST,Putnam,Barco,2,1/4/24,11:03:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/4/24,,EST,1/12/24,10:00:00 AM,EST,Putnam,Barco,3,1/4/24,11:10:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,Enslow,1,11/28/23,10:50:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,Enslow,2,11/28/23,11:01:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,Enslow,3,11/28/23,11:09:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/4/24,,EST,1/12/24,10:00:00 AM,EST,Putnam,Enslow,1,1/3/24,3:32:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/4/24,,EST,1/12/24,10:00:00 AM,EST,Putnam,Enslow,2,1/3/24,3:46:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/4/24,,EST,1/12/24,10:00:00 AM,EST,Putnam,Enslow,3,1/3/24,3:59:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,Goose,1,11/29/23,3:07:00 PM,EST,2,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,Goose,2,11/29/23,3:17:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,Goose,3,11/29/23,3:25:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/5/24,,EST,1/12/24,10:00:00 AM,EST,Putnam,Goose,1,1/4/24,2:07:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/5/24,,EST,1/12/24,10:00:00 AM,EST,Putnam,Goose,2,1/4/24,2:16:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/5/24,,EST,1/12/24,10:00:00 AM,EST,Putnam,Goose,3,1/4/24,2:24:00 PM,EST,2,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,McCloud,1,11/28/23,1:03:00 PM,EST,10,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,McCloud,2,11/28/23,1:17:00 PM,EST,11,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,11/30/23,,EST,1/12/24,10:00:00 AM,EST,Putnam,McCloud,3,11/28/23,1:24:00 PM,EST,10,ug/L,1,1,ug/L,,,Actual,1
Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/4/24,,EST,1/12/24,10:00:00 AM,EST,Putnam,McCloud,1,1/4/24,8:50:00 AM,EST,6,ug/L,1,1,ug/L,,,Actual,1
