Total_Depth,Total_Depth_Unit,County,Lake,Station,Activity_Start_Date,Activity_Start_Time,Activity_Time_Zone,Org_Result_Value,Org_Result_Unit,Result_Comments,WIN_Value_Qualifier,Data_Category,Run_ID,Study,Comments
6.5,ft,Seminole,Triplet North,1,02/04/2025,10:20:00 AM,EST,6,ft,,,Sample,SECCHI10232025,,
5,ft,Seminole,Triplet North,2,02/04/2025,10:30:00 AM,EST,5,ft,,S,Sample,SECCHI10232025,,
4.8,ft,Seminole,Triplet North,3,02/04/2025,10:14:59 AM,EST,4.8,ft,,S,Sample,SECCHI10232025,,
4,ft,Seminole,Triplet Middle,1,08/04/2025,12:19:59 PM,EST,4,ft,,S,Sample,SECCHI10232025,,
7.5,ft,Seminole,Triplet Middle,2,08/04/2025,12:14:59 PM,EST,6,ft,,,Sample,SECCHI10232025,,
3.5,ft,Seminole,Triplet Middle,3,08/04/2025,12:10:00 PM,EST,3.5,ft,,S,Sample,SECCHI10232025,,
6,ft,Seminole,Triplet North,1,08/04/2025,12:35:00 PM,EST,5,ft,,,Sample,SECCHI10232025,,
7,ft,Seminole,Triplet North,2,08/04/2025,12:40:00 PM,EST,5,ft,,,Sample,SECCHI10232025,,
4.5,ft,Seminole,Triplet North,3,08/04/2025,12:25:00 PM,EST,4.5,ft,,S,Sample,SECCHI10232025,,
,ft,,,CCV3,,,,,ft,,,QAQC,SECCHI10232025,,
,ft,,,MLBK4,,,,,ft,,,QAQC,SECCHI10232025,,
7,ft,Seminole,Triplet South,1,08/04/2025,11:40:00 AM,EST,5,ft,,,Sample,SECCHI10232025,,
5.5,ft,Seminole,Triplet South,2,08/04/2025,11:50:00 AM,EST,4.5,ft,,,Sample,SECCHI10232025,,
12.5,ft,Seminole,Triplet South,3,08/04/2025,12:00:00 PM,EST,4.5,ft,,,Sample,SECCHI10232025,,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI10232025,,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI10232025,,
,ft,,,MLBK5,,,,,ft,,,QAQC,SECCHI10232025,,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI10232025,,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI10022025,,
17.8,ft,Alachua,Little Santa Fe,1,09/23/2025,02:05:00 PM,EST,7,ft,,,Sample,SECCHI10022025,,
18.5,ft,Alachua,Little Santa Fe,2,09/23/2025,02:10:00 PM,EST,7,ft,,,Sample,SECCHI10022025,,
14.8,ft,Alachua,Little Santa Fe,3,09/23/2025,02:17:00 PM,EST,7,ft,,,Sample,SECCHI10022025,,
7,ft,Alachua,Melrose Bay,1,09/23/2025,12:57:00 PM,EST,7,ft,,S,Sample,SECCHI10022025,,
16.8,ft,Alachua,Melrose Bay,2,09/23/2025,12:41:00 PM,EST,8.5,ft,,,Sample,SECCHI10022025,,
20.3,ft,Alachua,Melrose Bay,3,09/23/2025,12:49:00 PM,EST,9.5,ft,,,Sample,SECCHI10022025,,
22,ft,Alachua,Santa Fe,1,09/23/2025,01:56:00 PM,EST,10,ft,,,Sample,SECCHI10022025,,
24.3,ft,Alachua,Santa Fe,2,09/23/2025,01:49:59 PM,EST,10,ft,,,Sample,SECCHI10022025,,
18.5,ft,Alachua,Santa Fe,3,09/23/2025,01:37:00 PM,EST,10,ft,,,Sample,SECCHI10022025,,
6,ft,Alachua,Santa Fe-canal mouth,1,09/23/2025,01:02:59 PM,EST,6,ft,,S,Sample,SECCHI10022025,,
4.8,ft,Alachua,Santa Fe-barricade,1,09/23/2025,01:10:00 PM,EST,4.8,ft,,S,Sample,SECCHI10022025,,
7,ft,Alachua,Santa Fe-Painter Canal,1,09/23/2025,01:15:00 PM,EST,6,ft,,,Sample,SECCHI10022025,,
5.5,ft,Alachua,Santa Fe-Blue Bayou,1,09/23/2025,01:28:00 PM,EST,5.5,ft,,S,Sample,SECCHI10022025,,
14,ft,Alachua,Alto,1,07/20/2025,10:49:00 AM,EST,4.3,ft,,,Sample,SECCHI10022025,,
16,ft,Alachua,Alto,2,07/20/2025,11:04:00 AM,EST,4.5,ft,,,Sample,SECCHI10022025,,
16,ft,Alachua,Alto,3,07/20/2025,11:14:00 AM,EST,4.5,ft,,,Sample,SECCHI10022025,,
,ft,Alachua,Blues Creek-1,1,06/10/2025,09:29:59 AM,EST,,ft,,,Sample,SECCHI10022025,,
,ft,Alachua,Blues Creek-2,1,06/10/2025,09:24:00 AM,EST,,ft,,,Sample,SECCHI10022025,,
,ft,Alachua,Blues Creek-3,1,06/10/2025,09:49:00 AM,EST,,ft,,,Sample,SECCHI10022025,,
,ft,Alachua,Cellon Creek-3,1,06/10/2025,01:15:00 PM,EST,,ft,,,Sample,SECCHI10022025,,
,ft,,,CCV1,,,,,ft,,,QAQC,SECCHI10022025,,
,ft,,,MLBK2,,,,,ft,,,QAQC,SECCHI10022025,,
,ft,Alachua,Cellon Creek-4,1,06/10/2025,02:23:00 PM,EST,,ft,,,Sample,SECCHI10022025,,
,ft,Alachua,Cellon Creek-3,1,07/18/2025,10:14:59 AM,EST,,ft,,,Sample,SECCHI10022025,,
,ft,Alachua,Cellon Creek-4,1,07/18/2025,11:50:00 AM,EST,,ft,,,Sample,SECCHI10022025,,
,ft,Alachua,Cellon Creek-1,1,08/11/2025,11:17:00 AM,EST,,ft,,,Sample,SECCHI10022025,,
,ft,Alachua,Cellon Creek-2,1,08/11/2025,10:45:00 AM,EST,,ft,,,Sample,SECCHI10022025,,
,ft,Alachua,Cellon Creek-3,1,08/11/2025,10:57:00 AM,EST,,ft,,,Sample,SECCHI10022025,,
,ft,Alachua,Cellon Creek-4,1,08/11/2025,12:52:00 PM,EST,,ft,,,Sample,SECCHI10022025,,
8.3,ft,Alachua,Lochloosa,1,06/25/2025,10:36:00 AM,EST,2.3,ft,,,Sample,SECCHI10022025,Student Project,
8.5,ft,Alachua,Lochloosa,2,06/25/2025,10:31:00 AM,EST,2.8,ft,,,Sample,SECCHI10022025,Student Project,
7,ft,Alachua,Lochloosa,3,06/25/2025,10:23:00 AM,EST,2.5,ft,,,Sample,SECCHI10022025,Student Project,
6.3,ft,Alachua,Lochloosa,4,06/25/2025,10:16:00 AM,EST,2.8,ft,,,Sample,SECCHI10022025,Student Project,
4,ft,Alachua,Newnan,1,06/25/2025,12:14:59 PM,EST,2,ft,,,Sample,SECCHI10022025,Student Project,
4.8,ft,Alachua,Newnan,2,06/25/2025,12:19:59 PM,EST,2,ft,,,Sample,SECCHI10022025,Student Project,
4,ft,Alachua,Newnan,3,06/25/2025,12:24:00 PM,EST,1,ft,,,Sample,SECCHI10022025,Student Project,
8.8,ft,Alachua,Orange,1,06/25/2025,08:49:00 AM,EST,2.8,ft,,,Sample,SECCHI10022025,Student Project,
9,ft,Alachua,Orange,2,06/25/2025,09:11:00 AM,EST,3,ft,,,Sample,SECCHI10022025,Student Project,
6.8,ft,Alachua,Orange,3,06/25/2025,09:32:00 AM,EST,2.8,ft,,,Sample,SECCHI10022025,Student Project,
8,ft,Alachua,Orange,4,06/25/2025,09:24:00 AM,EST,8,ft,,S,Sample,SECCHI10022025,Student Project,
,ft,Alachua,Turkey Creek-1,1,07/18/2025,09:00:00 AM,EST,,ft,,,Sample,SECCHI10022025,,
,ft,Alachua,Turkey Creek-2,1,07/18/2025,09:35:00 AM,EST,,ft,,,Sample,SECCHI10022025,,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI10022025,,
,ft,,,MLBK3,,,,,ft,,,QAQC,SECCHI10022025,,
,ft,Alachua,Turkey Creek-1,1,08/11/2025,09:59:00 AM,EST,,ft,,,Sample,SECCHI10022025,,
,ft,Alachua,Turkey Creek-2,1,08/11/2025,09:39:59 AM,EST,,ft,,,Sample,SECCHI10022025,,
24,ft,Volusia,Lindley,1,04/30/2025,10:05:00 AM,EST,14,ft,,,Sample,SECCHI10022025,,
14.5,ft,Volusia,Lindley,2,04/30/2025,10:14:59 AM,EST,12,ft,,,Sample,SECCHI10022025,,
14,ft,Volusia,Lindley,3,04/30/2025,10:20:00 AM,EST,8,ft,,,Sample,SECCHI10022025,,
25,ft,Volusia,Lindley,1,05/31/2025,10:10:00 AM,EST,10,ft,,,Sample,SECCHI10022025,,
16,ft,Volusia,Lindley,2,05/31/2025,10:20:00 AM,EST,10,ft,,,Sample,SECCHI10022025,,
14,ft,Volusia,Lindley,3,05/31/2025,10:30:00 AM,EST,9,ft,,,Sample,SECCHI10022025,,
2,ft,Volusia,Mud,1,02/12/2025,03:05:00 PM,EST,1,ft,,,Sample,SECCHI10022025,,
2,ft,Volusia,Mud,2,02/12/2025,03:10:00 PM,EST,1,ft,,,Sample,SECCHI10022025,,
2,ft,Volusia,Mud,3,02/12/2025,03:14:59 PM,EST,1,ft,,,Sample,SECCHI10022025,,
2,ft,Volusia,Mud,1,06/26/2025,10:50:59 AM,EST,1.5,ft,,,Sample,SECCHI10022025,,
2,ft,Volusia,Mud,2,06/26/2025,10:55:00 AM,EST,1.5,ft,,,Sample,SECCHI10022025,,
2,ft,Volusia,Mud,3,06/26/2025,10:59:59 AM,EST,1.5,ft,,,Sample,SECCHI10022025,,
5,ft,Volusia,St. John's Jesup-1,1,06/26/2025,10:34:00 AM,EST,3,ft,,,Sample,SECCHI10022025,,
8,ft,Volusia,St. John's Lemon Bluff-2,1,06/26/2025,10:16:00 AM,EST,4,ft,,,Sample,SECCHI10022025,,
5.5,ft,Volusia,St. John's Harney-3,1,06/26/2025,09:50:00 AM,EST,3,ft,,,Sample,SECCHI10022025,,
22.8,ft,Volusia,Waterford,1,04/14/2025,02:10:00 PM,EST,7.5,ft,,,Sample,SECCHI10022025,,
17,ft,Volusia,Waterford,2,04/14/2025,02:29:00 PM,EST,8,ft,,,Sample,SECCHI10022025,,
17.3,ft,Volusia,Waterford,3,04/14/2025,02:20:00 PM,EST,8,ft,,,Sample,SECCHI10022025,,
,ft,,,CCV3,,,,,ft,,,QAQC,SECCHI10022025,,
,ft,,,MLBK4,,,,,ft,,,QAQC,SECCHI10022025,,
22,ft,Volusia,Waterford,1,06/12/2025,10:09:00 AM,EST,5,ft,,,Sample,SECCHI10022025,,
17,ft,Volusia,Waterford,2,06/12/2025,10:34:00 AM,EST,5.5,ft,,,Sample,SECCHI10022025,,
25.3,ft,Volusia,Waterford,3,06/12/2025,10:23:00 AM,EST,5,ft,,,Sample,SECCHI10022025,,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI10022025,,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI10022025,,
,ft,,,MLBK5,,,,,ft,,,QAQC,SECCHI10022025,,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI10022025,,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI10022025,Student Project,
1.5,ft,Marion,Downstream,1,08/13/2025,03:35:00 PM,EST,1.5,ft,,S,Sample,SECCHI10022025,Student Project,
3.5,ft,Marion,Downstream,2,08/13/2025,03:55:00 PM,EST,3.5,ft,,S,Sample,SECCHI10022025,Student Project,
2,ft,Marion,Downstream,3,04/30/2025,11:49:00 AM,EST,2,ft,,S,Sample,SECCHI10022025,Student Project,
2,ft,Marion,Downstream,4,04/30/2025,11:26:00 AM,EST,2,ft,,S,Sample,SECCHI10022025,Student Project,
2,ft,Marion,Downstream,5,04/30/2025,12:11:00 PM,EST,2,ft,,S,Sample,SECCHI10022025,Student Project,
2.5,ft,Marion,Downstream,6,04/30/2025,02:25:00 PM,EST,1,ft,,,Sample,SECCHI10022025,Student Project,
2.5,ft,Marion,Upstream,1,08/13/2025,09:52:00 AM,EST,2.3,ft,,,Sample,SECCHI10022025,Student Project,
3.5,ft,Marion,Upstream,2,08/13/2025,10:21:00 AM,EST,3.5,ft,,S,Sample,SECCHI10022025,Student Project,
2,ft,Marion,Upstream,3,08/13/2025,11:31:00 AM,EST,2,ft,,S,Sample,SECCHI10022025,Student Project,
1.3,ft,Marion,Upstream,4,08/13/2025,12:32:00 PM,EST,1.3,ft,,S,Sample,SECCHI10022025,Student Project,
3.8,ft,Marion,Upstream,1,04/29/2025,09:32:59 AM,EST,3.8,ft,,S,Sample,SECCHI10022025,Student Project,
2.5,ft,Marion,Upstream,2,04/29/2025,09:56:00 AM,EST,2.5,ft,,S,Sample,SECCHI10022025,Student Project,
6,ft,Marion,Upstream,3,04/29/2025,11:11:00 AM,EST,6,ft,,S,Sample,SECCHI10022025,Student Project,
3,ft,Marion,Upstream,4,04/29/2025,12:27:00 PM,EST,3,ft,,S,Sample,SECCHI10022025,Student Project,
9,ft,Marion,Ponar,1,08/13/2025,03:00:00 PM,EST,5,ft,,,Sample,SECCHI10022025,Student Project,
13,ft,Marion,Ponar,2,08/13/2025,02:55:00 PM,EST,3.8,ft,,,Sample,SECCHI10022025,Student Project,
8.3,ft,Marion,Ponar,3,08/13/2025,03:14:59 PM,EST,4.3,ft,,,Sample,SECCHI10022025,Student Project,
11,ft,Marion,Ponar,3,04/29/2025,02:05:00 PM,EST,6.8,ft,,,Sample,SECCHI10022025,Student Project,
2,ft,Marion,Canal,1,08/12/2025,09:35:00 AM,EST,2,ft,,S,Sample,SECCHI10022025,Student Project,
4.5,ft,Marion,Canal,2,08/12/2025,10:21:00 AM,EST,4.5,ft,,S,Sample,SECCHI10022025,Student Project,
,ft,,,CCV1,,,,,ft,,,QAQC,SECCHI10022025,Student Project,
,ft,,,MLBK2,,,,,ft,,,QAQC,SECCHI10022025,Student Project,
1.5,ft,Marion,Canal,3,08/12/2025,10:47:00 AM,EST,1.5,ft,,S,Sample,SECCHI10022025,Student Project,
2.5,ft,Marion,Canal,1,04/30/2025,09:24:00 AM,EST,2.5,ft,,S,Sample,SECCHI10022025,Student Project,
2,ft,Marion,Canal,2,04/30/2025,10:09:00 AM,EST,2,ft,,S,Sample,SECCHI10022025,Student Project,
2,ft,Marion,Canal,3,04/30/2025,10:59:00 AM,EST,2,ft,,S,Sample,SECCHI10022025,Student Project,
2.5,ft,Marion,Reservoir,1,08/13/2025,01:46:00 PM,EST,2.5,ft,,S,Sample,SECCHI10022025,Student Project,
1.5,ft,Marion,Reservoir,2,08/13/2025,02:32:00 PM,EST,1,ft,,,Sample,SECCHI10022025,Student Project,
2.3,ft,Marion,Reservoir,3,08/13/2025,04:35:00 PM,EST,2.3,ft,,S,Sample,SECCHI10022025,Student Project,
2.8,ft,Marion,Reservoir,1,04/29/2025,01:39:00 PM,EST,2.8,ft,,S,Sample,SECCHI10022025,Student Project,
2.5,ft,Marion,St. Johns,1,08/12/2025,,EST,2.5,ft,,S,Sample,SECCHI10022025,Student Project,
2.3,ft,Marion,St. Johns,2,08/12/2025,,EST,2.3,ft,,S,Sample,SECCHI10022025,Student Project,
2.5,ft,Marion,St. Johns,3,08/12/2025,,EST,2.5,ft,,S,Sample,SECCHI10022025,Student Project,
2.8,ft,Marion,St. Johns,4,08/12/2025,,EST,2.8,ft,,S,Sample,SECCHI10022025,Student Project,
,ft,,,CCV2,,,,,ft,,,Sample,SECCHI10022025,Student Project,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI10022025,Student Project,
,ft,,,MLBK3,,,,,ft,,,QAQC,SECCHI10022025,Student Project,
,ft,,,CCV3,,,,,ft,,,QAQC,SECCHI10022025,Student Project,
,ft,,,MLBK4,,,,,ft,,,QAQC,SECCHI10022025,Student Project,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI10022025,Student Project,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI10022025,Student Project,
,ft,,,MLBK5,,,,,ft,,,QAQC,SECCHI10022025,Student Project,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI10022025,Student Project,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI10062025,Project Coast,
4.1,m,Citrus,CIT-CRY,1,09/16/2025,09:23:00 AM,EST,1.1,m,,,Sample,SECCHI10062025,Project Coast,
3.3,m,Citrus,CIT-CRY,2,09/16/2025,09:09:00 AM,EST,1.4,m,,,Sample,SECCHI10062025,Project Coast,
1.5,m,Citrus,CIT-CRY,3,09/16/2025,08:56:00 AM,EST,1.1,m,,,Sample,SECCHI10062025,Project Coast,
1.4,m,Citrus,CIT-CRY,4,09/16/2025,08:32:00 AM,EST,1.1,m,,,Sample,SECCHI10062025,Project Coast,
3.3,m,Citrus,CIT-CRY,5,09/16/2025,09:37:00 AM,EST,1.5,m,,,Sample,SECCHI10062025,Project Coast,
2.6,m,Citrus,CIT-CRY,6,09/16/2025,09:32:59 AM,EST,1.2,m,,,Sample,SECCHI10062025,Project Coast,
1.1,m,Citrus,CIT-CRY,7,09/16/2025,10:57:59 AM,EST,1,m,,,Sample,SECCHI10062025,Project Coast,
1.8,m,Citrus,CIT-CRY,8,09/16/2025,10:08:00 AM,EST,1.3,m,,,Sample,SECCHI10062025,Project Coast,
1.2,m,Citrus,CIT-CRY,9,09/16/2025,10:20:00 AM,EST,1,m,,,Sample,SECCHI10062025,Project Coast,
1.2,m,Citrus,CIT-CRY,10,09/16/2025,10:42:00 AM,EST,0.9,m,,,Sample,SECCHI10062025,Project Coast,
0.7,m,Citrus,CIT-HOM,1,09/11/2025,09:24:00 AM,EST,0.7,m,,S,Sample,SECCHI10062025,Project Coast,
0.6,m,Citrus,CIT-HOM,2,09/11/2025,10:49:00 AM,EST,0.6,m,,S,Sample,SECCHI10062025,Project Coast,
1.1,m,Citrus,CIT-HOM,3,09/11/2025,09:08:00 AM,EST,1.1,m,,S,Sample,SECCHI10062025,Project Coast,
1,m,Citrus,CIT-HOM,4,09/11/2025,08:52:00 AM,EST,1,m,,S,Sample,SECCHI10062025,Project Coast,
2.8,m,Citrus,CIT-HOM,5,09/11/2025,07:56:00 AM,EST,1.2,m,,,Sample,SECCHI10062025,Project Coast,
1.3,m,Citrus,CIT-HOM,6,09/11/2025,11:54:59 AM,EST,1.3,m,,S,Sample,SECCHI10062025,Project Coast,
0.6,m,Citrus,CIT-HOM,7,09/11/2025,12:08:00 PM,EST,0.6,m,,S,Sample,SECCHI10062025,Project Coast,
1.8,m,Citrus,CIT-HOM,8,09/11/2025,02:39:00 PM,EST,0.8,m,,,Sample,SECCHI10062025,Project Coast,
0.4,m,Citrus,CIT-HOM,9,09/11/2025,12:18:59 PM,EST,0.4,m,,S,Sample,SECCHI10062025,Project Coast,
0.5,m,Citrus,CIT-HOM,10,09/11/2025,02:26:00 PM,EST,0.5,m,,S,Sample,SECCHI10062025,Project Coast,
,m,,,CCV1,,,,,m,,,QAQC,SECCHI10062025,Project Coast,
,m,,,MLBK2,,,,,m,,,QAQC,SECCHI10062025,Project Coast,
1.8,m,Citrus,CIT-WIT,1,09/03/2025,10:36:00 AM,EST,1.1,m,,,Sample,SECCHI10062025,Project Coast,
2.3,m,Citrus,CIT-WIT,2,09/03/2025,09:27:00 AM,EST,2.3,m,,S,Sample,SECCHI10062025,Project Coast,
1.6,m,Citrus,CIT-WIT,3,09/03/2025,08:18:00 AM,EST,1.6,m,,S,Sample,SECCHI10062025,Project Coast,
1.3,m,Citrus,CIT-WIT,4,09/03/2025,10:54:00 AM,EST,1.3,m,,S,Sample,SECCHI10062025,Project Coast,
1.4,m,Citrus,CIT-WIT,5,09/03/2025,10:19:00 AM,EST,1.4,m,,S,Sample,SECCHI10062025,Project Coast,
0.8,m,Citrus,CIT-WIT,6,09/03/2025,10:01:00 AM,EST,0.8,m,,S,Sample,SECCHI10062025,Project Coast,
1.7,m,Citrus,CIT-WIT,7,09/03/2025,11:08:00 AM,EST,1.7,m,,S,Sample,SECCHI10062025,Project Coast,
1.1,m,Citrus,CIT-WIT,8,09/03/2025,12:01:00 PM,EST,1.1,m,,S,Sample,SECCHI10062025,Project Coast,
1.9,m,Citrus,CIT-WIT,9,09/03/2025,11:49:00 AM,EST,1.9,m,,S,Sample,SECCHI10062025,Project Coast,
1.8,m,Citrus,CIT-WIT,10,09/03/2025,11:27:00 AM,EST,1.8,m,,S,Sample,SECCHI10062025,Project Coast,
0.4,m,Hernando,HER-CHA,1,09/11/2025,01:47:00 PM,EST,0.4,m,,S,Sample,SECCHI10062025,Project Coast,
0.6,m,Hernando,HER-CHA,2,09/11/2025,01:36:00 PM,EST,0.6,m,,S,Sample,SECCHI10062025,Project Coast,
2.2,m,Hernando,HER-CHA,3,09/11/2025,01:27:00 PM,EST,1.5,m,,,Sample,SECCHI10062025,Project Coast,
1,m,Hernando,HER-CHA,4,09/11/2025,01:16:00 PM,EST,1,m,,S,Sample,SECCHI10062025,Project Coast,
1.5,m,Hernando,HER-CHA,5,09/11/2025,01:04:59 PM,EST,1.5,m,,S,Sample,SECCHI10062025,Project Coast,
0.8,m,Hernando,HER-CHA,6,09/11/2025,02:06:00 PM,EST,0.8,m,,S,Sample,SECCHI10062025,Project Coast,
0.9,m,Hernando,HER-CHA,7,09/11/2025,02:13:00 PM,EST,0.9,m,,S,Sample,SECCHI10062025,Project Coast,
1.2,m,Hernando,HER-CHA,8,09/11/2025,12:56:00 PM,EST,1.2,m,,S,Sample,SECCHI10062025,Project Coast,
1.1,m,Hernando,HER-CHA,9,09/11/2025,12:46:00 PM,EST,1.1,m,,S,Sample,SECCHI10062025,Project Coast,
0.8,m,Hernando,HER-CHA,10,09/11/2025,12:30:00 PM,EST,0.8,m,,S,Sample,SECCHI10062025,Project Coast,
,m,,,CCV2,,,,,m,,,QAQC,SECCHI10062025,Project Coast,
,m,,,MLBK3,,,,,m,,,QAQC,SECCHI10062025,Project Coast,
1.5,m,Hernando,HER-WEE,1,09/25/2025,08:35:00 AM,EST,1.5,m,,S,Sample,SECCHI10062025,Project Coast,
1.7,m,Hernando,HER-WEE,2,09/25/2025,10:02:00 AM,EST,1.7,m,,S,Sample,SECCHI10062025,Project Coast,
1.5,m,Hernando,HER-WEE,3,09/25/2025,09:35:00 AM,EST,1.5,m,,S,Sample,SECCHI10062025,Project Coast,
1.3,m,Hernando,HER-WEE,4,09/25/2025,10:34:00 AM,EST,1.3,m,,S,Sample,SECCHI10062025,Project Coast,
0.7,m,Hernando,HER-WEE,5,09/25/2025,11:17:00 AM,EST,0.7,m,,S,Sample,SECCHI10062025,Project Coast,
0.9,m,Hernando,HER-WEE,6,09/25/2025,10:49:00 AM,EST,0.9,m,,S,Sample,SECCHI10062025,Project Coast,
0.9,m,Hernando,HER-WEE,7,09/25/2025,12:00:00 PM,EST,0.9,m,,S,Sample,SECCHI10062025,Project Coast,
0.7,m,Hernando,HER-WEE,8,09/25/2025,11:52:00 AM,EST,0.7,m,,S,Sample,SECCHI10062025,Project Coast,
2.1,m,Hernando,HER-WEE,9,09/25/2025,11:41:00 AM,EST,2.1,m,,S,Sample,SECCHI10062025,Project Coast,
1.4,m,Hernando,HER-WEE,10,09/25/2025,11:30:00 AM,EST,1.4,m,,S,Sample,SECCHI10062025,Project Coast,
2.2,m,Pasco,PAS-ANC,1,09/04/2025,12:08:00 PM,EST,2.2,m,,S,Sample,SECCHI10062025,Project Coast,
3,m,Pasco,PAS-ANC,2,09/04/2025,12:33:00 PM,EST,2.2,m,,,Sample,SECCHI10062025,Project Coast,
4.1,m,Pasco,PAS-ANC,3,09/04/2025,11:04:00 AM,EST,2.8,m,,,Sample,SECCHI10062025,Project Coast,
2.6,m,Pasco,PAS-ANC,4,09/04/2025,12:18:59 PM,EST,2.3,m,,,Sample,SECCHI10062025,Project Coast,
2.2,m,Pasco,PAS-ANC,5,09/04/2025,11:28:00 AM,EST,2.2,m,,S,Sample,SECCHI10062025,Project Coast,
1.4,m,Pasco,PAS-ANC,6,09/04/2025,11:41:00 AM,EST,1.4,m,,S,Sample,SECCHI10062025,Project Coast,
2.9,m,Pasco,PAS-ANC,7,09/04/2025,11:54:59 AM,EST,2.8,m,,,Sample,SECCHI10062025,Project Coast,
1.8,m,Pasco,PAS-ANC,8,09/04/2025,11:14:00 AM,EST,1.8,m,,S,Sample,SECCHI10062025,Project Coast,
2.6,m,Pasco,PAS-ANC,9,09/04/2025,10:50:00 AM,EST,2.6,m,,S,Sample,SECCHI10062025,Project Coast,
1.7,m,Pasco,PAS-ANC,10,09/04/2025,12:46:00 PM,EST,1.7,m,,S,Sample,SECCHI10062025,Project Coast,
,m,,,CCV3,,,,,m,,,QAQC,SECCHI10062025,Project Coast,
,m,,,,,,,,m,,,QAQC,SECCHI10062025,Project Coast,
,m,,,CCV4,,,,,m,,,Sample,SECCHI10062025,Project Coast,
,m,,,CCV4,,,,,m,,,QAQC,SECCHI10062025,Project Coast,
,m,,,MLBK5,,,,,m,,,QAQC,SECCHI10062025,Project Coast,
,m,,,CCV5,,,,,m,,,Sample,SECCHI10062025,Project Coast,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI08252025,,
37.3,ft,Seminole,Bear,1,04/27/2025,01:24:00 PM,EST,15.3,ft,,,Sample,SECCHI08252025,,
22.3,ft,Seminole,Bear,2,04/27/2025,01:37:00 PM,EST,15,ft,,,Sample,SECCHI08252025,,
25,ft,Seminole,Bear,3,04/27/2025,01:47:59 PM,EST,15,ft,,,Sample,SECCHI08252025,,
21,ft,Seminole,Bear,4,04/27/2025,01:14:00 PM,EST,15,ft,,,Sample,SECCHI08252025,,
35,ft,Seminole,Bear,1,06/27/2025,12:14:59 PM,EST,13.5,ft,,,Sample,SECCHI08252025,,
22.5,ft,Seminole,Bear,2,06/27/2025,12:23:00 PM,EST,13.5,ft,,,Sample,SECCHI08252025,,
25.5,ft,Seminole,Bear,3,06/27/2025,12:31:00 PM,EST,13.5,ft,,,Sample,SECCHI08252025,,
22,ft,Seminole,Bear,4,06/27/2025,12:01:00 PM,EST,13.8,ft,,,Sample,SECCHI08252025,,
10.3,ft,Seminole,Clear,1,05/26/2025,08:31:00 AM,EST,3.5,ft,,,Sample,SECCHI08252025,,
14,ft,Seminole,Clear,2,05/26/2025,08:40:00 AM,EST,4,ft,,,Sample,SECCHI08252025,,
10.5,ft,Seminole,Clear,3,05/26/2025,08:49:00 AM,EST,3.3,ft,,,Sample,SECCHI08252025,,
9.3,ft,Seminole,Crescent,1,02/23/2025,12:50:00 PM,EST,6.5,ft,,,Sample,SECCHI08252025,,
18,ft,Seminole,Crescent,3,02/23/2025,01:03:59 PM,EST,6.5,ft,,,Sample,SECCHI08252025,,
12.3,ft,Seminole,Crescent,1,03/16/2025,02:56:00 PM,EST,6.5,ft,,,Sample,SECCHI08252025,,
11,ft,Seminole,Crescent,2,03/16/2025,03:01:00 PM,EST,6.5,ft,,,Sample,SECCHI08252025,,
13.3,ft,Seminole,Crescent,3,03/16/2025,03:06:00 PM,EST,6.5,ft,,,Sample,SECCHI08252025,,
9,ft,Seminole,Crescent,1,05/04/2025,02:57:00 PM,EST,6,ft,,,Sample,SECCHI08252025,,
6.5,ft,Seminole,Crescent,2,05/04/2025,03:02:00 PM,EST,6,ft,,,Sample,SECCHI08252025,,
13.5,ft,Seminole,Crescent,3,05/04/2025,03:07:00 PM,EST,6,ft,,,Sample,SECCHI08252025,,
15.8,ft,Seminole,East,1,05/14/2025,10:43:00 AM,EST,4.8,ft,,,Sample,SECCHI08252025,,
,ft,,,CCV1,,,,,ft,,,QAQC,SECCHI08252025,,
,ft,,,MLBK2,,,,,ft,,,QAQC,SECCHI08252025,,
16,ft,Seminole,East,2,05/14/2025,10:53:00 AM,EST,4.5,ft,,,Sample,SECCHI08252025,,
15.8,ft,Seminole,East,3,05/14/2025,11:02:00 AM,EST,4.8,ft,,,Sample,SECCHI08252025,,
15,ft,Seminole,East,1,07/14/2025,10:20:00 AM,EST,2.5,ft,,,Sample,SECCHI08252025,,
15.8,ft,Seminole,East,2,07/14/2025,10:28:00 AM,EST,2.8,ft,,,Sample,SECCHI08252025,,
15.5,ft,Seminole,East,3,07/14/2025,10:35:00 AM,EST,2.8,ft,,,Sample,SECCHI08252025,,
