Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Org_Result_Value,Org_Result_Unit,Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,Study,Comments
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,MBLK1,,,1,,,,,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gadsden,Talquin,1,7/5/25,,1,,,,,Q,Q,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,Air Strip-1,1,7/11/25,,1,,,,,Q,Q,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,Cattle Dip-1,1,7/11/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,Depot Creek-1,1,7/11/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,Dove Field-1,1,7/11/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,Money Bayou-1,1,7/11/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,Pond Road-1,1,7/11/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,Simmons Bayou-1,1,7/11/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,St. Joseph Bay-1,1,7/8/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,St. Joseph Bay-2,1,7/8/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,St. Joseph Bay-3,1,7/8/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,St. Joseph Bay-4,1,7/8/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,St. Joseph Bay-5,1,7/8/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,St. Joseph Bay-6,1,7/8/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,St. Joseph Bay-7,1,7/8/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,St. Joseph Bay-8,1,7/8/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Gulf,St. Joseph Bay-9,1,7/8/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Hernando,Hernando Beach-1,1,7/23/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Hernando,Hernando Beach-2,1,7/23/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Hernando,Hernando Beach-2,DUP1,7/23/25,,1,,,,,,,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,ALTQC1,,,1,,,,,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,CCV1,,,1,,,,,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,MLBK2,,,1,,,,,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Hernando,Hernando Beach-3,1,7/23/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Hernando,Hernando Beach-4,1,7/23/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Hernando,Hernando Beach-5,1,7/23/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Jackson,Silver,1,7/20/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Lake,Bear,1,7/7/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Lake,Bugg Springs,1,7/19/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Lake,Crown,1,7/27/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Lake,Griffin West,1,4/29/25,,1,,,,,Q,Q,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Lake,Griffin West,1,7/30/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Lake,Jewel,1,7/27/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Lake,Joanna,1,7/10/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Lake,Louisa,1,7/7/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Lake,Royal,1,7/27/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Leon,Carr,1,7/10/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Leon,Jackson,1,7/30/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Liberty,Mystic,1,7/18/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Marion,Deerback,1,7/23/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Marion,Little Weir,1,7/5/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Marion,Weir,1,7/21/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Marion,Weir,DUP2,7/21/25,,1,,,,,,,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,ALTQC2,,,1,,,,,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,CCV2,,,1,,,,,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,MLBK3,,,1,,,,,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Orange,Waumpi,1,7/21/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Pinellas,Autumn,1,7/25/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Pinellas,Crescent,1,7/9/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Pinellas,Salt Creek-1,1,7/12/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Pinellas,Salt Creek-2,1,7/12/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Pinellas,Salt Creek-3,1,7/12/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Pinellas,Salt Creek-4,1,7/12/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Pinellas,Saundra,1,7/2/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Pinellas,Seminole,1,7/7/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Polk,Daisy,1,7/21/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Polk,Fannie,1,7/3/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Polk,Saddlebag,1,7/22/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Polk,Whistler,1,7/20/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Seminole,Brantley,1,7/20/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Seminole,Clear,1,7/24/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Seminole,Crescent,1,7/20/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Seminole,Crystal Bowl,1,7/30/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Seminole,Cub,1,4/30/25,,1,,,,,Q,Q,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Seminole,Cub,1,7/31/25,,1,,,,,,,,Sample,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,Seminole,Cub,DUP3,7/31/25,,1,,,,,,,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,ALTQC3,,,1,,,,,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,CCV3,,,1,,,,,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,MLBK4,,,,,,,V,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,DUP4,,,,,,,,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,ALTQC4,,,,,,,J,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,CCV4,,,,,,,J,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,MLBK5,,,,,,,V,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,DUP5,,,,,,,,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,ALTQC5,,,,,,,J,Q,Q,,QAQC,COND0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,10:59:59 AM,EST,,,CCV5,,,,,,,J,Q,Q,,QAQC,COND0919202510242025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,MBLK1,,,1,,uS/cm,,,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Alachua,Elizabeth,1,7/30/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Alachua,Little Santa Fe,2,8/26/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Alachua,Melrose Bay,2,8/26/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Alachua,Santa Fe,2,8/26/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Alachua,Santa Fe-barricade,1,8/26/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Alachua,Santa Fe-Blue Bayou,1,8/26/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Alachua,Santa Fe-canal mouth,1,8/26/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Alachua,Santa Fe-Painter Canal,1,8/26/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Alachua,Holden,1,7/31/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Alachua,Little Orange,1,7/31/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Alachua,Moss,1,7/31/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Alachua,Orange,2,7/11/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Bay,Deer Point,1,7/30/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Bay,Marin,1,7/16/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Bay,Powell,1,7/9/25,,1,,mS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Bay,Powell Creek East-1,1,7/9/25,,1,,mS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Bay,Powell Creek East-2,1,7/9/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Brevard,Blue Trail-1,1,7/24/25,,1,,mS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Charlotte,WF-6,1,4/22/25,,1,,mS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Charlotte,WF-6,DUP1,4/22/25,,1,,uS/cm,,,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,ALTQC1,,,1,,uS/cm,,,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,CCV1,,,1,,uS/cm,,,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,MBLK2,,,1,,uS/cm,,,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Citrus,Floral City,1,4/5/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Collier,IFAS Collier Pond,1,7/21/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Collier,Islandwalk,1,7/16/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Collier,Saddlebrook,1,7/30/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Escambia,Perdido Bay-1,1,4/2/25,,1,,mS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Escambia,Perdido Bay-2,1,4/2/25,,1,,mS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Escambia,Perdido Bay-3,1,4/2/25,,1,,mS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Franklin,Alligator Harbor-1,1,7/9/25,,1,,mS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Franklin,Alligator Harbor-2,1,7/9/25,,1,,mS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Franklin,Alligator Harbor-3,1,7/9/25,,1,,mS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Franklin,Alligator Harbor-4,1,7/9/25,,1,,mS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Franklin,Alligator Harbor-5,1,7/9/25,,1,,mS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Franklin,Alligator Harbor-6,1,7/9/25,,1,,mS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Franklin,Alligator Harbor-7,1,7/9/25,,1,,mS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Gilchrist,Gilchrist Blue Spring Run-1,1,7/17/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Highlands,Catfish Creek-3,1,4/22/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Highlands,Lynn,1,4/30/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Hillsborough,Alice,1,7/21/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Hillsborough,Elizabeth,1,7/3/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Hillsborough,Elizabeth,DUP2,7/3/25,,1,,uS/cm,,,,,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,ALTQC2,,,1,,uS/cm,,,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,CCV2,,,1,,uS/cm,,,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,MBLK3,,,1,,uS/cm,,,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Hillsborough,Osceola,1,4/28/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Hillsborough,West Meadows-3,1,4/4/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Hillsborough,West Meadows-15,1,4/4/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Hillsborough,Zambito East,1,4/20/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Okaloosa,CBA Niceville-5,1,4/10/25,,1,,mS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Pinellas,Hewitt,1,1/30/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Pinellas,Hewitt,1,4/30/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Pinellas,Hewitt,1,7/30/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Putnam,Fanny,1,7/26/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Putnam,Susan,1,7/7/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Santa Rosa,Ski Watch,1,4/11/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Sarasota,Lake G-20,1,4/4/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Sarasota,Lake G-20,1,7/17/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Sarasota,Lake 37,1,4/4/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Sarasota,Lake 37,1,7/17/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Sarasota,Lake M-9,1,4/4/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510292025,,broken bottle
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Sarasota,Lake M-9,1,7/17/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Sarasota,Pinebrook South,1,7/16/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Sarasota,Upper Myakka,1,7/1/25,,1,,uS/cm,,,,,,Sample,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,Sarasota,Upper Myakka,DUP3,7/1/25,,1,,uS/cm,,,,,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,ALTQC3,,,1,,uS/cm,,,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,CCV3,,,1,,uS/cm,,,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,MBLK4,,,,,uS/cm,,V,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,DUP4,,,,,uS/cm,,,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,ALTQC4,,,,,uS/cm,,J,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,CCV4,,,,,uS/cm,,J,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,MBLK5,,,,,uS/cm,,V,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,DUP5,,,,,uS/cm,,,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,ALTQC5,,,,,uS/cm,,J,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,12:00:00 PM,EST,10/29/25,10:49:00 AM,EST,,,CCV5,,,,,uS/cm,,J,Q,Q,,QAQC,COND1028202510292025,,
10/28/25,2:00:00 PM,EST,10/30/25,10:59:59 AM,EST,,,MBLK1,,,1,,uS/cm,,,Q,Q,,QAQC,COND1028202510302025,,
10/28/25,2:00:00 PM,EST,10/30/25,10:59:59 AM,EST,Charlotte,L-4,1,7/29/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510302025,,
10/28/25,2:00:00 PM,EST,10/30/25,10:59:59 AM,EST,Clay,Lily,1,7/30/25,,1,,uS/cm,,,Q,Q,,Sample,COND1028202510302025,,
10/28/25,2:00:00 PM,EST,10/30/25,10:59:59 AM,EST,Collier,Harveys,1,7/2/25,,1,,uS/cm,,,,,,Sample,COND1028202510302025,,
10/28/25,2:00:00 PM,EST,10/30/25,10:59:59 AM,EST,Collier,SB-61,1,7/18/25,,1,,uS/cm,,,,,,Sample,COND1028202510302025,,
10/28/25,2:00:00 PM,EST,10/30/25,10:59:59 AM,EST,Lee,Harborage East,1,7/28/25,,1,,uS/cm,,,,,,Sample,COND1028202510302025,,
10/28/25,2:00:00 PM,EST,10/30/25,10:59:59 AM,EST,Lee,Harborage West,1,7/28/25,,1,,mS/cm,,,,,,Sample,COND1028202510302025,,
10/28/25,2:00:00 PM,EST,10/30/25,10:59:59 AM,EST,Levy,Cedar Key-1,1,7/28/25,,1,,mS/cm,,,,,,Sample,COND1028202510302025,,
10/28/25,2:00:00 PM,EST,10/30/25,10:59:59 AM,EST,Levy,Cedar Key-2,1,7/28/25,,1,,mS/cm,,,,,,Sample,COND1028202510302025,,
10/28/25,2:00:00 PM,EST,10/30/25,10:59:59 AM,EST,Marion,Rainbow River-2,1,7/8/25,,1,,uS/cm,,,,,,Sample,COND1028202510302025,,
10/28/25,2:00:00 PM,EST,10/30/25,10:59:59 AM,EST,Marion,Rainbow River-3,1,7/8/25,,1,,uS/cm,,,,,,Sample,COND1028202510302025,,
