Study,County,Lake,Station,Monitoring_Location_ID
LW,Hillsborough,Blackwater Creek-150,2,Hil-Blreek150-2
LW,Hillsborough,Blackwater Creek-150,3,Hil-Blreek150-3
LW,Hillsborough,Boot,1,Hil-Boot-1
LW,Hillsborough,Boot,2,Hil-Boot-2
LW,Hillsborough,Boot,3,Hil-Boot-3
LW,Hillsborough,Brant,1,Hil-Brant-1
LW,Hillsborough,Brant,2,Hil-Brant-2
LW,Hillsborough,Brant,3,Hil-Brant-3
LW,Hillsborough,Brant-bottom,2,
LW,Hillsborough,Brant-middle,2,
LW,Hillsborough,Brant-top,2,
LW,Hillsborough,Brant-well,1,
LW,Hillsborough,Breakenridge,1,Hil-Breakenridge-1
LW,Hillsborough,Breakenridge,2,Hil-Breakenridge-2
LW,Hillsborough,Breakenridge,3,Hil-Breakenridge-3
LW,Hillsborough,Brooker,1,Hil-Brooker-1
LW,Hillsborough,Brooker,2,Hil-Brooker-2
LW,Hillsborough,Brooker,3,Hil-Brooker-3
LW,Hillsborough,Brooker Creek-330,1,Hil-Brreek330-1
LW,Hillsborough,Brooker Creek-330,2,Hil-Brreek330-2
LW,Hillsborough,Brooker Creek-330,3,Hil-Brreek330-3
LW,Hillsborough,Brushy Creek-305,1,Hil-Creek-305-1
LW,Hillsborough,Brushy Creek-305,2,Hil-Creek-305-2
LW,Hillsborough,Brushy Creek-305,3,Hil-Creek-305-3
LW,Hillsborough,Brushy Creek-307,1,Hil-Creek-307-1
LW,Hillsborough,Brushy Creek-307,2,Hil-Creek-307-2
LW,Hillsborough,Brushy Creek-307,3,Hil-Creek-307-3
LW,Hillsborough,Brushy Creek-308,1,Hil-Creek-308-1
LW,Hillsborough,Brushy Creek-308,2,Hil-Creek-308-2
LW,Hillsborough,Brushy Creek-308,3,Hil-Creek-308-3
LW,Hillsborough,Brushy Creek-309,1,Hil-Creek-309-1
LW,Hillsborough,Brushy Creek-309,2,Hil-Creek-309-2
LW,Hillsborough,Brushy Creek-309,3,Hil-Creek-309-3
LW,Hillsborough,Brushy Creek-314,1,Hil-Creek-314-1
LW,Hillsborough,Brushy Creek-314,2,Hil-Creek-314-2
LW,Hillsborough,Brushy Creek-314,3,Hil-Creek-314-3
LW,Hillsborough,Buck,1,Hil-Buck-1
LW,Hillsborough,Buck,2,Hil-Buck-2
LW,Hillsborough,Buck,3,Hil-Buck-3
LW,Hillsborough,Bull Frog Creek-211,1,Hil-BFreek211-1
LW,Hillsborough,Bull Frog Creek-211,2,Hil-BFreek211-2
LW,Hillsborough,Bull Frog Creek-211,3,Hil-BFreek211-3
LW,Hillsborough,Bull Frog Creek-241,1,Hil-BFreek241-1
LW,Hillsborough,Bull Frog Creek-241,2,Hil-BFreek241-2
LW,Hillsborough,Bull Frog Creek-241,3,Hil-BFreek241-3
LW,Hillsborough,Bull Frog Creek-340,1,Hil-BFreek340-1
LW,Hillsborough,Bull Frog Creek-340,2,Hil-BFreek340-2
LW,Hillsborough,Bull Frog Creek-340,3,Hil-BFreek340-3
LW,Hillsborough,Burrell,1,Hil-Burrell-1
LW,Hillsborough,Burrell,2,Hil-Burrell-2
LW,Hillsborough,Burrell,3,Hil-Burrell-3
LW,Hillsborough,Bypass Canal-140,1,Hil-Byp-C140-1
LW,Hillsborough,Bypass Canal-140,2,Hil-Byp-C140-2
LW,Hillsborough,Bypass Canal-140,3,Hil-Byp-C140-3
LW,Hillsborough,Byrd,1,Hil-Byrd-1
LW,Hillsborough,Byrd,2,Hil-Byrd-2
LW,Hillsborough,Byrd,3,Hil-Byrd-3
LW,Hillsborough,Calm,1,Hil-Calm-1
LW,Hillsborough,Calm,2,Hil-Calm-2
LW,Hillsborough,Calm,3,Hil-Calm-3
LW,Hillsborough,Carlton,1,Hil-Carlton-1
LW,Hillsborough,Carlton,2,Hil-Carlton-2
LW,Hillsborough,Carlton,3,Hil-Carlton-3
LW,Hillsborough,Carlton 2,1,Hil-Carlton2-1
LW,Hillsborough,Carlton 2,2,Hil-Carlton2-2
LW,Hillsborough,Carlton 2,3,Hil-Carlton2-3
LW,Hillsborough,Carroll,1,Hil-Carroll-1
LW,Hillsborough,Carroll,2,Hil-Carroll-2
LW,Hillsborough,Carroll,3,Hil-Carroll-3
LW,Hillsborough,Carroll Cove,1,Hil-CarrollC-1
LW,Hillsborough,Carroll Cove,2,Hil-CarrollC-2
LW,Hillsborough,Carroll Cove,3,Hil-CarrollC-3
LW,Hillsborough,Casey,1,Hil-Casey-1
LW,Hillsborough,Casey,2,Hil-Casey-2
LW,Hillsborough,Casey,3,Hil-Casey-3
LW,Hillsborough,Casey-special sample A,3,
LW,Hillsborough,Casey-special sample B,3,
LW,Hillsborough,Cedar East,1,Hil-CedarEast-1
LW,Hillsborough,Cedar East,2,Hil-CedarEast-2
LW,Hillsborough,Cedar East,3,Hil-CedarEast-3
LW,Hillsborough,Cedar West,1,Hil-CedarWest-1
LW,Hillsborough,Cedar West,2,Hil-CedarWest-2
LW,Hillsborough,Cedar West,3,Hil-CedarWest-3
LW,Hillsborough,Chapman,1,Hil-Chapman-1
LW,Hillsborough,Chapman,2,Hil-Chapman-2
LW,Hillsborough,Chapman,3,Hil-Chapman-3
LW,Hillsborough,Chapman South,1,Hil-Chapman S-1
LW,Hillsborough,Chapman South,2,Hil-Chapman S-2
LW,Hillsborough,Chapman South,3,Hil-Chapman S-3
LW,Hillsborough,Charles,1,Hil-Charles-1
LW,Hillsborough,Charles,2,Hil-Charles-2
LW,Hillsborough,Charles,3,Hil-Charles-3
LW,Hillsborough,Church,1,Hil-Church-1
LW,Hillsborough,Church,2,Hil-Church-2
LW,Hillsborough,Church,3,Hil-Church-3
LW,Hillsborough,Colebrook,1,Hil-Colebrook-1
LW,Hillsborough,Colebrook,2,Hil-Colebrook-2
LW,Hillsborough,Colebrook,3,Hil-Colebrook-3
LW,Hillsborough,Commiston,1,Hil-Commiston-1
LW,Hillsborough,Commiston,2,Hil-Commiston-2
LW,Hillsborough,Commiston,3,Hil-Commiston-3
LW,Hillsborough,Cool Kell,1,Hil-Cool-Kell-1
LW,Hillsborough,Cool Kell,2,Hil-Cool-Kell-2
LW,Hillsborough,Cool Kell,3,Hil-Cool-Kell-3
LW,Hillsborough,Cooper,1,Hil-Cooper-1
LW,Hillsborough,Cooper,2,Hil-Cooper-2
LW,Hillsborough,Cooper,3,Hil-Cooper-3
LW,Hillsborough,Cory,1,Hil-Cory-1
LW,Hillsborough,Cory,2,Hil-Cory-2
LW,Hillsborough,Cory,3,Hil-Cory-3
LW,Hillsborough,Country Lakes Pond,1,Hil-CountryLP-1
LW,Hillsborough,Country Lakes Pond,2,Hil-CountryLP-2
LW,Hillsborough,Cove,1,Hil-Cove-1
LW,Hillsborough,Cove,2,Hil-Cove-2
LW,Hillsborough,Cove,3,Hil-Cove-3
LW,Hillsborough,Cove-canal,1,
LW,Hillsborough,Cove-canal,2,
LW,Hillsborough,Cove-canal,3,
LW,Hillsborough,Cove-canal east side,1,
LW,Hillsborough,Cove-canal midway,1,
LW,Hillsborough,Cove-canal outfall,1,
LW,Hillsborough,Cove-canal south point,1,
LW,Hillsborough,Cove-canal west side,1,
LW,Hillsborough,Crenshaw,1,Hil-Crenshaw-1
LW,Hillsborough,Crenshaw,2,Hil-Crenshaw-2
LW,Hillsborough,Crenshaw,3,Hil-Crenshaw-3
LW,Hillsborough,Crescent,1,Hil-Crescent-1
LW,Hillsborough,Crescent,2,Hil-Crescent-2
LW,Hillsborough,Crescent,3,Hil-Crescent-3
LW,Hillsborough,Crum,1,Hil-Crum-1
LW,Hillsborough,Crum,2,Hil-Crum-2
LW,Hillsborough,Crum,3,Hil-Crum-3
LW,Hillsborough,Crystal,1,Hil-Crystal-1
LW,Hillsborough,Crystal,2,Hil-Crystal-2
LW,Hillsborough,Crystal,3,Hil-Crystal-3
LW,Hillsborough,Curiosity Creek-124,1,Hil-CurCrk124-1
LW,Hillsborough,Curiosity Creek-124,2,Hil-CurCrk124-2
LW,Hillsborough,Curiosity Creek-124,3,Hil-CurCrk124-3
LW,Hillsborough,Curiosity Creek-143,1,Hil-CurCrk143-1
LW,Hillsborough,Curiosity Creek-143,2,Hil-CurCrk143-2
LW,Hillsborough,Curiosity Creek-143,3,Hil-CurCrk143-3
LW,Hillsborough,Cypress,1,Hil-Cypress-1
LW,Hillsborough,Cypress,2,Hil-Cypress-2
LW,Hillsborough,Cypress,3,Hil-Cypress-3
LW,Hillsborough,Cypress Creek-107,1,Hil-Cyreek107-1
LW,Hillsborough,Cypress Creek-107,2,Hil-Cyreek107-2
LW,Hillsborough,Cypress Creek-107,3,Hil-Cyreek107-3
LW,Hillsborough,Cypress Creek-122,1,Hil-Cyreek122-1
LW,Hillsborough,Cypress Creek-122,2,Hil-Cyreek122-2
LW,Hillsborough,Cypress Creek-122,3,Hil-Cyreek122-3
LW,Hillsborough,Dan,1,Hil-Dan-1
LW,Hillsborough,Dan,2,Hil-Dan-2
LW,Hillsborough,Dan,3,Hil-Dan-3
LW,Hillsborough,Dead Lady,1,Hil-DeadLady-1
LW,Hillsborough,Dead Lady,2,Hil-DeadLady-2
LW,Hillsborough,Dead Lady,3,Hil-DeadLady-3
LW,Hillsborough,Dead Lady-ditch,1,
LW,Hillsborough,Deer,1,Hil-Deer-1
LW,Hillsborough,Deer,2,Hil-Deer-2
LW,Hillsborough,Deer,3,Hil-Deer-3
LW,Hillsborough,Deer-bottom,1,
LW,Hillsborough,Deer-middle,1,
LW,Hillsborough,Deer-surface,1,
LW,Hillsborough,Delaney Creek-222,1,Hil-Dlreek222-1
LW,Hillsborough,Delaney Creek-222,2,Hil-Dlreek222-2
LW,Hillsborough,Delaney Creek-222,3,Hil-Dlreek222-3
LW,Hillsborough,Dorothy,1,Hil-Dorothy-1
LW,Hillsborough,Dorothy,2,Hil-Dorothy-2
LW,Hillsborough,Dorothy,3,Hil-Dorothy-3
LW,Hillsborough,Dorsett,1,Hil-Dorsett-1
LW,Hillsborough,Dorsett,2,Hil-Dorsett-2
LW,Hillsborough,Dorsett,3,Hil-Dorsett-3
LW,Hillsborough,Dosson,1,Hil-Dosson-1
LW,Hillsborough,Dosson,2,Hil-Dosson-2
LW,Hillsborough,Dosson,3,Hil-Dosson-3
LW,Hillsborough,Double Branch-320,1,Hil-DbBrh-320-1
LW,Hillsborough,Double Branch-320,2,Hil-DbBrh-320-2
LW,Hillsborough,Double Branch-320,3,Hil-DbBrh-320-3
LW,Hillsborough,East,1,Hil-East-1
LW,Hillsborough,East,2,Hil-East-2
LW,Hillsborough,East,3,Hil-East-3
LW,Hillsborough,East-east canal,1,
LW,Hillsborough,East-north canal,1,
LW,Hillsborough,East-west canal,1,
LW,Hillsborough,Echo,1,Hil-Echo-1
LW,Hillsborough,Echo,2,Hil-Echo-2
LW,Hillsborough,Echo,3,Hil-Echo-3
LW,Hillsborough,Eckles,1,Hil-Eckles-1
LW,Hillsborough,Eckles,2,Hil-Eckles-2
LW,Hillsborough,Eckles,3,Hil-Eckles-3
LW,Hillsborough,Edna,1,Hil-Edna-1
LW,Hillsborough,Edna,2,Hil-Edna-2
LW,Hillsborough,Edna,3,Hil-Edna-3
LW,Hillsborough,Egypt,1,Hil-Egypt-1
LW,Hillsborough,Egypt,2,Hil-Egypt-2
LW,Hillsborough,Egypt,3,Hil-Egypt-3
LW,Hillsborough,Egypt-10' depth,2,
LW,Hillsborough,Egypt-20' depth,3,
LW,Hillsborough,Egypt-30' depth,2,
LW,Hillsborough,Egypt-special sample,1,
LW,Hillsborough,Egypt-special sample,2,
LW,Hillsborough,Egypt-special w. t. sample,1,
LW,Hillsborough,Elizabeth,1,Hil-Elizabeth-1
LW,Hillsborough,Elizabeth,2,Hil-Elizabeth-2
LW,Hillsborough,Elizabeth,3,Hil-Elizabeth-3
LW,Hillsborough,Ellen,1,Hil-Ellen-1
LW,Hillsborough,Ellen,2,Hil-Ellen-2
LW,Hillsborough,Ellen,3,Hil-Ellen-3
LW,Hillsborough,English Creek-217,1,Hil-Enreek217-1
LW,Hillsborough,English Creek-217,2,Hil-Enreek217-2
LW,Hillsborough,English Creek-217,3,Hil-Enreek217-3
LW,Hillsborough,Estes,1,Hil-Estes-1
LW,Hillsborough,Estes,2,Hil-Estes-2
LW,Hillsborough,Estes,3,Hil-Estes-3
LW,Hillsborough,Eva,1,Hil-Eva-1
LW,Hillsborough,Eva,2,Hil-Eva-2
LW,Hillsborough,Eva,3,Hil-Eva-3
LW,Hillsborough,Fantasia,1,Hil-Fantasia-1
LW,Hillsborough,Fantasia,2,Hil-Fantasia-2
LW,Hillsborough,Fantasia,3,Hil-Fantasia-3
LW,Hillsborough,Fleur de Lis,1,Hil-Fleurde-1
LW,Hillsborough,Fleur de Lis,2,Hil-Fleurde-2
LW,Hillsborough,Fleur de Lis,3,Hil-Fleurde-3
LW,Hillsborough,Flint Creek-110,1,Hil-Creek-110-1
LW,Hillsborough,Flint Creek-110,2,Hil-Creek-110-2
LW,Hillsborough,Flint Creek-110,3,Hil-Creek-110-3
LW,Hillsborough,Flynn,1,Hil-Flynn-1
LW,Hillsborough,Flynn,2,Hil-Flynn-2
LW,Hillsborough,Flynn,3,Hil-Flynn-3
LW,Hillsborough,Forest,1,Hil-Forest-1
LW,Hillsborough,Forest,2,Hil-Forest-2
LW,Hillsborough,Forest,3,Hil-Forest-3
LW,Hillsborough,Forest Special,1,
LW,Hillsborough,Forest Special,2,
LW,Hillsborough,Forest Special,3,
LW,Hillsborough,Francis,1,Hil-Francis-1
LW,Hillsborough,Francis,2,Hil-Francis-2
LW,Hillsborough,Francis,3,Hil-Francis-3
LW,Hillsborough,Freedom,1,Hil-Freedom-1
LW,Hillsborough,Freedom,2,Hil-Freedom-2
LW,Hillsborough,Freedom,3,Hil-Freedom-3
LW,Hillsborough,Fuller,1,Hil-Fuller-1
LW,Hillsborough,Fuller,2,Hil-Fuller-2
LW,Hillsborough,Fuller,3,Hil-Fuller-3
LW,Hillsborough,Garden,1,Hil-Garden-1
LW,Hillsborough,Garden,2,Hil-Garden-2
LW,Hillsborough,Garden,3,Hil-Garden-3
LW,Hillsborough,Gass,1,Hil-Gass-1
LW,Hillsborough,Gass,2,Hil-Gass-2
LW,Hillsborough,Gass,3,Hil-Gass-3
LW,Hillsborough,George,1,Hil-George-1
LW,Hillsborough,George,2,Hil-George-2
LW,Hillsborough,George,3,Hil-George-3
LW,Hillsborough,Gibson,1,Hil-Gibson-1
LW,Hillsborough,Gibson,2,Hil-Gibson-2
LW,Hillsborough,Gibson,3,Hil-Gibson-3
LW,Hillsborough,Glass,1,Hil-Glass-1
LW,Hillsborough,Glass,2,Hil-Glass-2
LW,Hillsborough,Glass,3,Hil-Glass-3
LW,Hillsborough,Gornto,1,Hil-Gornto-1
LW,Hillsborough,Gornto,2,Hil-Gornto-2
LW,Hillsborough,Gornto,3,Hil-Gornto-3
LW,Hillsborough,Grace,1,Hil-Grace-1
LW,Hillsborough,Grace,2,Hil-Grace-2
LW,Hillsborough,Grace,3,Hil-Grace-3
LW,Hillsborough,Grady,1,Hil-Grady-1
LW,Hillsborough,Grady,2,Hil-Grady-2
LW,Hillsborough,Grady,3,Hil-Grady-3
LW,Hillsborough,Halfmoon,1,Hil-Halfmoon-1
LW,Hillsborough,Halfmoon,2,Hil-Halfmoon-2
LW,Hillsborough,Halfmoon,3,Hil-Halfmoon-3
LW,Hillsborough,Hammock,1,Hil-Hammock-1
LW,Hillsborough,Hammock,2,Hil-Hammock-2
LW,Hillsborough,Hammock,3,Hil-Hammock-3
LW,Hillsborough,Hanna,1,Hil-Hanna-1
LW,Hillsborough,Hanna,2,Hil-Hanna-2
LW,Hillsborough,Hanna,3,Hil-Hanna-3
LW,Hillsborough,Harvey,1,Hil-Harvey-1
LW,Hillsborough,Harvey,2,Hil-Harvey-2
LW,Hillsborough,Harvey,3,Hil-Harvey-3
LW,Hillsborough,Heather,1,Hil-Heather-1
LW,Hillsborough,Heather,2,Hil-Heather-2
LW,Hillsborough,Heather,3,Hil-Heather-3
LW,Hillsborough,Helen,1,Hil-Helen-1
LW,Hillsborough,Helen,2,Hil-Helen-2
LW,Hillsborough,Helen,3,Hil-Helen-3
LW,Hillsborough,Hiawatha,1,Hil-Hiawatha-1
LW,Hillsborough,Hiawatha,2,Hil-Hiawatha-2
LW,Hillsborough,Hiawatha,3,Hil-Hiawatha-3
LW,Hillsborough,Hickory Hammock,1,Hil-HickoryH-1
LW,Hillsborough,Hickory Hammock,2,Hil-HickoryH-2
LW,Hillsborough,Hickory Hammock,3,Hil-HickoryH-3
LW,Hillsborough,Hickory Manor North,1,Hil-HickoryM-1
LW,Hillsborough,Hickory Manor North,2,Hil-HickoryM-2
LW,Hillsborough,Hickory Manor North,3,Hil-HickoryM-3
LW,Hillsborough,Hillsborough River-101,1,Hil-River-101-1
LW,Hillsborough,Hillsborough River-101,2,Hil-River-101-2
LW,Hillsborough,Hillsborough River-101,3,Hil-River-101-3
LW,Hillsborough,Hillsborough River-102,1,Hil-River-102-1
LW,Hillsborough,Hillsborough River-102,2,Hil-River-102-2
LW,Hillsborough,Hillsborough River-102,3,Hil-River-102-3
LW,Hillsborough,Hillsborough River-103,1,Hil-River-103-1
LW,Hillsborough,Hillsborough River-103,2,Hil-River-103-2
LW,Hillsborough,Hillsborough River-103,3,Hil-River-103-3
LW,Hillsborough,Hillsborough River-104,1,Hil-Hiiver104-1
LW,Hillsborough,Hillsborough River-104,2,Hil-Hiiver104-2
LW,Hillsborough,Hillsborough River-104,3,Hil-Hiiver104-3
LW,Hillsborough,Hillsborough River-105,1,Hil-Hiiver105-1
LW,Hillsborough,Hillsborough River-105,2,Hil-Hiiver105-2
LW,Hillsborough,Hillsborough River-105,3,Hil-Hiiver105-3
LW,Hillsborough,Hillsborough River-106,1,Hil-Hiiver106-1
LW,Hillsborough,Hillsborough River-106,2,Hil-Hiiver106-2
LW,Hillsborough,Hillsborough River-106,3,Hil-Hiiver106-3
LW,Hillsborough,Hillsborough River-108,1,Hil-Hiiver108-1
LW,Hillsborough,Hillsborough River-108,2,Hil-Hiiver108-2
LW,Hillsborough,Hillsborough River-108,3,Hil-Hiiver108-3
LW,Hillsborough,Hillsborough River-109,1,Hil-Hiiver109-1
LW,Hillsborough,Hillsborough River-109,2,Hil-Hiiver109-2
LW,Hillsborough,Hillsborough River-109,3,Hil-Hiiver109-3
LW,Hillsborough,Hillsborough River-112,1,Hil-Hiiver112-1
LW,Hillsborough,Hillsborough River-112,2,Hil-Hiiver112-2
LW,Hillsborough,Hillsborough River-112,3,Hil-Hiiver112-3
LW,Hillsborough,Hillsborough River-115,1,Hil-River-115-1
LW,Hillsborough,Hillsborough River-115,2,Hil-River-115-2
LW,Hillsborough,Hillsborough River-115,3,Hil-River-115-3
LW,Hillsborough,Hillsborough River-118,1,Hil-River-118-1
LW,Hillsborough,Hillsborough River-118,2,Hil-River-118-2
LW,Hillsborough,Hillsborough River-118,3,Hil-River-118-3
LW,Hillsborough,Hillsborough River-119,1,Hil-River-119-1
LW,Hillsborough,Hillsborough River-119,2,Hil-River-119-2
LW,Hillsborough,Hillsborough River-119,3,Hil-River-119-3
LW,Hillsborough,Hillsborough River-123,1,Hil-Hiiver123-1
LW,Hillsborough,Hillsborough River-123,2,Hil-Hiiver123-2
LW,Hillsborough,Hillsborough River-123,3,Hil-Hiiver123-3
LW,Hillsborough,Hillsborough River-125,1,Hil-Hiiver125-1
LW,Hillsborough,Hillsborough River-125,2,Hil-Hiiver125-2
LW,Hillsborough,Hillsborough River-125,3,Hil-Hiiver125-3
LW,Hillsborough,Hillsborough River-126,1,Hil-Hiiver126-1
LW,Hillsborough,Hillsborough River-126,2,Hil-Hiiver126-2
LW,Hillsborough,Hillsborough River-126,3,Hil-Hiiver126-3
LW,Hillsborough,Hillsborough River-127,1,Hil-River-127-1
LW,Hillsborough,Hillsborough River-127,2,Hil-River-127-2
LW,Hillsborough,Hillsborough River-127,3,Hil-River-127-3
LW,Hillsborough,Hillsborough River-128,1,Hil-Hiiver128-1
LW,Hillsborough,Hillsborough River-128,2,Hil-Hiiver128-2
LW,Hillsborough,Hillsborough River-128,3,Hil-Hiiver128-3
LW,Hillsborough,Hillsborough River-130,1,Hil-River-130-1
LW,Hillsborough,Hillsborough River-130,2,Hil-River-130-2
LW,Hillsborough,Hillsborough River-130,3,Hil-River-130-3
LW,Hillsborough,Hillsborough River-131,1,Hil-River-131-1
LW,Hillsborough,Hillsborough River-131,2,Hil-River-131-2
LW,Hillsborough,Hillsborough River-131,3,Hil-River-131-3
LW,Hillsborough,Hillsborough River-138,1,Hil-River-138-1
LW,Hillsborough,Hillsborough River-138,2,Hil-River-138-2
LW,Hillsborough,Hillsborough River-138,3,Hil-River-138-3
LW,Hillsborough,Hillsborough River-142,1,Hil-River-142-1
LW,Hillsborough,Hillsborough River-142,2,Hil-River-142-2
LW,Hillsborough,Hillsborough River-142,3,Hil-River-142-3
LW,Hillsborough,Hillsborough River-338,1,Hil-River-338-1
LW,Hillsborough,Hillsborough River-338,2,Hil-River-338-2
LW,Hillsborough,Hillsborough River-338,3,Hil-River-338-3
LW,Hillsborough,Hobbs,1,Hil-Hobbs-1
LW,Hillsborough,Hobbs,2,Hil-Hobbs-2
LW,Hillsborough,Hobbs,3,Hil-Hobbs-3
LW,Hillsborough,Hog Island,1,Hil-HogIslan-1
LW,Hillsborough,Hog Island,2,Hil-HogIslan-2
LW,Hillsborough,Hog Island,3,Hil-HogIslan-3
LW,Hillsborough,Hog Island,4,Hil-HogIslan-4
LW,Hillsborough,Holly,1,Hil-Holly-1
LW,Hillsborough,Holly,2,Hil-Holly-2
LW,Hillsborough,Holly,3,Hil-Holly-3
LW,Hillsborough,Holly 2,1,Hil-Holly2-1
LW,Hillsborough,Holly 2,2,Hil-Holly2-2
LW,Hillsborough,Holly 2,3,Hil-Holly2-3
LW,Hillsborough,Horse,1,Hil-Horse-1
LW,Hillsborough,Horse,2,Hil-Horse-2
LW,Hillsborough,Horse,3,Hil-Horse-3
LW,Hillsborough,Hunter,1,Hil-Hunter-1
LW,Hillsborough,Hunter,2,Hil-Hunter-2
LW,Hillsborough,Hunter,3,Hil-Hunter-3
LW,Hillsborough,Island Ford,1,Hil-IslandFo-1
LW,Hillsborough,Island Ford,2,Hil-IslandFo-2
LW,Hillsborough,Island Ford,3,Hil-IslandFo-3
LW,Hillsborough,Itchepackesassa Creek-116,1,Hil-Itreek116-1
LW,Hillsborough,Itchepackesassa Creek-116,2,Hil-Itreek116-2
LW,Hillsborough,Itchepackesassa Creek-116,3,Hil-Itreek116-3
LW,Hillsborough,Jackson,1,Hil-Jackson-1
LW,Hillsborough,Jackson,2,Hil-Jackson-2
LW,Hillsborough,Jackson,3,Hil-Jackson-3
LW,Hillsborough,James,1,Hil-James-1
LW,Hillsborough,James,2,Hil-James-2
LW,Hillsborough,James,3,Hil-James-3
LW,Hillsborough,James-dock,1,
LW,Hillsborough,Jeanette,1,Hil-Jeanette-1
LW,Hillsborough,Jeanette,2,Hil-Jeanette-2
LW,Hillsborough,Jeanette,3,Hil-Jeanette-3
LW,Hillsborough,Jeremy,1,Hil-Jeremy-1
LW,Hillsborough,Jeremy,2,Hil-Jeremy-2
LW,Hillsborough,Jeremy,3,Hil-Jeremy-3
LW,Hillsborough,Josephine,1,Hil-Josephine-1
LW,Hillsborough,Josephine,2,Hil-Josephine-2
LW,Hillsborough,Josephine,3,Hil-Josephine-3
LW,Hillsborough,Juanita,1,Hil-Juanita-1
LW,Hillsborough,Juanita,2,Hil-Juanita-2
LW,Hillsborough,Juanita,3,Hil-Juanita-3
LW,Hillsborough,June,1,Hil-June-1
LW,Hillsborough,June,2,Hil-June-2
LW,Hillsborough,June,3,Hil-June-3
LW,Hillsborough,Keene,1,Hil-Keene-1
LW,Hillsborough,Keene,2,Hil-Keene-2
LW,Hillsborough,Keene,3,Hil-Keene-3
LW,Hillsborough,Kell,1,Hil-Kell-1
LW,Hillsborough,Kell,2,Hil-Kell-2
LW,Hillsborough,Kell,3,Hil-Kell-3
LW,Hillsborough,Ken,1,Hil-Ken-1
LW,Hillsborough,Ken,2,Hil-Ken-2
LW,Hillsborough,Ken,3,Hil-Ken-3
LW,Hillsborough,Keystone,1,Hil-Keystone-1
LW,Hillsborough,Keystone,2,Hil-Keystone-2
LW,Hillsborough,Keystone,3,Hil-Keystone-3
LW,Hillsborough,Keystone North,1,Hil-KeystoneN-1
LW,Hillsborough,Keystone North,2,Hil-KeystoneN-2
LW,Hillsborough,Keystone North,3,Hil-KeystoneN-3
LW,Hillsborough,LeClare,1,Hil-LeClare-1
LW,Hillsborough,LeClare,2,Hil-LeClare-2
LW,Hillsborough,LeClare,3,Hil-LeClare-3
LW,Hillsborough,Lipsey,1,Hil-Lipsey-1
LW,Hillsborough,Lipsey,2,Hil-Lipsey-2
LW,Hillsborough,Lipsey,3,Hil-Lipsey-3
LW,Hillsborough,Little,1,Hil-Little-1
LW,Hillsborough,Little,2,Hil-Little-2
LW,Hillsborough,Little,3,Hil-Little-3
LW,Hillsborough,Little Bass,1,Hil-LittleBa-1
LW,Hillsborough,Little Bass,2,Hil-LittleBa-2
LW,Hillsborough,Little Bass,3,Hil-LittleBa-3
LW,Hillsborough,Little Bull Frog Creek-339,1,Hil-LBFrek339-1
LW,Hillsborough,Little Bull Frog Creek-339,2,Hil-LBFrek339-2
LW,Hillsborough,Little Bull Frog Creek-339,3,Hil-LBFrek339-3
LW,Hillsborough,Little Cockroach Bay-1,1,Hil-Li-chBay-1
LW,Hillsborough,Little Cockroach Bay-2,1,Hil-Li-chBay-2
LW,Hillsborough,Little Cockroach Bay-3,1,Hil-Li-chBay-3
LW,Hillsborough,Little Cockroach Bay-4,1,Hil-Li-chBay-4
LW,Hillsborough,Little Deer,1,Hil-LittleDeer-1
LW,Hillsborough,Little Deer,2,Hil-LittleDeer-2
LW,Hillsborough,Little Deer,3,Hil-LittleDeer-3
LW,Hillsborough,Little Halfmoon,1,Hil-LittleHa-1
LW,Hillsborough,Little Halfmoon,2,Hil-LittleHa-2
LW,Hillsborough,Little Halfmoon,3,Hil-LittleHa-3
LW,Hillsborough,Little Jewel,1,Hil-LittleJe-1
LW,Hillsborough,Little Jewel,2,Hil-LittleJe-2
LW,Hillsborough,Little Jewel,3,Hil-LittleJe-3
LW,Hillsborough,Little Manatee River-1,1,Hil-LiRiver-1-1
LW,Hillsborough,Little Manatee River-2,1,Hil-LiRiver-2-1
LW,Hillsborough,Little Manatee River-251,1,Hil-Liver251-1
LW,Hillsborough,Little Manatee River-251,2,Hil-Liiver251-2
LW,Hillsborough,Little Manatee River-251,3,Hil-Liiver251-3
LW,Hillsborough,Little Manatee River-252,1,Hil-River-252-1
LW,Hillsborough,Little Manatee River-252,2,Hil-River-252-2
LW,Hillsborough,Little Manatee River-252,3,Hil-River-252-3
LW,Hillsborough,Little Manatee River-254,1,Hil-River-254-1
LW,Hillsborough,Little Manatee River-254,2,Hil-River-254-2
LW,Hillsborough,Little Manatee River-254,3,Hil-River-254-3
LW,Hillsborough,Little Manatee River-3,1,Hil-Li-River-3-1
LW,Hillsborough,Little Manatee River-352,1,Hil-River-352-1
LW,Hillsborough,Little Manatee River-352,2,Hil-River-352-2
LW,Hillsborough,Little Manatee River-352,3,Hil-River-352-3
LW,Hillsborough,Little Moon,1,Hil-LittleMo-1
LW,Hillsborough,Little Moon,2,Hil-LittleMo-2
LW,Hillsborough,Little Moon,3,Hil-LittleMo-3
LW,Hillsborough,Little Wilson,1,Hil-LittleWi-1
LW,Hillsborough,Little Wilson,2,Hil-LittleWi-2
LW,Hillsborough,Little Wilson,3,Hil-LittleWi-3
LW,Hillsborough,Long Pond,1,Hil-LongPd-1
