Org Analyte Name,Activity Type,Sample Collection Type,Sample Collection Equipment,Activity Depth,Activity Depth Unit,Total_Depth,Total Depth Unit,Analysis Method,Sample Fraction,Preparation Date,Preparation Time,Preparation Time Zone,Analysis Date,Analysis Time,Analysis Time Zone,County,Lake,Station,Activity_Start_Date,Activity_Start_Time,Activity Time Zone,Org_Result_Value,Org Result Unit,Org MDL,Org PQL,Org Detection Unit,Value_Qualifier,Result Comments,Result Value Type Name,Dilution
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,3,ft,FDEP FT1700,,,,,,,,Columbia,Rum Island Spring-1,1,9/12/23,9:20:00 AM,EDT,3,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,13.5,ft,FDEP FT1700,,,,,,,,Orange,Eola,1,12/8/23,9:22:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Seminole,Triplet South,1,11/29/23,9:25:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,14.3,ft,FDEP FT1700,,,,,,,,Orange,Adair,1,10/8/23,9:30:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,8,ft,FDEP FT1700,,,,,,,,Osceola,Tohopekaliga-Middle,3,1/16/23,9:30:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Seminole,Triplet South,2,11/29/23,9:30:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,12,ft,FDEP FT1700,,,,,,,,Orange,Eola,2,12/8/23,9:31:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Osceola,Bellalago,2,10/18/23,9:32:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,14.5,ft,FDEP FT1700,,,,,,,,Orange,Adair,2,12/10/23,9:37:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Franklin,Alligator Harbor-2,1,6/13/23,9:39:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Seminole,Triplet South,3,11/29/23,9:40:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,9.5,ft,FDEP FT1700,,,,,,,,Osceola,Tohopekaliga-Middle,1,12/20/23,9:43:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Franklin,Alligator Harbor-5,1,6/13/23,9:44:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Osceola,Bellalago,3,10/18/23,9:45:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,10,ft,FDEP FT1700,,,,,,,,Clay,Johnson,1,11/14/23,9:49:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Marion,Lou,1,11/20/23,9:49:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,3,ft,FDEP FT1700,,,,,,,,Hillsborough,West Meadows-3,2,10/6/23,9:50:00 AM,EDT,3,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,9.5,ft,FDEP FT1700,,,,,,,,Osceola,Tohopekaliga-Middle,2,12/20/23,9:50:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Seminole,Triplet Middle,1,11/29/23,9:50:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Franklin,Alligator Harbor-6,1,6/13/23,9:51:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Marion,Lou,2,11/20/23,9:53:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Franklin,Alligator Harbor-4,1,6/13/23,9:56:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Marion,Lou,3,11/20/23,9:57:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,14,ft,FDEP FT1700,,,,,,,,Orange,Rose,2,11/22/23,10:00:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Sarasota,Lake M-9,1,9/20/23,10:00:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Collier,Harveys,2,11/3/23,10:01:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Collier,Harveys,3,11/3/23,10:06:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Escambia,Bayou Texar-1,1,8/30/23,10:07:00 AM,CDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,15,ft,FDEP FT1700,,,,,,,,Orange,Rose,3,11/22/23,10:10:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Sarasota,HO24,1,10/17/23,10:20:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Pinellas,Autumn,2,9/23/23,10:25:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Pinellas,Winston,1,11/5/23,10:25:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Sarasota,HO24,2,10/17/23,10:25:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Pinellas,Winston,2,11/5/23,10:28:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Charlotte,White Marsh Weir,1,11/22/23,10:30:00 AM,EST,3,,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Charlotte,White Marsh Weir,2,11/22/23,10:30:00 AM,EST,3,,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Charlotte,White Marsh Weir,3,11/22/23,10:30:00 AM,EST,3,,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4,ft,FDEP FT1700,,,,,,,,Pinellas,Jungle,5,1/26/24,10:30:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bradford,Sampson,2,10/29/23,10:31:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Sarasota,HO24,3,10/17/23,10:35:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,3,ft,FDEP FT1700,,,,,,,,Seminole,Spring,2,2/4/24,10:35:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,10,ft,FDEP FT1700,,,,,,,,Seminole,Spring,3,2/4/24,10:40:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bradford,Sampson,3,10/29/23,10:43:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Putnam,Camp Branch-4,1,7/18/23,10:45:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Sarasota,HO24,1,11/21/23,10:45:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bay,Laird Bayou-3,1,6/30/23,10:50:00 AM,CDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Sarasota,HO24,2,11/21/23,10:55:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4,ft,FDEP FT1700,,,,,,,,Seminole,Queens Mirror,1,2/19/24,11:00:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4,ft,FDEP FT1700,,,,,,,,Seminole,Queens Mirror,2,2/19/24,11:00:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bay,West Bay-12,1,8/23/23,11:06:00 AM,CDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Lake,Palatlakaha,1,12/8/23,11:07:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Charlotte,LC-2,1,11/14/23,11:08:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Lake,Bay,2,9/17/23,11:08:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Lake,Bay,1,10/15/23,11:08:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bradford,Sampson,1,11/29/23,11:10:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Lake,Palatlakaha,2,12/8/23,11:10:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Seminole,East,2,10/10/23,11:13:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,3,ft,FDEP FT1700,,,,,,,,Bradford,Rowell,3,10/29/23,11:14:00 AM,EDT,3,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,12,ft,FDEP FT1700,,,,,,,,Clay,Johnson,2,12/13/23,11:14:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,3,ft,FDEP FT1700,,,,,,,,Gilchrist,Ginnie Spring Run-1,1,10/26/23,11:14:00 AM,EDT,3,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Lake,Palatlakaha,3,12/8/23,11:14:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Lake,Bay,3,9/17/23,11:15:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Lake,Bay,2,10/15/23,11:15:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Seminole,East,3,10/10/23,11:18:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,13,ft,FDEP FT1700,,,,,,,,Clay,Johnson,3,12/13/23,11:21:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Franklin,Alligator Harbor-2,1,9/5/23,11:21:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Lake,Bay,3,10/15/23,11:23:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,3,ft,FDEP FT1700,,,,,,,,Lake,Bugg Springs,2,12/16/23,11:25:00 AM,EST,3,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,3,ft,FDEP FT1700,,,,,,,,Walton,Powell,3,8/16/23,11:27:00 AM,CDT,3,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bradford,Rowell,4,10/29/23,11:29:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bradford,Sampson,3,11/29/23,11:34:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Charlotte,WF-4,1,10/19/23,11:38:00 AM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,5.5,ft,FDEP FT1700,,,,,,,,Hillsborough,Crystal,1,1/22/24,11:38:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,10.8,ft,FDEP FT1700,,,,,,,,Hillsborough,Crystal,3,1/22/24,11:46:00 AM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,3,ft,FDEP FT1700,,,,,,,,Lake,Bugg Springs,2,11/18/23,11:55:00 AM,EST,3,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,6.5,ft,FDEP FT1700,,,,,,,,Hillsborough,Estes,1,12/10/23,12:00:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,6.5,ft,FDEP FT1700,,,,,,,,Seminole,Secret,2,1/18/24,12:00:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,16,ft,FDEP FT1700,,,,,,,,Volusia,North Talmadge,1,12/4/23,12:00:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Putnam,Rowan,1,1/4/24,12:06:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,3,ft,FDEP FT1700,,,,,,,,Bradford,Rowell,3,11/29/23,12:10:00 PM,EST,3,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,3,ft,FDEP FT1700,,,,,,,,Seminole,Wekiva,1,12/29/23,12:15:00 PM,EST,3,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,5,ft,FDEP FT1700,,,,,,,,Lake,Hiawatha,1,1/18/24,12:16:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,6.8,ft,FDEP FT1700,,,,,,,,Highlands,Red Beach,3,12/21/23,12:17:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Lake,Hiawatha,2,1/18/24,12:20:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Putnam,Camp Branch-3,1,7/18/23,12:20:00 PM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Charlotte,WF-4,1,11/21/23,12:21:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Charlotte,WF-4,2,11/21/23,12:23:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Alachua,Wauberg,1,11/24/23,12:24:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,8.5,ft,FDEP FT1700,,,,,,,,Lake,Hiawatha,3,1/18/24,12:24:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,9.5,ft,FDEP FT1700,,,,,,,,Seminole,Spring,1,11/18/23,12:25:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,14.5,ft,FDEP FT1700,,,,,,,,Orange,Fairview South,1,11/19/23,12:27:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,8.8,ft,FDEP FT1700,,,,,,,,Highlands,Red Beach,2,12/21/23,12:29:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Alachua,Wauberg,2,11/24/23,12:32:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,18.5,ft,FDEP FT1700,,,,,,,,Orange,Fairview South,3,11/19/23,12:37:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Alachua,Wauberg,3,11/24/23,12:39:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,8,ft,FDEP FT1700,,,,,,,,Seminole,Secret,3,1/18/24,12:40:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,20.5,ft,FDEP FT1700,,,,,,,,Highlands,Red Beach,1,12/21/23,12:41:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Crystal,2,10/29/23,12:45:00 PM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,11,ft,FDEP FT1700,,,,,,,,Volusia,St. John's Lemon Bluff-2,1,11/29/23,12:45:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,9,ft,FDEP FT1700,,,,,,,,Levy,Cedar Key-2,1,9/29/23,12:46:00 PM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,15,ft,FDEP FT1700,,,,,,,,Levy,Cedar Key-2,1,8/27/23,12:50:00 PM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,3.8,ft,FDEP FT1700,,,,,,,,Hillsborough,Dan,3,12/20/23,1:04:00 PM,EST,3,ft,,,,,Weeds,,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,12.8,ft,FDEP FT1700,,,,,,,,Alachua,Wauberg,1,2/3/24,1:05:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Franklin,Alligator Harbor-4,1,10/27/23,1:11:00 PM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,14.5,ft,FDEP FT1700,,,,,,,,Alachua,Wauberg,2,2/3/24,1:12:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,14,ft,FDEP FT1700,,,,,,,,Alachua,Wauberg,3,2/3/24,1:16:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,9,ft,FDEP FT1700,,,,,,,,Putnam,Suggs,2,1/30/24,1:18:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Franklin,Alligator Harbor-3,1,10/27/23,1:21:00 PM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,5,ft,FDEP FT1700,,,,,,,,Levy,Cedar Key-2,1,11/30/23,1:42:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,12.3,ft,FDEP FT1700,,,,,,,,Osceola,Alligator,5,12/11/23,1:46:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,23,ft,FDEP FT1700,,,,,,,,Lake,Florence,1,12/9/23,1:49:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,6.3,ft,FDEP FT1700,,,,,,,,Osceola,Alligator Canal-2,1,12/11/23,1:52:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,26,ft,FDEP FT1700,,,,,,,,Lake,Florence,2,12/9/23,1:53:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,19,ft,FDEP FT1700,,,,,,,,Lake,Florence,3,12/9/23,1:57:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,3,ft,FDEP FT1700,,,,,,,,Orange,Waumpi,2,2/10/24,1:57:00 PM,EST,3,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Cypress,1,10/22/23,2:24:00 PM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Formosa,1,10/7/23,2:30:00 PM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.8,ft,FDEP FT1700,,,,,,,,Osceola,Alligator Canal-2,1,11/5/23,2:34:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Cypress,2,10/22/23,2:35:00 PM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Cypress,3,10/22/23,2:46:00 PM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,17,ft,FDEP FT1700,,,,,,,,Levy,Cedar Key-1,1,10/31/23,3:04:00 PM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,6,ft,FDEP FT1700,,,,,,,,Seminole,Concord,1,2/5/24,3:20:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4,ft,FDEP FT1700,,,,,,,,Alachua,Elizabeth,1,12/30/23,3:25:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,7,ft,FDEP FT1700,,,,,,,,Levy,Cedar Key-4,1,10/31/23,3:29:00 PM,EDT,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,10,ft,FDEP FT1700,,,,,,,,Seminole,Spring,1,12/31/23,3:30:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,5,ft,FDEP FT1700,,,,,,,,Alachua,Elizabeth,2,12/30/23,3:35:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,9,ft,FDEP FT1700,,,,,,,,Seminole,Concord,3,1/11/24,3:40:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,6,ft,FDEP FT1700,,,,,,,,Seminole,Spring,2,12/31/23,3:40:00 PM,EST,3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,6,ft,FDEP FT1700,,,,,,,,Alachua,Elizabeth,3,12/30/23,3:45:00 PM,EST,3,ft,,,,,,Actual,
