ADAPT Analyte ID,Org Analyte Name,Activity Type,Sample Collection Type,Sample Collection Equipment,Activity Depth,Activity Depth Unit,Analysis Method,Preparation Date,Preparation Time,Preparation Time Zone,Analysis Date,Analysis Time,Analysis Time Zone,County,Lake,Station,Activity Start Date,Activity Time Zone,Org Result Value,Org Result Unit,Org MDL,Org PQL,Org Detection Unit,Value Qualifier,Result Value Type Name,Dilution
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Brevard,Blue Trail-1,1,10/10/2023,,24,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Brevard,Clear,1,10/28/2023,,31,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Brevard,Fox,1,10/22/2023,,356,PCU,1,1,PCU,Q,Actual,4
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Brevard,IRL Max Brewer Bridge-1,1,10/15/2023,,22,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Brevard,IRL Max Brewer Bridge-3,1,10/15/2023,,17,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Brevard,IRL Max Brewer Bridge-4,1,10/15/2023,,52,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Brevard,Washington,1,10/24/2023,,297,PCU,1,1,PCU,Q,Actual,4
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,L-4,1,10/30/2023,,71,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,L-6,1,10/30/2023,,20,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,LC-1,1,10/27/2023,,138,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,LC-2,1,10/27/2023,,124,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,LC-3,1,10/27/2023,,149,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,Oakland Hills End,1,10/23/2023,,55,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,Pine Valley End,1,10/22/2023,,46,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,Redfish,1,10/15/2023,,27,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,Sturgeon,1,10/14/2023,,18,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,Sunapee,1,10/14/2023,,31,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,WF-1,1,10/19/2023,,66,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,WF-2,1,10/19/2023,,93,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,WF-3,1,10/19/2023,,88,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,WF-4,1,10/19/2023,,53,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,WF-5,1,10/27/2023,,102,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,WF-6,1,10/19/2023,,133,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Charlotte,White Marsh Inflow,1,10/30/2023,,55,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Citrus,Crystal River-1,1,10/24/2023,,12,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Citrus,Crystal River-2,1,10/24/2023,,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Citrus,Crystal River-5,1,10/24/2023,,4,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Citrus,Crystal River-6,1,10/30/2023,EST,12,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Citrus,Crystal River-7,1,10/24/2023,,4,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Citrus,Fort Cooper,1,01/17/2024,EST,17,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Citrus,Little Henderson,1,10/23/2023,,26,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Citrus,Magnolia Creek-1,1,10/19/2023,,13,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Citrus,Magnolia Creek-1,1,01/18/2024,EST,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Citrus,Magnolia Creek-2,1,10/19/2023,,13,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Citrus,Magnolia Creek-2,1,01/18/2024,EST,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Citrus,Magnolia Creek-3,1,10/19/2023,,12,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Citrus,Magnolia Creek-3,1,01/18/2024,EST,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Citrus,Magnolia Creek-4,1,10/19/2023,,10,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Citrus,Magnolia Creek-4,1,01/18/2024,EST,8,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Citrus,Magnolia Creek-mullet hole,1,10/19/2023,EST,13,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Citrus,Magnolia Creek-mullet hole,1,01/18/2024,EST,10,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Clay,Asbury North,1,07/26/2023,EST,11,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Clay,Asbury North,1,10/18/2023,EST,11,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Clay,Asbury South,1,04/22/2023,EST,11,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Clay,Asbury South,1,07/29/2023,EST,11,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Clay,Deer,1,10/13/2023,EST,2,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Clay,Gold Head Branch-1,1,10/13/2023,EST,24,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Clay,Johnson,1,10/13/2023,EST,7,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Clay,Kingsley,1,07/29/2023,EST,10,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Clay,Kingsley,1,10/15/2023,EST,9,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Clay,Lily,1,10/23/2023,,11,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Clay,Little Johnson,1,10/13/2023,EST,22,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Clay,Sheelar,1,10/13/2023,EST,3,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Collier,Eagle,1,10/19/2023,,11,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Collier,Harveys,1,10/02/2023,,40,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Collier,IFAS Collier Pond,1,10/13/2023,EST,13,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Collier,Islandwalk,1,10/06/2023,,28,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/05/2024,9:38:00 AM,EST,02/05/2024,11:57:00 AM,EST,Collier,Saddlebrook,1,10/12/2023,,45,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Columbia,Jeffery,1,04/18/2023,,51,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Columbia,Jeffery,1,07/28/2023,,47,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Columbia,Lower Ichetucknee River-1,1,10/03/2023,,3,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Columbia,Lower Ichetucknee River-2,1,10/03/2023,,0,PCU,1,1,PCU,QTI,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Columbia,Lower Ichetucknee River-3,1,10/03/2023,,0,PCU,1,1,PCU,QTI,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Columbia,Rum Island Spring-1,1,07/27/2023,,4,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Columbia,Rum Island Spring-1,1,10/26/2023,,3,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Flagler,Cheyenne Cove,1,10/19/2023,,131,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Flagler,Disston,1,10/21/2023,,399,PCU,1,1,PCU,Q,Actual,4
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Franklin,Alligator Harbor-1,1,10/27/2023,,11,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Franklin,Alligator Harbor-2,1,10/27/2023,,11,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Franklin,Alligator Harbor-3,1,10/27/2023,,19,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Franklin,Alligator Harbor-4,1,10/27/2023,,10,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Franklin,Alligator Harbor-5,1,10/27/2023,,8,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Franklin,Alligator Harbor-6,1,10/27/2023,,15,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Franklin,Alligator Harbor-7,1,10/27/2023,,8,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Gadsden,Talquin,1,10/15/2023,,33,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Gilchrist,Gilchrist Blue Spring Run-1,1,07/27/2023,,3,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Gilchrist,Gilchrist Blue Spring Run-1,1,10/26/2023,,3,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Gilchrist,Ginnie Spring Run-1,1,07/27/2023,,62,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Gilchrist,Ginnie Spring Run-1,1,10/26/2023,,0,PCU,1,1,PCU,QTI,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Gulf,St. Joseph Bay-1,1,10/17/2023,,11,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Gulf,St. Joseph Bay-2,1,10/17/2023,,8,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Gulf,St. Joseph Bay-3,1,10/17/2023,,11,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Gulf,St. Joseph Bay-4,1,10/17/2023,,7,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Gulf,St. Joseph Bay-5,1,10/17/2023,,7,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Gulf,St. Joseph Bay-6,1,10/17/2023,,15,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Gulf,St. Joseph Bay-7,1,10/17/2023,,10,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Gulf,St. Joseph Bay-8,1,10/17/2023,,37,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Gulf,St. Joseph Bay-9,1,10/17/2023,,7,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Hernando,Mountain,1,10/30/2023,,46,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Hernando,Weeki Wachee-1,1,10/26/2023,,5,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Hernando,Weeki Wachee-2,1,10/26/2023,,3,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Hernando,Weeki Wachee-3,1,10/26/2023,,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Highlands,Annie,1,10/17/2023,EST,135,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Highlands,Catfish Creek-1,1,10/20/2023,EST,120,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Highlands,Catfish Creek-2,1,10/20/2023,EST,98,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Highlands,Catfish Creek-3,1,10/20/2023,EST,87,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Highlands,Dinner,1,10/26/2023,EST,15,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Highlands,Jackson,1,10/13/2023,EST,14,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Highlands,Josephine Center,1,10/30/2023,EST,209,PCU,1,1,PCU,Q,Actual,2
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Highlands,Josephine East,1,10/30/2023,EST,118,PCU,1,1,PCU,Q,Actual,2
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Highlands,Josephine West,1,10/30/2023,EST,240,PCU,1,1,PCU,Q,Actual,2
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Highlands,June,1,10/20/2023,EST,16,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Highlands,June North,1,10/20/2023,EST,15,PCU,1,1,PCU,Q,Actual,1
