Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Activity_Start_Time,Activity_Time_Zone,Vol Filtered (L),Ethanol (ml),Tube #,750,664,647,630,750 (HCL),665 (HCL),Result_Value(ug/L),Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,Study,Comments
,,,10/03/2025,09:29:59 AM,EST,,,CCV3,,,,8.0000000000000002E-3,8,66,0.003,0.019,0.007,0.003,0.003,0.012,187,,,,,,QAQC,CHLC1002202510032025,,
,,,10/03/2025,09:29:59 AM,EST,,,MLBK4,,,,1,8,67,0,0.001,0.001,0,0,0,0,,,TI,,TI,QAQC,CHLC1002202510032025,,
06/12/2025,11:06:00 AM,EST,10/03/2025,09:29:59 AM,EST,Volusia,Waterford,1,06/12/2025,10:09:00 AM,EST,0.3,8,68,0.004,0.036,0.015,0.004,0.002,0.023,8,,,,,,Sample,CHLC1002202510032025,,
06/12/2025,11:09:00 AM,EST,10/03/2025,09:29:59 AM,EST,Volusia,Waterford,2,06/12/2025,10:34:00 AM,EST,0.3,8,69,0.007,0.04,0.018,0.007,0.007,0.029,8,,,,,,Sample,CHLC1002202510032025,,
06/12/2025,11:11:00 AM,EST,10/03/2025,09:29:59 AM,EST,Volusia,Waterford,3,06/12/2025,10:23:00 AM,EST,0.3,8,70,0.008,0.033,0.017,0.008,0.007,0.023,6,,,,,,Sample,CHLC1002202510032025,,
,,,10/03/2025,09:29:59 AM,EST,,,CCV4,,,,8.0000000000000002E-3,8,71,0.002,0.017,0.006,0.002,0.002,0.011,160,,,,,,Sample,CHLC1002202510032025,,
,,,10/03/2025,09:29:59 AM,EST,,,CCV4,,,,8.0000000000000002E-3,8,88,,,,,,,,,,,,,QAQC,CHLC1002202510032025,,
,,,10/03/2025,09:29:59 AM,EST,,,MLBK5,,,,1,8,89,,,,,,,,,,,,,QAQC,CHLC1002202510032025,,
,,,10/03/2025,09:29:59 AM,EST,,,CCV5,,,,8.0000000000000002E-3,8,110,,,,,,,,,,,,,QAQC,CHLC1002202510032025,,
,,,10/03/2025,11:30:00 AM,EST,,,MBLK1,,,,1,8,1,0.002,0.002,0.003,0.002,0.002,0.002,0,,,TI,,TI,QAQC,CHLC1002202510032025,Student Project,
08/13/2025,03:40:00 PM,,10/03/2025,11:30:00 AM,EST,Marion,Downstream,1,08/13/2025,03:35:00 PM,EST,0.25,8,2,0.007,0.031,0.016,0.007,0.008,0.026,5,,,,,,Sample,CHLC1002202510032025,Student Project,
08/13/2025,03:59:59 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,Downstream,2,08/13/2025,03:55:00 PM,EST,0.25,8,3,0.016,0.066,0.034,0.016,0.014,0.047,15,,,,,,Sample,CHLC1002202510032025,Student Project,
04/30/2025,11:52:00 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Downstream,3,04/30/2025,11:49:00 AM,EST,0.3,8,4,0.009,0.116,0.042,0.009,0.008,0.082,23,,,Q,Q,,Sample,CHLC1002202510032025,Student Project,
04/30/2025,11:28:00 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Downstream,4,04/30/2025,11:26:00 AM,EST,0.3,8,5,0.009,0.103,0.037,0.009,0.009,0.072,22,,,Q,Q,,Sample,CHLC1002202510032025,Student Project,
04/30/2025,12:17:59 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,Downstream,5,04/30/2025,12:11:00 PM,EST,0.3,8,6,0.007,0.103,0.037,0.007,0.008,0.073,22,,,Q,Q,,Sample,CHLC1002202510032025,Student Project,
04/30/2025,02:29:59 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,Downstream,6,04/30/2025,02:25:00 PM,EST,0.3,8,7,0.004,0.116,0.038,0.004,0.008,0.082,27,,,Q,Q,,Sample,CHLC1002202510032025,Student Project,
08/13/2025,09:55:00 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Upstream,1,08/13/2025,09:52:00 AM,EST,0.25,8,8,0.008,0.08,0.032,0.008,0.01,0.064,15,,,,,,Sample,CHLC1002202510032025,Student Project,
08/13/2025,10:23:00 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Upstream,2,08/13/2025,10:21:00 AM,EST,0.25,8,9,0.005,0.04,0.017,0.005,0.003,0.031,6,,,,,,Sample,CHLC1002202510032025,Student Project,
08/13/2025,11:33:00 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Upstream,3,08/13/2025,11:31:00 AM,EST,0.25,8,10,0.007,0.092,0.036,0.007,0.011,0.074,19,,,,,,Sample,CHLC1002202510032025,Student Project,
08/13/2025,12:35:00 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,Upstream,4,08/13/2025,12:32:00 PM,EST,0.25,8,11,0.007,0.031,0.016,0.007,0.006,0.023,6,,,,,,Sample,CHLC1002202510032025,Student Project,
04/29/2025,09:38:00 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Upstream,1,04/29/2025,09:32:59 AM,EST,0.25,8,12,0.008,0.077,0.031,0.008,0.01,0.058,18,,,Q,Q,,Sample,CHLC1002202510032025,Student Project,
04/29/2025,09:58:00 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Upstream,2,04/29/2025,09:56:00 AM,EST,0.5,8,13,0.004,0.021,0.009,0.004,0.006,0.018,2,,,Q,Q,,Sample,CHLC1002202510032025,Student Project,
04/29/2025,11:15:00 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Upstream,3,04/29/2025,11:11:00 AM,EST,0.5,8,14,0.011,0.025,0.016,0.011,0.009,0.021,1,,,QU,Q,U,Sample,CHLC1002202510032025,Student Project,
04/29/2025,12:33:00 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,Upstream,4,04/29/2025,12:27:00 PM,EST,0.5,8,15,0.005,0.018,0.01,0.005,0.007,0.017,1,,,QU,Q,U,Sample,CHLC1002202510032025,Student Project,
08/13/2025,,EST,10/03/2025,11:30:00 AM,EST,Marion,Ponar,1,08/13/2025,03:00:00 PM,EST,0.25,8,16,0.009,0.034,0.019,0.009,0.009,0.026,7,,,,,,Sample,CHLC1002202510032025,Student Project,
08/13/2025,,EST,10/03/2025,11:30:00 AM,EST,Marion,Ponar,2,08/13/2025,02:55:00 PM,EST,0.25,8,17,0.004,0.037,0.016,0.004,0.004,0.026,9,,,,,,Sample,CHLC1002202510032025,Student Project,
08/13/2025,,EST,10/03/2025,11:30:00 AM,EST,Marion,Ponar,3,08/13/2025,03:14:59 PM,EST,0.25,8,18,0.002,0.04,0.016,0.002,0.006,0.031,11,,,,,,Sample,CHLC1002202510032025,Student Project,
04/29/2025,02:05:00 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,Ponar,3,04/29/2025,02:05:00 PM,EST,0.3,8,19,0.006,0.043,0.019,0.006,0.009,0.035,8,,,Q,Q,,Sample,CHLC1002202510032025,Student Project,
08/12/2025,09:39:00 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Canal,1,08/12/2025,09:35:00 AM,EST,0.5,8,20,0.004,0.067,0.025,0.004,0.006,0.061,3,,,,,,Sample,CHLC1002202510032025,Student Project,
08/12/2025,10:22:00 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Canal,2,08/12/2025,10:21:00 AM,EST,0.5,8,21,0.007,0.042,0.019,0.007,0.006,0.031,4,,,,,,Sample,CHLC1002202510032025,Student Project,
,,,10/03/2025,11:30:00 AM,EST,,,CCV1,,,,8.0000000000000002E-3,8,22,0.003,0.019,0.008,0.003,0.004,0.013,187,,,,,,QAQC,CHLC1002202510032025,Student Project,
,,,10/03/2025,11:30:00 AM,EST,,,MLBK2,,,,1,8,23,0.005,0.007,0.006,0.005,0.005,0.007,0,,,TI,,TI,QAQC,CHLC1002202510032025,Student Project,
08/12/2025,10:49:00 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Canal,3,08/12/2025,10:47:00 AM,EST,0.5,8,24,0.008,0.113,0.04,0.008,0.011,0.078,16,,,,,,Sample,CHLC1002202510032025,Student Project,
04/30/2025,09:29:59 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Canal,1,04/30/2025,09:24:00 AM,EST,0.3,8,25,0.007,0.035,0.017,0.007,0.005,0.024,6,,,Q,Q,,Sample,CHLC1002202510032025,Student Project,
04/30/2025,10:12:00 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Canal,2,04/30/2025,10:09:00 AM,EST,0.3,8,26,0.004,0.022,0.011,0.004,0.006,0.019,4,,,Q,Q,,Sample,CHLC1002202510032025,Student Project,
04/30/2025,11:06:00 AM,EST,10/03/2025,11:30:00 AM,EST,Marion,Canal,3,04/30/2025,10:59:00 AM,EST,0.3,8,27,0.004,0.101,0.034,0.004,0.004,0.068,23,,,Q,Q,,Sample,CHLC1002202510032025,Student Project,
08/13/2025,01:48:59 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,Reservoir,1,08/13/2025,01:46:00 PM,EST,0.25,8,28,0.003,0.016,0.008,0.003,0.003,0.01,5,,,,,,Sample,CHLC1002202510032025,Student Project,
08/13/2025,02:34:59 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,Reservoir,2,08/13/2025,02:32:00 PM,EST,0.25,8,29,0.007,0.252,0.081,0.007,0.006,0.156,81,,,,,,Sample,CHLC1002202510032025,Student Project,
08/13/2025,04:35:00 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,Reservoir,3,08/13/2025,04:35:00 PM,EST,0.25,8,30,0.005,0.041,0.018,0.005,0.007,0.031,10,,,,,,Sample,CHLC1002202510032025,Student Project,
04/29/2025,01:44:59 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,Reservoir,1,04/29/2025,01:39:00 PM,EST,0.3,8,31,0.002,0.026,0.011,0.002,0.006,0.024,4,,,Q,Q,,Sample,CHLC1002202510032025,Student Project,
08/12/2025,12:11:00 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,St. Johns,1,08/12/2025,,EST,0.15,8,32,0.003,0.094,0.029,0.003,0.006,0.064,47,,,,,,Sample,CHLC1002202510032025,Student Project,
08/12/2025,01:16:00 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,St. Johns,2,08/12/2025,,EST,0.15,8,33,0.002,0.066,0.021,0.002,0.005,0.046,33,,,,,,Sample,CHLC1002202510032025,Student Project,
08/12/2025,01:37:00 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,St. Johns,3,08/12/2025,,EST,0.15,8,34,0.004,0.09,0.032,0.004,0.009,0.065,43,,,,,,Sample,CHLC1002202510032025,Student Project,
08/12/2025,02:02:00 PM,EST,10/03/2025,11:30:00 AM,EST,Marion,St. Johns,4,08/12/2025,,EST,0.15,8,35,0.007,0.034,0.018,0.007,0.008,0.027,11,,,,,,Sample,CHLC1002202510032025,Student Project,
,,,10/03/2025,11:30:00 AM,EST,,,CCV2,,,,8.0000000000000002E-3,8,36,0.006,0.022,0.01,0.006,0.006,0.016,160,,,,,,Sample,CHLC1002202510032025,Student Project,
,,,10/03/2025,11:30:00 AM,EST,,,CCV2,,,,8.0000000000000002E-3,8,44,,,,,,,,,,,,,QAQC,CHLC1002202510032025,Student Project,
,,,10/03/2025,11:30:00 AM,EST,,,MLBK3,,,,1,8,45,,,,,,,,,,,,,QAQC,CHLC1002202510032025,Student Project,
,,,10/03/2025,11:30:00 AM,EST,,,CCV3,,,,8.0000000000000002E-3,8,66,,,,,,,,,,,,,QAQC,CHLC1002202510032025,Student Project,
,,,10/03/2025,11:30:00 AM,EST,,,MLBK4,,,,1,8,67,,,,,,,,,,,,,QAQC,CHLC1002202510032025,Student Project,
,,,10/03/2025,11:30:00 AM,EST,,,CCV4,,,,8.0000000000000002E-3,8,73,,,,,,,,,,,,,Sample,CHLC1002202510032025,Student Project,
,,,10/03/2025,11:30:00 AM,EST,,,CCV4,,,,8.0000000000000002E-3,8,88,,,,,,,,,,,,,QAQC,CHLC1002202510032025,Student Project,
,,,10/03/2025,11:30:00 AM,EST,,,MLBK5,,,,1,8,89,,,,,,,,,,,,,QAQC,CHLC1002202510032025,Student Project,
,,,10/03/2025,11:30:00 AM,EST,,,CCV5,,,,8.0000000000000002E-3,8,110,,,,,,,,,,,,,QAQC,CHLC1002202510032025,Student Project,
,,,10/07/2025,09:29:59 AM,EST,,,MBLK1,,,,1,8,1,0.002,0.002,0.003,0.002,0.002,0.002,0,,,TI,,TI,QAQC,CHLC1006202510072025,Project Coast,
09/16/2025,09:25:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-CRY,1,09/16/2025,09:23:00 AM,EST,0.25,8,2,0.005,0.019,0.01,0.005,0.002,0.014,2,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/16/2025,09:11:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-CRY,2,09/16/2025,09:09:00 AM,EST,0.25,8,3,0.004,0.019,0.01,0.004,0.001,0.011,4,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/16/2025,08:58:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-CRY,3,09/16/2025,08:56:00 AM,EST,0.25,8,4,0.002,0.025,0.009,0.002,0.004,0.02,6,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/16/2025,08:34:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-CRY,4,09/16/2025,08:32:00 AM,EST,0.25,8,5,0.004,0.047,0.017,0.004,0.005,0.033,13,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/16/2025,09:39:59 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-CRY,5,09/16/2025,09:37:00 AM,EST,0.25,8,6,0.001,0.012,0.006,0.001,0.004,0.011,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/16/2025,09:55:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-CRY,6,09/16/2025,09:32:59 AM,EST,0.25,8,7,0.005,0.02,0.011,0.005,0.003,0.014,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/16/2025,10:59:59 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-CRY,7,09/16/2025,10:57:59 AM,EST,0.25,8,8,0.011,0.038,0.022,0.011,0.014,0.033,7,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/16/2025,10:10:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-CRY,8,09/16/2025,10:08:00 AM,EST,0.25,8,9,0.004,0.029,0.013,0.004,0.004,0.023,5,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/16/2025,10:22:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-CRY,9,09/16/2025,10:20:00 AM,EST,0.25,8,10,0.005,0.031,0.015,0.005,0.004,0.022,7,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/16/2025,10:44:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-CRY,10,09/16/2025,10:42:00 AM,EST,0.25,8,11,0.012,0.041,0.024,0.012,0.014,0.034,8,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,09:26:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-HOM,1,09/11/2025,09:24:00 AM,EST,0.25,8,12,0.009,0.022,0.016,0.009,0.013,0.018,7,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,10:50:59 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-HOM,2,09/11/2025,10:49:00 AM,EST,0.5,8,13,0.01,0.027,0.016,0.01,0.006,0.02,1,,,U,,U,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,09:10:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-HOM,3,09/11/2025,09:08:00 AM,EST,0.25,8,14,0.005,0.011,0.008,0.005,0.005,0.01,1,,,U,,U,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,08:54:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-HOM,4,09/11/2025,08:52:00 AM,EST,0.25,8,15,0.002,0.026,0.012,0.002,0.006,0.024,5,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,07:58:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-HOM,5,09/11/2025,07:56:00 AM,EST,0.25,8,16,0.005,0.037,0.017,0.005,0.005,0.029,7,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,11:56:59 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-HOM,6,09/11/2025,11:54:59 AM,EST,0.75,8,17,0.003,0.01,0.007,0.003,0.005,0.01,1,,,U,,U,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,12:10:00 PM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-HOM,7,09/11/2025,12:08:00 PM,EST,0.25,8,18,0.007,0.02,0.013,0.007,0.005,0.014,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,02:41:00 PM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-HOM,8,09/11/2025,02:39:00 PM,EST,0.25,8,19,0.004,0.021,0.011,0.004,0.002,0.014,4,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,12:20:59 PM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-HOM,9,09/11/2025,12:18:59 PM,EST,0.25,8,20,0.003,0.013,0.007,0.003,0.005,0.012,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,02:28:00 PM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-HOM,10,09/11/2025,02:26:00 PM,EST,0.25,8,21,0.021,0.03,0.025,0.021,0.023,0.025,6,,,,,,Sample,CHLC1006202510072025,Project Coast,
,,,10/07/2025,09:29:59 AM,EST,,,CCV1,,,,8.0000000000000002E-3,8,22,0.003,0.019,0.007,0.003,0.003,0.014,134,,,,,,QAQC,CHLC1006202510072025,Project Coast,
,,,10/07/2025,09:29:59 AM,EST,,,MLBK2,,,,1,8,23,0.003,0.003,0.003,0.003,0.003,0.003,0,,,TI,,TI,QAQC,CHLC1006202510072025,Project Coast,
09/03/2025,10:38:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-WIT,1,09/03/2025,10:36:00 AM,EST,0.25,8,24,0.008,0.021,0.014,0.008,0.01,0.02,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/03/2025,09:29:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-WIT,2,09/03/2025,09:27:00 AM,EST,0.25,8,25,0.005,0.031,0.015,0.005,0.004,0.024,5,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/03/2025,08:20:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-WIT,3,09/03/2025,08:18:00 AM,EST,0.25,8,26,0.008,0.034,0.019,0.008,0.006,0.029,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/03/2025,10:56:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-WIT,4,09/03/2025,10:54:00 AM,EST,0.25,8,27,0.007,0.019,0.012,0.007,0.009,0.017,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/03/2025,10:21:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-WIT,5,09/03/2025,10:19:00 AM,EST,0.25,8,28,0.004,0.016,0.009,0.004,0.006,0.015,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/03/2025,10:03:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-WIT,6,09/03/2025,10:01:00 AM,EST,0.27,8,29,0.003,0.041,0.016,0.003,0.003,0.033,6,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/03/2025,11:09:59 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-WIT,7,09/03/2025,11:08:00 AM,EST,0.26,8,30,0.003,0.016,0.008,0.003,0.003,0.012,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/03/2025,12:03:00 PM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-WIT,8,09/03/2025,12:01:00 PM,EST,0.25,8,31,0.001,0.024,0.01,0.001,0.003,0.021,4,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/03/2025,11:51:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-WIT,9,09/03/2025,11:49:00 AM,EST,0.25,8,32,0.003,0.036,0.015,0.003,0.003,0.027,8,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/03/2025,11:29:00 AM,EST,10/07/2025,09:29:59 AM,EST,Citrus,CIT-WIT,10,09/03/2025,11:27:00 AM,EST,0.5,8,33,0.005,0.016,0.011,0.005,0.006,0.014,1,,,U,,U,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,01:48:59 PM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-CHA,1,09/11/2025,01:47:00 PM,EST,0.25,8,34,0.007,0.023,0.013,0.007,0.008,0.02,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,01:38:00 PM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-CHA,2,09/11/2025,01:36:00 PM,EST,0.25,8,35,0.015,0.058,0.031,0.015,0.015,0.044,12,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,01:29:00 PM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-CHA,3,09/11/2025,01:27:00 PM,EST,0.25,8,36,0.005,0.02,0.012,0.005,0.007,0.019,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,01:18:00 PM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-CHA,4,09/11/2025,01:16:00 PM,EST,0.25,8,37,0.002,0.02,0.009,0.002,0.001,0.014,4,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,01:06:59 PM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-CHA,5,09/11/2025,01:04:59 PM,EST,0.25,8,38,0.008,0.021,0.013,0.008,0.003,0.012,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,02:08:00 PM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-CHA,6,09/11/2025,02:06:00 PM,EST,0.25,8,39,0.001,0.013,0.006,0.001,0.004,0.012,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,02:15:00 PM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-CHA,7,09/11/2025,02:13:00 PM,EST,0.25,8,40,0.004,0.009,0.006,0.004,0.003,0.007,1,,,U,,U,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,12:58:00 PM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-CHA,8,09/11/2025,12:56:00 PM,EST,0.25,8,41,0.002,0.011,0.006,0.002,0.005,0.011,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,12:48:00 PM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-CHA,9,09/11/2025,12:46:00 PM,EST,0.25,8,42,0.003,0.008,0.006,0.003,0.005,0.006,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/11/2025,12:32:00 PM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-CHA,10,09/11/2025,12:30:00 PM,EST,0.25,8,43,0,0.006,0.003,0,0.002,0.003,4,,,,,,Sample,CHLC1006202510072025,Project Coast,
,,,10/07/2025,09:29:59 AM,EST,,,CCV2,,,,8.0000000000000002E-3,8,44,0.005,0.02,0.009,0.005,0.003,0.013,134,,,,,,QAQC,CHLC1006202510072025,Project Coast,
,,,10/07/2025,09:29:59 AM,EST,,,MLBK3,,,,1,8,45,0.002,0.003,0.003,0.002,0.002,0.002,0,,,TI,,TI,QAQC,CHLC1006202510072025,Project Coast,
09/25/2025,08:37:00 AM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-WEE,1,09/25/2025,08:35:00 AM,EST,2,8,46,0.003,0.013,0.007,0.003,0.004,0.013,0,,,TI,,TI,Sample,CHLC1006202510072025,Project Coast,
09/25/2025,10:04:00 AM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-WEE,2,09/25/2025,10:02:00 AM,EST,0.25,8,47,0.004,0.011,0.008,0.004,0.006,0.007,5,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/25/2025,09:37:00 AM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-WEE,3,09/25/2025,09:35:00 AM,EST,0.25,8,48,0.004,0.01,0.007,0.004,0.006,0.007,4,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/25/2025,10:36:00 AM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-WEE,4,09/25/2025,10:34:00 AM,EST,0.25,8,49,0.003,0.008,0.005,0.003,0.002,0.006,1,,,U,,U,Sample,CHLC1006202510072025,Project Coast,
09/25/2025,11:19:00 AM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-WEE,5,09/25/2025,11:17:00 AM,EST,0.5,8,50,0.006,0.01,0.007,0.006,0.003,0.006,0,,,TI,,TI,Sample,CHLC1006202510072025,Project Coast,
09/25/2025,10:50:59 AM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-WEE,6,09/25/2025,10:49:00 AM,EST,0.5,8,51,0.003,0.007,0.005,0.003,0.003,0.005,1,,,U,,U,Sample,CHLC1006202510072025,Project Coast,
09/25/2025,12:02:00 PM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-WEE,7,09/25/2025,12:00:00 PM,EST,0.5,8,52,0.002,0.009,0.005,0.002,0.003,0.008,1,,,U,,U,Sample,CHLC1006202510072025,Project Coast,
09/25/2025,11:54:00 AM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-WEE,8,09/25/2025,11:52:00 AM,EST,0.5,8,53,0.002,0.007,0.004,0.002,0.003,0.006,1,,,U,,U,Sample,CHLC1006202510072025,Project Coast,
09/25/2025,11:42:59 AM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-WEE,9,09/25/2025,11:41:00 AM,EST,0.25,8,54,0.002,0.004,0.003,0.002,0.003,0.003,2,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/25/2025,11:32:00 AM,EST,10/07/2025,09:29:59 AM,EST,Hernando,HER-WEE,10,09/25/2025,11:30:00 AM,EST,0.5,8,55,0.002,0.007,0.005,0.002,0.003,0.007,0,,,TI,,TI,Sample,CHLC1006202510072025,Project Coast,
09/04/2025,12:10:00 PM,EST,10/07/2025,09:29:59 AM,EST,Pasco,PAS-ANC,1,09/04/2025,12:08:00 PM,EST,0.25,8,56,0.002,0.029,0.012,0.002,0.005,0.024,7,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/04/2025,12:35:00 PM,EST,10/07/2025,09:29:59 AM,EST,Pasco,PAS-ANC,2,09/04/2025,12:33:00 PM,EST,0.25,8,57,0.003,0.025,0.012,0.003,0.004,0.02,5,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/04/2025,11:06:00 AM,EST,10/07/2025,09:29:59 AM,EST,Pasco,PAS-ANC,3,09/04/2025,11:04:00 AM,EST,0.25,8,58,0.003,0.01,0.006,0.003,0.005,0.008,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
09/04/2025,12:20:59 PM,EST,10/07/2025,09:29:59 AM,EST,Pasco,PAS-ANC,4,09/04/2025,12:18:59 PM,EST,0.25,8,59,0.003,0.016,0.008,0.003,0.006,0.016,3,,,,,,Sample,CHLC1006202510072025,Project Coast,
