ADAPT Analyte ID,Org Analyte Name,Activity Type,Sample Collection Type,Sample Collection Equipment,Activity Depth,Activity Depth Unit,Analysis Method,Analysis Date,Analysis Time,Analysis Time Zone,County,Lake,Station,Activity Start Date,Org Result Value,Org Result Unit,Value Qualifier,Result Value Type Name,Dilution
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/05/2024,7:55:00 AM,EST,Citrus,Little Henderson,1,10/23/2023,166.66,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/05/2024,7:55:00 AM,EST,Citrus,Magnolia Creek-1,1,10/19/2023,513,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Citrus,Magnolia Creek-1,1,01/18/2024,335.1,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/05/2024,7:55:00 AM,EST,Citrus,Magnolia Creek-2,1,10/19/2023,604,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Citrus,Magnolia Creek-2,1,01/18/2024,330.5,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/05/2024,7:55:00 AM,EST,Citrus,Magnolia Creek-3,1,10/19/2023,565,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Citrus,Magnolia Creek-3,1,01/18/2024,345.3,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/05/2024,7:55:00 AM,EST,Citrus,Magnolia Creek-4,1,10/19/2023,384.7,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Citrus,Magnolia Creek-4,1,01/18/2024,364.2,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Citrus,Magnolia Creek-mullet hole,1,10/19/2023,9.19,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Citrus,Magnolia Creek-mullet hole,1,01/18/2024,7.91,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Clay,Asbury North,1,07/26/2023,136.6,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Clay,Asbury North,1,10/18/2023,142.8,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Clay,Asbury South,1,04/22/2023,127.5,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Clay,Asbury South,1,07/29/2023,126.6,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Clay,Deer,1,10/13/2023,21.68,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Clay,Gold Head Branch-1,1,10/13/2023,36.69,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Clay,Johnson,1,10/13/2023,24.86,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Clay,Kingsley,1,07/29/2023,87.8,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Clay,Kingsley,1,10/15/2023,86.7,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/05/2024,7:55:00 AM,EST,Clay,Lily,1,10/23/2023,60.6,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Clay,Little Johnson,1,10/13/2023,19.74,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Clay,Sheelar,1,10/13/2023,27.48,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/05/2024,7:55:00 AM,EST,Collier,Eagle,1,10/19/2023,346.1,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/05/2024,7:55:00 AM,EST,Collier,Harveys,1,10/02/2023,1041,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Collier,IFAS Collier Pond,1,10/13/2023,252.8,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/05/2024,7:55:00 AM,EST,Collier,Islandwalk,1,10/06/2023,391.7,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/05/2024,7:55:00 AM,EST,Collier,Saddlebrook,1,10/12/2023,266.4,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Columbia,Jeffery,1,04/18/2023,80,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Columbia,Jeffery,1,07/28/2023,79,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Columbia,Lower Ichetucknee River-1,1,10/03/2023,267,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Columbia,Lower Ichetucknee River-2,1,10/03/2023,275,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Columbia,Lower Ichetucknee River-3,1,10/03/2023,271,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Columbia,Rum Island Spring-1,1,07/27/2023,354,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Columbia,Rum Island Spring-1,1,10/26/2023,362,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Flagler,Cheyenne Cove,1,10/19/2023,24.38,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Flagler,Disston,1,10/21/2023,78.4,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Franklin,Alligator Harbor-1,1,10/27/2023,48.5,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Franklin,Alligator Harbor-2,1,10/27/2023,50.8,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Franklin,Alligator Harbor-3,1,10/27/2023,49,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Franklin,Alligator Harbor-4,1,10/27/2023,46.29,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Franklin,Alligator Harbor-5,1,10/27/2023,34.02,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Franklin,Alligator Harbor-6,1,10/27/2023,45.11,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Franklin,Alligator Harbor-7,1,10/27/2023,48.46,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Gadsden,Talquin,1,10/15/2023,74.8,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Gilchrist,Gilchrist Blue Spring Run-1,1,07/27/2023,282,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Gilchrist,Gilchrist Blue Spring Run-1,1,10/26/2023,338,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Gilchrist,Ginnie Spring Run-1,1,07/27/2023,278,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Gilchrist,Ginnie Spring Run-1,1,10/26/2023,308,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Gulf,St. Joseph Bay-1,1,10/17/2023,48.18,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Gulf,St. Joseph Bay-2,1,10/17/2023,45.84,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Gulf,St. Joseph Bay-3,1,10/17/2023,46.96,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Gulf,St. Joseph Bay-4,1,10/17/2023,47.2,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Gulf,St. Joseph Bay-5,1,10/17/2023,48.39,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Gulf,St. Joseph Bay-6,1,10/17/2023,29.02,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Gulf,St. Joseph Bay-7,1,10/17/2023,45.35,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Gulf,St. Joseph Bay-8,1,10/17/2023,35.18,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Gulf,St. Joseph Bay-9,1,10/17/2023,47.47,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Hernando,Mountain,1,10/30/2023,125.5,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Hernando,Weeki Wachee-1,1,10/26/2023,302.5,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Hernando,Weeki Wachee-2,1,10/26/2023,280.1,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Hernando,Weeki Wachee-3,1,10/26/2023,2247,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Highlands,Annie,1,10/17/2023,39.5,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Highlands,Catfish Creek-1,1,10/20/2023,130.2,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Highlands,Catfish Creek-2,1,10/20/2023,129.5,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Highlands,Catfish Creek-3,1,10/20/2023,124.8,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Highlands,Dinner,1,10/26/2023,154,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Highlands,Jackson,1,10/13/2023,135.1,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Highlands,Josephine Center,1,10/30/2023,83.7,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Highlands,Josephine East,1,10/30/2023,100.7,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Highlands,Josephine West,1,10/30/2023,84.1,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Highlands,June,1,10/20/2023,181.1,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Highlands,June North,1,10/20/2023,175.8,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Highlands,Lillian,1,10/27/2023,128.4,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/05/2024,8:18:00 AM,EST,Highlands,Red Beach,1,10/20/2023,119,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Hillsborough,Boot,1,01/11/2022,223.2,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Hillsborough,Boot,1,10/29/2023,235.7,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Hillsborough,Cedar West,2,10/25/2023,225.9,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Hillsborough,Dosson,1,10/02/2023,146,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Hillsborough,Dosson,1,01/03/2024,149.6,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Hillsborough,Elizabeth,1,10/30/2023,165.2,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Hillsborough,Estes,1,10/04/2023,317,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/06/2024,8:10:00 AM,EST,Hillsborough,Estes,1,01/03/2024,258.8,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Hillsborough,Forest,1,10/10/2023,147.7,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Hillsborough,Grady,1,10/24/2023,190.1,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/06/2024,8:10:00 AM,EST,Hillsborough,Holly 2,1,10/15/2023,105,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/06/2024,8:10:00 AM,EST,Hillsborough,Island Ford,1,01/01/2024,144.7,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Hillsborough,LeClare,1,10/22/2023,197,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Hillsborough,Lykes Lane Pond,1,10/22/2023,40.49,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Hillsborough,North Pond,1,10/06/2023,192.4,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Hillsborough,Silver,1,10/22/2023,224.2,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/06/2024,8:10:00 AM,EST,Hillsborough,Twin,1,10/21/2023,242.3,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Hillsborough,West Meadows-3,1,10/06/2023,162.4,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Hillsborough,West Meadows-15,1,10/06/2023,154.8,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Hillsborough,Zambito,1,10/22/2023,208,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Hillsborough,Zambito East,1,10/22/2023,208,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/09/2024,8:13:00 AM,EST,Holmes,CBA Pea River-1,1,10/10/2023,150.4,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/09/2024,8:13:00 AM,EST,Holmes,CBA River-7,1,10/10/2023,126.5,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/09/2024,8:13:00 AM,EST,Holmes,CBA River-8,1,10/10/2023,120.6,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Indian River,Blue Cypress,1,10/24/2023,119.5,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Jackson,Silver,1,10/06/2023,17.32,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Lake,Bay,1,07/15/2023,119.6,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Lake,Bay,1,10/15/2023,117,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Lake,Bear,1,10/03/2023,80,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Lake,Bear,1,10/31/2023,93.9,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/09/2024,8:13:00 AM,EST,Lake,Bugg Springs,1,10/14/2023,270.1,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/09/2024,8:13:00 AM,EST,Lake,Bugg Springs,2,10/14/2023,245,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Lake,Bugg Springs,1,01/14/2024,242.3,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Lake,Bugg Springs,2,01/14/2024,245.3,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Lake,Crown,1,10/31/2023,106.9,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Lake,Dora West,1,01/26/2024,358.9,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Lake,Dorr,1,01/30/2024,62.4,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Lake,Eustis,1,10/10/2023,294.4,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Lake,Eustis,1,01/18/2024,284.1,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Lake,Florence,1,10/07/2023,246.1,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Lake,Grasshopper,1,01/30/2024,40,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,01/03/2024,8:00:00 AM,EDT,Lake,Harris East,1,10/09/2023,213.6,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Lake,Harris East,1,01/30/2024,227.4,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Lake,Harris West,1,01/25/2024,226.4,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Lake,Hiawatha,1,10/05/2023,94.2,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Lake,Jewel,1,10/31/2023,105.6,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Lake,Lorraine,1,10/29/2023,132,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Lake,Lorraine,1,01/31/2024,139,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Lake,Louisa,1,10/02/2023,90.7,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Lake,Louisa,1,10/31/2023,74.7,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Lake,Palatlakaha,1,10/05/2023,92.9,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Lake,Royal,1,10/31/2023,91.1,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Lake,Sellers,1,01/30/2024,39.8,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Lake,Wildcat,1,10/30/2023,44.85,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,03/11/2024,10:22:00 AM,EDT,Lake,Wildcat,1,01/29/2024,43.76,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Lake,Winona,1,10/05/2023,93.4,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Leon,Blue Heron,1,10/30/2023,69.1,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,02/06/2024,8:13:00 AM,EST,Leon,Munson,4,10/07/2023,110.2,uS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Levy,Cedar Key-1,1,10/31/2023,45,mS/cm,Q,Actual,1
1610,Specific Conductance,Sample,Direct Grab,Water Bottle,0.3,m,SM 2510 B,12/21/2023,9:30:00 AM,EST,Levy,Cedar Key-2,1,10/31/2023,43,mS/cm,Q,Actual,1
