Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Org_Result_Value,Org_Result_Unit,Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,LWID,Comments
,,,5/22/24,7:58:00 AM,EDT,Gulf,Simmons Bayou-1,1,7/7/22,,,39.37,mS/cm,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Gulf,Simmons Bayou-1,1,10/11/22,,,51,mS/cm,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Gulf,Simmons Bayou-1,1,1/11/23,,,43.02,mS/cm,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Gulf,Simmons Bayou-1,1,4/12/23,,,27.61,uS/cm,,,Q,,,,,,
,,,6/27/24,9:30:00 AM,EDT,Gulf,Simmons Bayou-1,1,10/16/23,,,30,mS,,,Q,,,,,,
,,,6/27/24,9:30:00 AM,EDT,Gulf,Simmons Bayou-1,1,1/15/24,,,32,mS,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Gulf,South Gate,1,7/7/22,,,2265,uS/cm,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Gulf,South Gate,1,1/11/23,,,1149,uS/cm,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Gulf,South Gate,1,4/12/23,,,1806,uS/cm,,,Q,,,,,,
,,,6/27/24,9:30:00 AM,EDT,Gulf,South Gate,1,10/16/23,,,2170,uS,,,Q,,,,,,
,,,6/27/24,9:30:00 AM,EDT,Gulf,South Gate,1,1/15/24,,,1864,uS,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Hernando,Hunter,1,10/20/22,,,109.3,uS/cm,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Hernando,Hunter,2,10/27/23,,,134,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Highlands,Annie,1,4/16/24,,,47.25,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Highlands,Carrie,1,4/25/24,,,131.6,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Highlands,Catfish Creek-1,1,4/20/24,,,155.3,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Highlands,Catfish Creek-2,1,4/20/24,,,140.6,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Highlands,Catfish Creek-3,1,4/20/24,,,131.6,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Highlands,Dinner,1,4/20/24,,,156.2,uS/cm,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Highlands,Istokpoga,1,1/30/24,,,145.4,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Highlands,June,1,4/20/24,,,172.4,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Highlands,June North,1,4/20/24,,,137.5,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Highlands,Lillian,1,4/26/24,,,132.2,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Highlands,Little Jackson,1,4/16/24,,,117,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Highlands,Lynn,1,4/24/24,,,335,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Highlands,Red Beach,1,4/24/24,,,123.3,uS/cm,,,Q,,,,,,
,,,4/5/24,10:30:00 AM,EDT,Hillsborough,Breckenridge,1,1/11/24,,,189.5,uS/cm,,,Q,,,,,,
,,,4/4/24,8:08:00 AM,EDT,Hillsborough,Cypress,1,1/27/24,,,322.9,uS/cm,,,Q,,,,,,
,,,4/4/24,8:08:00 AM,EDT,Hillsborough,Cypress Creek-122-1,1,1/24/24,,,309.1,uS/cm,,,Q,,,,,,
,,,4/4/24,8:08:00 AM,EDT,Hillsborough,Cypress Creek-122-2,1,1/24/24,,,308.6,uS/cm,,,Q,,,,,,
,,,6/27/24,9:30:00 AM,EDT,Holmes,CBA River-7,1,4/10/24,,,87,uS,,,Q,,,,,,
,,,6/27/24,9:30:00 AM,EDT,Holmes,CBA River-8,1,4/10/24,,,79,uS,,,Q,,,,,,
,,,6/27/24,9:30:00 AM,EDT,Holmes,CBA River-9,1,4/11/24,,,56,uS,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Indian River,Blue Cypress,1,4/25/24,,,136.7,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Lake,Bugg Springs,1,4/28/24,,,196.3,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Lake,Bugg Springs,2,4/28/24,,,210.4,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Lake,Florence,1,4/7/24,,,264.1,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Marion,Deerback,1,4/20/24,,,41.69,uS/cm,,,Q,,,,,,
,,,3/6/24,8:10:00 AM,EST,Marion,Rainbow River-2,1,10/22/23,,,282.5,uS/cm,,,Q,,,,,,
,,,3/6/24,8:10:00 AM,EST,Marion,Silver River-1,1,10/17/23,,,374.4,uS/cm,,,Q,,,,,,
,,,4/5/24,10:30:00 AM,EDT,Marion,Silver River-1,1,1/30/24,,,402.6,uS/cm,,,Q,,,,,,
,,,3/6/24,8:10:00 AM,EST,Marion,Silver River-2,1,10/17/23,,,458.3,uS/cm,,,Q,,,,,,
,,,4/5/24,10:30:00 AM,EDT,Marion,Silver River-2,1,1/30/24,,,462.4,uS/cm,,,Q,,,,,,
,,,3/6/24,8:10:00 AM,EST,Marion,Silver River-3,1,10/17/23,,,421.7,uS/cm,,,Q,,,,,,
,,,3/6/24,8:10:00 AM,EST,Marion,Silver River-4,1,10/17/23,,,413.8,uS/cm,,,Q,,,,,,
,,,4/5/24,10:30:00 AM,EDT,Marion,Silver River-4,1,1/30/24,,,361.5,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Miami-Dade,E,1,4/7/24,,,286.7,uS/cm,,,Q,,,,,,
,,,4/19/24,8:00:00 AM,EDT,Monroe,Tarpon Basin-3,1,1/17/24,,,28.35,mS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Monroe,Tom's Harbor-1,1,4/26/24,,,55.6,mS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Monroe,Tom's Harbor-2,1,4/26/24,,,54.9,mS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Monroe,Tom's Harbor-3,1,4/26/24,,,55,mS/cm,,,Q,,,,,,
,,,3/19/24,8:14:00 AM,EDT,Osceola,Bellalago,1,1/16/24,,,250.1,uS/cm,,,Q,,,,,,
,,,3/19/24,8:14:00 AM,EDT,Osceola,Tohopekaliga-Middle,1,1/16/24,,,149.9,uS/cm,,,Q,,,,,,
,,,4/4/24,8:08:00 AM,EDT,Palm Beach,Green Cay,1,1/13/24,,,1022,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Palm Beach,Green Cay,1,4/20/24,,,928,uS/cm,,,Q,,,,,,
,,,2/6/24,8:13:00 AM,EST,Palm Beach,Westwood,1,10/31/23,,,170,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Palm Beach,Westwood,1,4/26/24,,,149.2,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Pasco,Bird,1,4/16/24,,,239.2,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Pasco,Conley,1,4/6/24,,,215.1,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Pasco,East,1,4/18/24,,,453.1,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Pasco,Jovita,1,4/17/24,,,157.5,uS/cm,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Pinellas,Autumn,1,1/21/24,,,462,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Pinellas,Bellevue,1,4/18/24,,,190.4,uS/cm,,,Q,,,,,,
,,,2/6/24,8:13:00 AM,EST,Pinellas,Chautauqua 2,1,10/22/23,,,48.37,mS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Pinellas,Crescent,1,4/27/24,,,496.6,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Pinellas,Meadow West,1,4/23/24,,,420.1,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Pinellas,Seminole,1,4/25/24,,,950,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Pinellas,Winston,1,4/14/24,,,5.89,mS/cm,,,Q,,,,,,
,,,4/5/24,10:30:00 AM,EDT,Polk,Big Bass,1,1/10/24,,,156.6,uS/cm,,,Q,,,,,,
,,,4/5/24,10:30:00 AM,EDT,Polk,Boca Cove,1,1/10/24,,,157.9,uS/cm,,,Q,,,,,,
,,,4/19/24,8:00:00 AM,EDT,Polk,Crooked,1,1/26/24,,,89.2,uS/cm,,,Q,,,,,,
,,,4/19/24,8:00:00 AM,EDT,Polk,Crooked-Babson Park,1,1/26/24,,,87.7,uS/cm,,,Q,,,,,,
,,,4/19/24,8:00:00 AM,EDT,Polk,Crooked-Seminole Rd. drain,1,1/26/24,,,87.2,uS/cm,,,Q,,,,,,
,,,4/4/24,8:08:00 AM,EDT,Polk,Flora,1,1/10/24,,,156.4,uS/cm,,,Q,,,,,,
,,,4/5/24,10:30:00 AM,EDT,Polk,Gaskin's Cut,1,1/10/24,,,159.9,uS/cm,,,Q,,,,,,
,,,4/5/24,10:30:00 AM,EDT,Polk,Little Bass,1,1/10/24,,,159.6,uS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Polk,Otis,1,10/31/23,,,181.5,uS/cm,,,Q,,,,,,
,,,4/5/24,10:30:00 AM,EDT,Polk,Saddlebag,1,1/25/24,,,159.3,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Polk,Tiger,1,4/14/24,,,138.2,uS/cm,,,Q,,,,,,
,,,4/5/24,10:30:00 AM,EDT,Polk,Whistler,1,1/26/24,,,234.8,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Anderson Cue,1,5/28/24,,,26,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Anderson Cue,2,5/28/24,,,24,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Anderson Cue,3,5/28/24,,,24,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Barco,1,5/28/24,,,26,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Barco,2,5/28/24,,,26,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Barco,3,5/28/24,,,26,uS/cm,,,Q,,,,,,
,,,3/6/24,8:10:00 AM,EST,Putnam,Blue,1,1/18/24,,,30.18,uS/cm,,,Q,,,,,,
,,,6/12/24,7:12:00 AM,EDT,Putnam,Blue,1,4/5/24,,,30.11,uS/cm,,,Q,,,,,,
,,,6/27/24,9:30:00 AM,EDT,Putnam,Blue,2,4/5/24,,,30,uS,,,Q,,,,,,
,,,6/12/24,7:12:00 AM,EDT,Putnam,Broward,1,1/22/24,,,80.5,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Enslow,1,5/28/24,,,20,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Enslow,2,5/28/24,,,19,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Enslow,3,5/28/24,,,21,uS/cm,,,Q,,,,,,
,,,3/6/24,8:10:00 AM,EST,Putnam,Fanny,1,1/13/24,,,54,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Putnam,Fanny,1,4/28/24,,,50.7,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Goose,1,5/29/24,,,52,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Goose,2,5/29/24,,,51,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Goose,3,5/29/24,,,52,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,McCloud,1,5/28/24,,,23,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,McCloud,2,5/28/24,,,29,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,McCloud,3,5/28/24,,,24,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Ross,1,5/29/24,,,64,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Ross,2,5/29/24,,,56,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Ross,3,5/29/24,,,55,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Rowan,1,5/28/24,,,46,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Rowan,2,5/28/24,,,45,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Rowan,3,5/28/24,,,46,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Suggs,1,5/29/24,,,53,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Suggs,2,5/29/24,,,53,uS/cm,,,Q,,,,,,
,,,7/10/24,8:41:00 AM,EDT,Putnam,Suggs,3,5/29/24,,,53,uS/cm,,,Q,,,,,,
,,,4/19/24,8:00:00 AM,EDT,Sarasota,Awesome,1,1/22/24,,,573,uS/cm,,,Q,,,,,,
,,,5/9/24,10:33:00 AM,EDT,Sarasota,Center,1,1/11/24,,,1432,uS/cm,,,Q,,,,,,
,,,5/9/24,10:33:00 AM,EDT,Sarasota,Lake 37,1,1/4/24,,,363.3,uS/cm,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Sarasota,Lake G-20,1,1/4/24,,,514,uS/cm,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Sarasota,Lake M-9,1,1/4/24,,,560,uS/cm,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Sarasota,Pinebrook South,1,1/23/24,,,785,uS/cm,,,Q,,,,,,
,,,5/22/24,7:58:00 AM,EDT,Sarasota,South,2,1/11/24,,,1106,uS/cm,,,Q,,,,,,
,,,4/19/24,8:00:00 AM,EDT,Sarasota,Upper Myakka,1,1/30/24,,,530,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Brantley,1,4/7/24,,,218,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Clear,1,4/25/24,,,62,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Concord,1,4/30/24,,,202,uS/cm,,,Q,,,,,,
,,,2/8/24,8:00:00 AM,EST,Seminole,Crescent,1,10/8/23,,,236.4,uS/cm,,,Q,,,,,,
,,,4/11/24,8:19:00 AM,EDT,Seminole,Crescent,1,1/5/24,,,250.3,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Crescent,1,4/20/24,,,276,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Crystal Bowl,1,4/30/24,,,77,uS/cm,,,Q,,,,,,
,,,6/12/24,7:12:00 AM,EDT,Seminole,Cub,1,1/24/24,,,231.4,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,East,1,4/17/24,,,193,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Horseshoe North,1,4/3/24,,,193,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Little Bear,1,4/19/24,,,260,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Lost,1,4/20/24,,,183,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Mary,1,4/21/24,,,153,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Miami Springs-1,1,1/27/24,,,252,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Miami Springs-1,1,4/26/24,,,260,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Miami Springs-2,1,1/27/24,,,183,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Miami Springs-2,1,4/26/24,,,274,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Miami Springs-3,1,1/27/24,,,214,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Miami Springs-3,1,4/26/24,,,258,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Quail Pond,1,4/30/24,,,199,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Queens Mirror,1,4/13/24,,,173,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Rock,1,4/18/24,,,157,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Secret,1,4/30/24,,,178,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Silver,1,4/25/24,,,248,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Triplet Middle,1,4/30/24,,,175,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Triplet North,1,4/30/24,,,166,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Triplet South,1,4/30/24,,,169,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Wekiva,1,1/24/24,,,197,uS/cm,,,Q,,,,,,
,,,7/11/24,8:16:00 AM,EDT,Seminole,Wekiva,1,4/9/24,,,209,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,St Lucie,Savanna-Indrio,2,4/8/24,,,280.1,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Sumter,Big Gant,1,4/16/24,,,207.1,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Volusia,Blue Spring-1,1,4/5/24,,,805,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Volusia,Blue Spring-2,1,4/5/24,,,1048,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Volusia,Blue Spring-3,1,4/5/24,,,919,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Volusia,Mud,1,4/28/24,,,1392,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Volusia,North Talmadge,1,4/9/24,,,124,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Volusia,St. John's Harney-3,1,4/28/24,,,1200,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Volusia,St. John's Jesup-1,1,4/28/24,,,1192,uS/cm,,,Q,,,,,,
,,,7/19/24,7:24:00 AM,EDT,Volusia,St. John's Lemon Bluff-2,1,4/28/24,,,1197,uS/cm,,,Q,,,,,,
,,,6/12/24,7:12:00 AM,EDT,Volusia,Waterford,1,1/15/24,,,307.4,uS/cm,,,Q,,,,,,
,,,7/12/24,7:51:00 AM,EDT,Volusia,Winnemissett,1,4/18/24,,,165.3,uS/cm,,,,,,,,,
,,,4/11/24,8:19:00 AM,EDT,Walton,Campbell,1,1/29/24,,,83.4,uS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Destin-5,1,1/28/24,,,29.03,mS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Destin-6,1,1/28/24,,,30.45,mS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Destin-7,1,1/10/24,,,38.15,mS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Destin-8,1,1/10/24,,,37.49,mS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Freeport-1,1,1/26/24,,,8.27,mS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Freeport-10,1,1/26/24,,,7.53,mS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Freeport-2,1,1/26/24,,,12.75,mS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Freeport-3,1,1/26/24,,,12.75,mS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Freeport-4,1,1/26/24,,,25.56,mS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Freeport-5,1,1/26/24,,,22.38,mS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Freeport-6,1,1/10/24,,,30.97,mS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Freeport-7,1,1/26/24,,,3513,uS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Freeport-8,1,1/10/24,,,14.21,mS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Freeport-9,1,1/26/24,,,5.02,mS/cm,,,Q,,,,,,
,,,4/11/24,8:19:00 AM,EDT,Walton,CBA River-4,1,1/3/24,,,693,uS/cm,,,Q,,,,,,
,,,4/11/24,8:19:00 AM,EDT,Walton,CBA River-5,1,1/3/24,,,21.1,uS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Santa Rosa Beach-10,1,1/22/24,,,3740,uS/cm,,,Q,,,,,,
,,,4/3/24,10:02:00 AM,EDT,Walton,CBA Santa Rosa Beach-9,1,1/22/24,,,5.31,mS/cm,,,Q,,,,,,
,,,4/5/24,10:30:00 AM,EDT,Walton,Morris,1,1/29/24,,,106.1,uS/cm,,,Q,,,,,,
,,,4/5/24,10:30:00 AM,EDT,Walton,Peach Creek-3,1,1/29/24,,,513,uS/cm,,,Q,,,,,,
,,,6/27/24,9:30:00 AM,EDT,Washington,CBA Holmes Creek-1,1,4/11/24,,,103,uS,,,Q,,,,,,
