Org_Analyte_Name,Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Abs,Result_Value(ug/L),Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,Comments
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Floral City,2,06/29/2028,7,1,0.8937,894,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Floral City,3,06/29/2028,8,1,0.8991,899,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Floral City,1,07/31/2028,608,1,0.7413,741,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Floral City,2,07/31/2028,609,1,0.8153,815,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Floral City,3,07/31/2028,610,1,0.8224,822,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Floral City,1,09/01/2028,589,1,0.7996,800,,,,,,Sample,TN10222024A10232024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Floral City,2,09/01/2028,590,1,0.7187,719,,,,,,Sample,TN10222024A10232024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Floral City,3,09/01/2028,591,1,0.772,772,,,,,,Sample,TN10222024A10232024,
Total Nitrogen,07/20/2028,9:30:00 AM,EDT,07/26/2028,,EDT,Citrus,Floral City North,1,05/31/2028,85,1,0.8773,877,,,,,,Sample,TN00719202407252024,
Total Nitrogen,07/20/2028,9:30:00 AM,EDT,07/26/2028,,EDT,Citrus,Floral City North,2,05/31/2028,86,1,0.8989,899,,,,,,Sample,TN00719202407252024,
Total Nitrogen,07/20/2028,9:30:00 AM,EDT,07/26/2028,,EDT,Citrus,Floral City North,3,05/31/2028,87,1,0.8871,887,,,,,,Sample,TN00719202407252024,
Total Nitrogen,07/26/2028,9:00:00 AM,EDT,08/02/2028,,EDT,Citrus,Floral City North,1,06/29/2028,1337,1,0.9269,927,,,,,,Sample,TN0725202408012024,
Total Nitrogen,07/26/2028,9:00:00 AM,EDT,08/02/2028,,EDT,Citrus,Floral City North,1,06/29/2028,1337,1,0.9269,927,,,,,,Sample,TN07252024080124,
Total Nitrogen,07/26/2028,9:00:00 AM,EDT,08/02/2028,,EDT,Citrus,Floral City North,2,06/29/2028,1338,1,0.931,931,,,,,,Sample,TN0725202408012024,
Total Nitrogen,07/26/2028,9:00:00 AM,EDT,08/02/2028,,EDT,Citrus,Floral City North,2,06/29/2028,1338,1,0.931,931,,,,,,Sample,TN07252024080124,
Total Nitrogen,07/26/2028,9:00:00 AM,EDT,08/02/2028,,EDT,Citrus,Floral City North,3,06/29/2028,1339,1,0.9824,982,,,,,,Sample,TN0725202408012024,
Total Nitrogen,07/26/2028,9:00:00 AM,EDT,08/02/2028,,EDT,Citrus,Floral City North,3,06/29/2028,1339,1,0.9824,982,,,,,,Sample,TN07252024080124,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Floral City North,1,07/31/2028,611,1,0.8324,832,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Floral City North,2,07/31/2028,612,1,0.8351,835,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Floral City North,3,07/31/2028,613,1,0.818,818,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Floral City North,1,09/01/2028,604,1,0.8567,857,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Floral City North,2,09/01/2028,605,1,0.6592,659,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Floral City North,3,09/01/2028,606,1,0.8052,805,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Citrus,Fort Cooper,2,05/17/2028,163,1,0.8106,811,,,Q,Q,,Sample,TN07022024A07102024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Citrus,Fort Cooper,3,05/17/2028,164,1,0.8105,810,,,,,,Sample,TN07022024A07102024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Fort Cooper,1,06/11/2028,9,1,0.9237,924,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Fort Cooper,2,06/11/2028,10,1,0.9749,975,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Fort Cooper,3,06/11/2028,11,1,0.9564,956,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Fort Cooper,1,07/23/2028,614,1,1.0247,1025,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Fort Cooper,2,07/23/2028,615,1,0.9932,993,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Fort Cooper,3,07/23/2028,616,1,0.9534,953,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Fort Cooper,1,08/21/2028,607,1,1.2225,1222,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Fort Cooper,2,08/21/2028,608,1,0.9908,991,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Fort Cooper,3,08/21/2028,609,1,1.0931,1093,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,07/20/2028,9:30:00 AM,EDT,07/26/2028,,EDT,Citrus,Hampton,1,05/31/2028,88,1,0.7704,770,,,,,,Sample,TN00719202407252024,
Total Nitrogen,07/20/2028,9:30:00 AM,EDT,07/26/2028,,EDT,Citrus,Hampton,2,05/31/2028,89,1,0.8611,861,,,,,,Sample,TN00719202407252024,
Total Nitrogen,07/20/2028,9:30:00 AM,EDT,07/26/2028,,EDT,Citrus,Hampton,3,05/31/2028,90,1,0.8326,833,,,,,,Sample,TN00719202407252024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Hampton,1,06/29/2028,12,1,0.8583,858,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Hampton,2,06/29/2028,13,1,0.8554,855,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Hampton,3,06/29/2028,14,1,0.8603,860,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Hampton,1,07/31/2028,617,1,0.548,548,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Hampton,2,07/31/2028,618,1,0.7574,757,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Hampton,3,07/31/2028,619,1,0.7588,759,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Hampton,1,09/01/2028,610,1,0.7245,725,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Hampton,2,09/01/2028,611,1,0.6844,684,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Hampton,3,09/01/2028,612,1,0.7146,715,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Citrus,Magnolia Creek-1,1,05/22/2028,165,1,0.3129,313,,,,,,Sample,TN07022024A07102024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Magnolia Creek-1,1,06/20/2028,15,1,0.3597,360,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Magnolia Creek-1,1,07/20/2028,620,1,0.3431,343,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Magnolia Creek-1,1,08/20/2028,613,1,0.272,272,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Citrus,Magnolia Creek-2,1,05/22/2028,166,1,0.357,357,,,,,,Sample,TN07022024A07102024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Magnolia Creek-2,1,06/20/2028,16,1,0.3413,341,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Magnolia Creek-2,1,07/20/2028,621,1,0.3278,328,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Magnolia Creek-2,1,08/20/2028,614,1,0.275,275,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Citrus,Magnolia Creek-3,1,05/22/2028,167,1,0.3438,344,,,,,,Sample,TN07022024A07102024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Magnolia Creek-3,1,06/20/2028,17,1,0.3653,365,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Magnolia Creek-3,1,07/20/2028,627,1,0.2843,284,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Magnolia Creek-3,1,08/20/2028,615,1,0.378,378,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Citrus,Magnolia Creek-4,1,05/22/2028,168,1,0.2377,238,,,,,,Sample,TN07022024A07102024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Magnolia Creek-4,1,06/20/2028,18,1,0.432,432,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Magnolia Creek-4,1,07/20/2028,628,1,0.4069,407,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Magnolia Creek-4,1,08/20/2028,616,1,0.3471,347,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Citrus,Magnolia Creek-mullet hole,1,05/22/2028,169,1,0.2649,265,,,,,,Sample,TN07022024A07102024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Magnolia Creek-mullet hole,1,06/20/2028,19,1,0.2882,288,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Magnolia Creek-mullet hole,1,07/20/2028,629,1,0.1904,190,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Magnolia Creek-mullet hole,1,08/20/2028,617,1,0.0935,94,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,07/20/2028,9:30:00 AM,EDT,07/26/2028,,EDT,Citrus,Tsala Apopka South,1,05/31/2028,91,1,0.8447,845,,,,,,Sample,TN00719202407252024,
Total Nitrogen,07/20/2028,9:30:00 AM,EDT,07/26/2028,,EDT,Citrus,Tsala Apopka South,2,05/31/2028,92,1,0.8771,877,,,,,,Sample,TN00719202407252024,
Total Nitrogen,07/20/2028,9:30:00 AM,EDT,07/26/2028,,EDT,Citrus,Tsala Apopka South,3,05/31/2028,93,1,0.8301,830,,,,,,Sample,TN00719202407252024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Tsala Apopka South,1,06/29/2028,20,1,0.9441,944,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Tsala Apopka South,2,06/29/2028,21,1,1.0128,1013,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,08/21/2028,9:00:00 AM,EDT,08/27/2028,,EDT,Citrus,Tsala Apopka South,3,06/29/2028,27,1,0.8908,891,,,,,,Sample,TN08202024A08262024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Tsala Apopka South,1,07/31/2028,630,1,0.7555,755,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Tsala Apopka South,2,07/31/2028,631,1,0.8391,839,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,09/20/2028,9:00:00 AM,EDT,10/08/2028,,EDT,Citrus,Tsala Apopka South,3,07/31/2028,632,1,0.8528,853,,,,,,Sample,TN09192024A10072024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Tsala Apopka South,1,09/01/2028,618,1,0.8409,841,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Tsala Apopka South,2,09/01/2028,619,1,0.8144,814,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,10/23/2028,9:00:00 AM,EDT,10/24/2028,,EDT,Citrus,Tsala Apopka South,3,09/01/2028,620,1,0.9944,994,,,,,,Sample,TN10222024B10232024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,1,03/20/2027,166,1,0.3172,317,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,2,03/20/2027,167,1,0.3082,308,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,3,03/20/2027,168,1,0.3004,300,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,1,12/01/2027,169,1,0.3417,342,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,2,12/01/2027,170,1,0.3532,353,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,3,12/01/2027,171,1,0.3333,333,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,1,12/23/2027,172,1,0.3593,359,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,2,12/23/2027,173,1,0.3461,346,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,3,12/23/2027,174,1,0.3291,329,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,1,01/25/2028,175,1,0.3054,305,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,2,01/25/2028,176,1,0.3248,325,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,3,01/25/2028,177,1,0.3151,315,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,1,03/01/2028,178,1,0.2979,298,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,2,03/01/2028,179,1,0.2877,288,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,3,03/01/2028,180,1,0.3062,306,,,Q,Q,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,1,05/23/2028,181,1,0.2891,289,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,2,05/23/2028,187,1,0.2961,296,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Asbury North,3,05/23/2028,188,1,0.3023,302,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Deer,1,04/13/2028,189,1,0.0983,98,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Deer,2,04/13/2028,190,1,0.0934,93,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Deer,1,05/10/2028,191,1,0.0922,92,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Deer,2,05/10/2028,192,1,0.0906,91,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/16/2028,9:00:00 AM,EDT,08/22/2028,,EDT,Clay,Deer,1,07/12/2028,433,1,0.0612,61,,,,,,Sample,TN08152024A08212024,
Total Nitrogen,08/16/2028,9:00:00 AM,EDT,08/22/2028,,EDT,Clay,Deer,2,07/12/2028,434,1,0.0592,59,,,I,,I,Sample,TN08152024A08212024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Clay,Flemingbrook 5,1,04/05/2028,170,1,0.5996,600,,,,,,Sample,TN07022024A07102024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Clay,Flemingbrook 5,2,04/05/2028,171,1,0.5829,583,,,,,,Sample,TN07022024A07102024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Clay,Flemingbrook 6,1,04/05/2028,172,1,0.7428,743,,,,,,Sample,TN07022024A07102024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Clay,Flemingbrook 6,2,04/05/2028,173,1,0.6114,611,,,,,,Sample,TN07022024A07102024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Gold Head Branch-1,1,04/13/2028,193,1,0.162,162,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Gold Head Branch-1,1,05/10/2028,195,1,0.1558,156,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/16/2028,9:00:00 AM,EDT,08/22/2028,,EDT,Clay,Gold Head Branch-1,1,07/12/2028,435,1,0.121,121,,,,,,Sample,TN08152024A08212024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Gold Head Branch-2,1,04/13/2028,194,1,0.1371,137,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Gold Head Branch-2,1,05/10/2028,196,1,0.1448,145,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/16/2028,9:00:00 AM,EDT,08/22/2028,,EDT,Clay,Gold Head Branch-2,1,07/12/2028,436,1,0.1206,121,,,,,,Sample,TN08152024A08212024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Johnson,1,04/13/2028,197,1,0.2823,282,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Johnson,2,04/13/2028,198,1,0.2974,297,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Johnson,3,04/13/2028,199,1,0.2965,296,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Johnson,1,05/10/2028,200,1,0.2531,253,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Johnson,2,05/10/2028,201,1,0.2405,240,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Johnson,3,05/10/2028,202,1,0.2529,253,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/16/2028,9:00:00 AM,EDT,08/22/2028,,EDT,Clay,Johnson,1,07/12/2028,437,1,0.3431,343,,,,,,Sample,TN08152024A08212024,
Total Nitrogen,08/16/2028,9:00:00 AM,EDT,08/22/2028,,EDT,Clay,Johnson,2,07/12/2028,438,1,0.2666,267,,,,,,Sample,TN08152024A08212024,
Total Nitrogen,08/16/2028,9:00:00 AM,EDT,08/22/2028,,EDT,Clay,Johnson,3,07/12/2028,439,1,0.2195,219,,,,,,Sample,TN08152024A08212024,
Total Nitrogen,09/05/2028,9:30:00 AM,EDT,09/07/2028,12:00:00 PM,EDT,Clay,Kingsley,1,03/16/2028,522,1,0.3289,329,,,Q,Q,,Sample,TN09042024A09062024,
Total Nitrogen,09/05/2028,9:30:00 AM,EDT,09/07/2028,12:00:00 PM,EDT,Clay,Kingsley,2,03/16/2028,523,1,0.3308,331,,,Q,Q,,Sample,TN09042024A09062024,
Total Nitrogen,09/05/2028,9:30:00 AM,EDT,09/07/2028,12:00:00 PM,EDT,Clay,Kingsley,3,03/16/2028,524,1,0.335,335,,,Q,Q,,Sample,TN09042024A09062024,
Total Nitrogen,10/03/2028,9:00:00 AM,EDT,10/09/2028,,EDT,Clay,Kingsley,1,09/02/2028,19,1,0.3417,342,,,,,,Sample,TN10022024A10082024,
Total Nitrogen,10/03/2028,9:00:00 AM,EDT,10/09/2028,,EDT,Clay,Kingsley,2,09/02/2028,20,1,0.3469,347,,,,,,Sample,TN10022024A10082024,
Total Nitrogen,10/03/2028,9:00:00 AM,EDT,10/09/2028,,EDT,Clay,Kingsley,3,09/02/2028,21,1,0.2334,233,,,,,,Sample,TN10022024A10082024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Clay,Lily,1,05/16/2028,174,1,0.3113,311,,,,,,Sample,TN07022024A07102024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Clay,Lily,2,05/16/2028,175,1,0.2939,294,,,,,,Sample,TN07022024A07102024,
Total Nitrogen,07/03/2028,9:00:00 AM,EDT,07/11/2028,,EDT,Clay,Lily,3,05/16/2028,176,1,0.313,313,,,,,,Sample,TN07022024A07102024,
Total Nitrogen,09/26/2028,9:00:00 AM,EDT,10/09/2028,,EDT,Clay,Lily,1,06/20/2028,380,1,0.3198,320,,,,,,Sample,TN09252024A10082024,
Total Nitrogen,09/26/2028,9:00:00 AM,EDT,10/09/2028,,EDT,Clay,Lily,2,06/20/2028,381,1,0.3172,317,,,,,,Sample,TN09252024A10082024,
Total Nitrogen,09/26/2028,9:00:00 AM,EDT,10/09/2028,,EDT,Clay,Lily,3,06/20/2028,387,1,0.3193,319,,,,,,Sample,TN09252024A10082024,
Total Nitrogen,09/26/2028,9:00:00 AM,EDT,10/09/2028,,EDT,Clay,Lily,1,07/29/2028,377,1,0.3528,353,,,,,,Sample,TN09252024A10082024,
Total Nitrogen,09/26/2028,9:00:00 AM,EDT,10/09/2028,,EDT,Clay,Lily,2,07/29/2028,378,1,0.3476,348,,,,,,Sample,TN09252024A10082024,
Total Nitrogen,09/26/2028,9:00:00 AM,EDT,10/09/2028,,EDT,Clay,Lily,3,07/29/2028,379,1,0.3328,333,,,,,,Sample,TN09252024A10082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Little Johnson,1,04/13/2028,203,1,0.3639,364,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Little Johnson,2,04/13/2028,204,1,0.3496,350,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Little Johnson,3,04/13/2028,205,1,0.3567,357,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Little Johnson,1,05/10/2028,206,1,0.3321,332,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Little Johnson,2,05/10/2028,212,1,0.3691,369,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Little Johnson,3,05/10/2028,213,1,0.4159,416,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/16/2028,9:00:00 AM,EDT,08/22/2028,,EDT,Clay,Little Johnson,1,07/12/2028,440,1,0.3807,381,,,,,,Sample,TN08152024A08212024,
Total Nitrogen,08/16/2028,9:00:00 AM,EDT,08/22/2028,,EDT,Clay,Little Johnson,2,07/12/2028,441,1,0.4086,409,,,,,,Sample,TN08152024A08212024,
Total Nitrogen,08/16/2028,9:00:00 AM,EDT,08/22/2028,,EDT,Clay,Little Johnson,3,07/12/2028,442,1,0.4137,414,,,,,,Sample,TN08152024A08212024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Sheelar,1,04/13/2028,214,1,0.1351,135,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Sheelar,2,04/13/2028,215,1,0.13,130,,,,,,Sample,TN0802202408082024,
Total Nitrogen,08/03/2028,9:00:00 AM,EDT,08/09/2028,,EDT,Clay,Sheelar,3,04/13/2028,216,1,0.1323,132,,,,,,Sample,TN0802202408082024,
